# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: slimfly100.cscs.ch
# Release : 3.10.0-1160.15.2.el7.x86_64
# Version : #1 SMP Wed Feb 3 15:06:38 UTC 2021
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 10.934632 
# Number of iterations (recorded+unrecorded): 3864123130 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
13365550017.17	1957.30
13366549916.41	1948.19
13367549806.54	3952.87
13368549696.66	1966.41
13369549594.08	1959.12
13370549482.38	1968.23
13371549368.86	1968.23
13372549255.35	2409.26
13373549150.94	1982.81
13374549039.24	1968.23
13375548938.48	1948.19
13376548830.43	1968.23
13377548715.09	1962.77
13378548619.79	1948.19
13379548511.74	1948.19
13380548401.87	1964.59
13381548284.70	1968.23
13382548171.19	1950.01
13383548074.07	2318.14
13384547964.20	1971.88
13385547852.50	1944.54
13386547751.74	1973.70
13387547630.93	1966.41
13388547526.52	1951.83
13389547420.29	1975.52
13390547314.06	1968.23
13391547213.30	1950.01
13392547092.49	1975.52
13393546984.44	1968.23
13394546870.92	2310.85
13395546768.34	1946.36
13396546656.64	1966.41
13397546552.24	1970.06
13398546440.54	1950.01
13399546330.67	1962.77
13400546222.61	1966.41
13401546120.03	1946.36
13402546008.33	1968.23
13403545907.57	1964.59
13404545790.41	1951.83
13405545686.00	2321.79
13406545581.60	1966.41
13407545466.25	1948.19
13408545356.38	1944.54
13409545253.80	1966.41
13410545138.45	1982.81
13411545039.52	1957.30
13412544926.00	1959.12
13413544814.30	1970.06
13414544702.60	1937.25
13415544607.31	1962.77
13416544486.50	2314.50
13417544387.56	3592.03
13418544274.04	1964.59
13419544167.81	1957.30
13420544056.12	1946.36
13421543946.24	1966.41
13422543841.84	1973.70
13423543733.79	1944.54
13424543620.27	1948.19
13425543523.15	1964.59
13426543404.16	1966.41
13427543301.58	2405.62
13428543195.35	1957.30
13429543083.65	1977.35
13430542979.25	1955.48
13431542865.73	1960.94
13432542757.68	1975.52
13433542649.63	1948.19
13434542539.75	1957.30
13435542438.99	1962.77
13436542318.18	1939.07
13437542211.95	2750.06
13438542105.72	2440.25
13439541997.67	1966.41
13440541893.27	1951.83
13441541774.28	1968.23
13442541671.70	1962.77
13443541552.71	1953.65
13444541448.30	1966.41
13445541343.90	1964.59
13446541239.49	1946.36
13447541127.79	1962.77
13448541019.74	1971.88
13449540909.87	2301.74
13450540796.35	1951.83
13451540690.12	1957.30
13452540591.18	1962.77
13453540483.13	1957.30
13454540369.61	1975.52
13455540263.38	1959.12
13456540153.51	1948.19
13457540043.63	1977.35
13458539926.47	1960.94
13459539831.18	1944.54
13460539717.66	2325.43
13461539604.14	1960.94
13462539507.02	1946.36
13463539384.39	1960.94
13464539287.27	2150.48
13465539182.87	1953.65
13466539067.52	1950.01
13467538961.30	3511.84
13468538840.49	1962.77
13469538745.19	1946.36
13470538635.32	1966.41
13471538519.98	2434.78
13472538417.39	1955.48
13473538303.87	1957.30
13474538204.94	1960.94
13475538084.13	1960.94
13476537987.01	1957.30
13477537875.31	1966.41
13478537758.15	1951.83
13479537664.68	1940.90
13480537547.51	1966.41
13481537443.11	1966.41
13482537338.70	2298.10
13483537221.54	1968.23
13484537120.78	1960.94
13485536999.97	1950.01
13486536891.92	1957.30
13487536789.33	1971.88
13488536679.46	1946.36
13489536569.58	1973.70
13490536459.71	1966.41
13491536357.13	1950.01
13492536249.07	1966.41
13493536133.73	2316.32
13494536034.79	1951.83
13495535915.81	1950.01
13496535807.76	1975.52
13497535712.46	1970.06
13498535600.77	1950.01
13499535492.71	1960.94
13500535371.91	1968.23
13501535271.14	1942.72
13502535157.62	1968.23
13503535055.04	1957.30
13504534943.34	2314.50
13505534831.65	1959.12
13506534732.71	1957.30
13507534621.01	1960.94
13508534511.14	1957.30
13509534410.38	4238.99
13510534291.39	1959.12
13511534192.45	1959.12
13512534082.58	1970.06
13513533970.88	1964.59
13514533866.47	1953.65
13515533751.13	2431.13
13516533644.90	1968.23
13517533544.14	3746.93
13518533425.16	1977.35
13519533307.99	1966.41
13520533203.59	1953.65
13521533099.18	1942.72
13522532983.84	1970.06
13523532883.08	1960.94
13524532785.96	1946.36
13525532661.51	1970.06
13526532562.57	2431.13
13527532443.58	1953.65
13528532341.00	1964.59
13529532222.01	1977.35
13530532117.60	1960.94
13531532018.66	1960.94
13532531910.61	1959.12
13533531800.74	1946.36
13534531690.87	1955.48
13535531575.52	1970.06
13536531476.58	1948.19
13537531366.71	2296.27
13538531258.66	1959.12
13539531148.79	1973.70
13540531040.73	1944.54
13541530939.97	11587.07
13542530826.45	1962.77
13543530720.22	1948.19
13544530610.35	1951.83
13545530491.36	1968.23
13546530390.60	1944.54
13547530277.08	1973.70
13548530169.03	2432.96
13549530064.63	1955.48
13550529951.11	1944.54
13551529850.35	1970.06
13552529736.83	1966.41
13553529632.42	1959.12
13554529520.72	1970.06
13555529418.14	1966.41
13556529313.73	1948.19
13557529192.92	1971.88
13558529093.98	1960.94
13559528973.18	2323.61
13560528870.59	1962.77
13560710740.87	3559.22
13561528766.19	2298.10
13562528649.02	1944.54
13563528548.26	1957.30
13564528434.74	1966.41
13565528332.16	2706.32
13566528218.64	2050.24
13567528112.41	3602.96
13568528009.83	1968.23
13569527896.31	1944.54
13570527782.79	2436.60
13571527682.03	1957.30
13572527568.51	1953.65
13573527464.10	1959.12
13574527354.23	1971.88
13575527242.53	1955.48
13576527139.95	1962.77
13577527020.96	1977.35
13578526914.73	1946.36
13579526803.03	1942.72
13580526700.45	1964.59
13581526583.29	2314.50
13582526484.35	1955.48
13583526381.76	1957.30
13584526270.07	1970.06
13585526156.55	1959.12
13586526044.85	1959.12
13586528014.91	3721.42
13587525940.44	2283.52
13588525834.22	1957.30
13589525722.52	1977.35
13590525618.11	1975.52
13591525511.88	1953.65
13592525394.72	2305.39
13593525286.67	1957.30
13594525185.91	1957.30
13595525072.39	1951.83
13596524966.16	1966.41
13597524861.75	1968.23
13598524746.41	1944.54
13599524643.83	1964.59
13600524537.60	1960.94
13601524416.79	1944.54
13602524316.03	1955.48
13603524200.69	2318.14
13604524092.64	1960.94
13605523995.52	1966.41
13606523891.11	1960.94
13607523770.30	1950.01
13608523662.25	1948.19
13609523552.38	1960.94
13610523444.33	1962.77
13611523334.45	1951.83
13612523228.22	1962.77
13613523132.93	1968.23
13614523017.59	2301.74
13615522904.07	1962.77
13616522797.84	1960.94
13617522687.97	3610.25
13618522579.91	1962.77
13619522473.69	1955.48
13620522371.10	1942.72
13621522255.76	1939.07
13622522149.53	1977.35
13623522032.37	1970.06
13624521931.61	1951.83
13625521825.38	2432.96
13626521720.97	3298.61
13627521609.27	2024.73
13628521490.29	130980.49
13628656412.72	182.24
13629521385.88	3094.50
13630521279.65	1960.94
13631521169.78	1960.94
13632521059.90	1962.77
13633520953.67	1948.19
13634520843.80	1955.48
13635520743.04	1968.23
13636520629.52	4251.75
13637520523.29	4856.80
13638520407.95	1953.65
13639520303.54	1960.94
13640520195.49	4592.55
13641520085.62	2033.84
13642519975.74	1973.70
13643519865.87	1946.36
13644519756.00	1973.70
13645519658.88	1964.59
13646519541.72	1944.54
13647519440.95	2564.17
13648519320.15	1970.06
13649519219.38	1937.25
13650519098.58	1937.25
13651519003.28	1955.48
13652518889.76	1959.12
13653518779.89	1950.01
13654518673.66	1960.94
13655518563.79	1970.06
13656518452.09	1948.19
13657518354.97	1977.35
13658518237.81	2330.90
13659518129.76	1942.72
13660518027.17	1957.30
13661517913.65	1970.06
13662517812.89	1951.83
13663517693.91	1948.19
13664517596.79	1971.88
13665517486.92	1971.88
13666517375.22	1946.36
13667517263.52	3943.76
13668517155.47	1970.06
13669517054.71	2432.96
13670516937.55	1975.52
13671516831.32	1971.88
13672516721.44	1950.01
13673516615.21	1964.59
13674516508.98	1966.41
13675516404.58	1959.12
13676516294.70	1957.30
13677516183.01	1970.06
13678516071.31	1959.12
13679515959.61	1950.01
13680515851.56	2334.54
13681515747.16	1970.06
13682515648.22	1951.83
13683515531.05	1966.41
13684515428.47	1973.70
13685515320.42	1959.12
13686515208.72	1975.52
13687515100.67	1968.23
13688514987.15	1948.19
13689514879.10	1970.06
13690514767.40	1971.88
13691514657.53	2307.21
13692514562.24	1940.90
13693514445.07	3814.36
13694514344.31	2064.82
13695514228.97	1951.83
13696514122.74	1966.41
13697514018.33	1959.12
13698513906.64	3242.12
13699513800.41	1979.17
13700513685.07	1975.52
13701513578.84	1953.65
13702513463.50	2341.83
13703513353.62	1968.23
13704513251.04	1948.19
13705513141.16	1951.83
13706513036.76	1951.83
13707512917.77	1970.06
13708512818.83	1971.88
13709512708.96	1953.65
13710512593.62	1973.70
13711512496.50	1939.07
13712512379.34	1973.70
13713512271.29	2321.79
13714512165.06	1948.19
13715512055.18	1948.19
13716511947.13	2001.04
13717511840.90	3661.28
13718511734.67	1962.77
13719511628.44	1959.12
13720511516.75	1991.93
13721511414.16	1950.01
13722511293.35	1957.30
13723511192.59	1955.48
13724511090.01	2414.73
13725510967.38	1968.23
13726510866.62	1951.83
13727510747.63	1942.72
13728510645.05	1955.48
13729510542.46	1960.94
13730510432.59	1942.72
13731510330.00	1951.83
13732510211.02	1968.23
13733510110.26	1968.23
13734510007.67	1940.90
13735509892.33	2316.32
13736509782.46	1959.12
13737509670.76	1960.94
13738509560.89	1951.83
13739509454.66	1957.30
13740509342.96	1944.54
13741509242.20	1955.48
13742509126.86	1962.77
13743509020.63	1933.61
13744508921.69	1957.30
13745508808.17	1955.48
13746508692.83	2309.03
13747508584.78	1959.12
13748508485.84	1944.54
13749508359.56	1937.25
13750508262.45	1940.90
13751508145.28	1959.12
13752508046.34	1957.30
13753507934.65	1935.43
13754507824.77	1953.65
13755507720.37	1977.35
13756507615.96	1946.36
13757507504.26	2319.96
13758507398.03	1959.12
13759507288.16	1940.90
13760507183.75	1955.48
13761507057.48	1953.65
13762506953.07	1942.72
13763506850.49	1940.90
13764506746.08	1955.48
13765506630.74	1953.65
13766506526.33	1939.07
13767506420.10	4291.84
13768506317.52	1955.48
13769506204.00	1948.19
13770506094.13	1957.30
13771505993.36	1962.77
13772505872.56	1939.07
13773505766.33	1946.36
13774505654.63	1962.77
13775505546.58	1942.72
13776505443.99	1959.12
13777505332.30	1955.48
13778505229.71	2323.61
13779505114.37	1939.07
13780505008.14	1953.65
13781504890.98	1959.12
13782504793.86	1940.90
13783504689.46	1950.01
13784504568.65	1962.77
13785504460.60	1929.96
13786504356.19	1960.94
13787504248.14	1962.77
13788504140.09	1951.83
13789504033.86	2319.96
13790503927.63	1960.94
13791503805.00	1935.43
13792503707.88	1944.54
13793503594.36	1953.65
13794503489.96	1951.83
13795503383.73	1937.25
13796503262.92	1955.48
13797503160.33	1973.70
13798503052.28	1964.59
13799502947.88	1959.12
13800502838.00	2316.32
13801502728.13	1951.83
13802502621.90	1960.94
13803502513.85	1948.19
13804502403.97	1957.30
13805502303.21	1939.07
13806502196.98	1946.36
13807502085.29	1955.48
13808501971.77	1931.79
13809501858.25	1962.77
13810501752.02	1953.65
13811501636.68	2305.39
13812501539.56	1962.77
13813501431.51	1959.12
13814501319.81	1944.54
13815501219.05	1959.12
13816501096.42	1955.48
13817500993.84	3497.26
13818500896.72	1964.59
13819500779.56	1979.17
13820500664.22	1939.07
13821500557.99	2604.26
13822500453.58	2524.08
13823500341.88	1973.70
13824500233.83	1929.96
13825500118.49	1948.19
13826500021.37	1968.23
13827499907.86	1942.72
13828499805.27	1955.48
13829499691.75	1957.30
13830499590.99	1946.36
13831499479.29	1971.88
13832499369.42	1957.30
13833499257.72	2301.74
13834499156.96	1940.90
13835499039.80	1950.01
13836498933.57	1953.65
13837498829.16	1935.43
13838498719.29	1955.48
13839498605.77	1950.01
13840498499.54	1950.01
13840500460.49	4173.38
13841498386.02	2267.11
13842498301.66	1959.12
13843498166.27	1935.43
13844498067.34	2325.43
13845497964.75	1962.77
13846497845.76	1935.43
13847497748.65	1937.25
13848497627.84	1953.65
13849497525.26	1957.30
13850497424.49	1944.54
13851497310.97	1951.83
13852497204.75	1959.12
13853497080.29	1946.36
13854496981.35	1962.77
13855496873.30	2327.25
13856496761.61	1960.94
13857496664.49	1957.30
13858496538.21	1970.06
13859496437.45	1946.36
13860496325.75	1977.35
13861496219.53	1948.19
13862496122.41	1959.12
13863495997.96	1942.72
13864495895.37	1957.30
13865495781.85	1966.41
13866495679.27	2309.03
13867495573.04	3653.99
13868495459.52	1968.23
13869495356.94	1946.36
13870495245.24	1948.19
13871495135.37	1970.06
13872495023.67	1955.48
13873494921.09	1979.17
13874494818.50	1962.77
13875494699.51	1940.90
13876494595.11	1950.01
13877494487.06	2449.36
13878494373.54	1955.48
13879494270.95	1942.72
13880494155.61	1948.19
13881494058.50	1959.12
13882493946.80	1946.36
13883493835.10	1957.30
13884493734.34	1986.46
13885493613.53	1950.01
13886493505.48	1964.59
13887493412.01	1968.23
13888493296.67	2310.85
13889493192.26	1959.12
13890493067.81	1971.88
13891492970.69	1944.54
13892492869.93	1951.83
13893492750.94	1960.94
13894492641.07	1955.48
13895492527.55	1942.72
13896492424.97	1951.83
13897492307.80	1953.65
13898492203.40	1939.07
13899492097.17	2319.96
13900491989.12	1960.94
13901491881.06	1935.43
13902037182.07	94.77
13902038543.43	92.94
13902043482.24	147.62
13902491725.63	4895.07
13902521462.36	94.77
13902523946.35	147.62
13903491681.36	3941.93
13903497644.38	182.24
13904491562.38	3376.98
13904496533.99	147.62
13905491465.26	2999.73
13905495193.97	96.59
13905505676.64	147.62
13906491348.10	3590.20
13906499698.51	147.62
13907491240.04	2797.44
13908491119.24	2618.84
13908504317.34	182.24
13909491025.76	3036.18
13910490921.36	2434.78
13911490806.02	1957.30
13912490692.50	1973.70
13913490582.62	1964.59
13914490463.64	1964.59
13915490357.41	1968.23
13916490256.65	1964.59
13917490139.48	3848.99
13918490036.90	1964.59
13919489930.67	1959.12
13920489820.80	2066.65
13921489718.21	14027.31
13922489608.34	1999.22
13923489500.29	1979.17
13924489397.70	1968.23
13925489284.18	1964.59
13926489179.78	1975.52
13927489060.79	1968.23
13928488960.03	1968.23
13929488846.51	1971.88
13930488736.64	1960.94
13931488628.59	1957.30
13932488516.89	2338.19
13933488416.13	1964.59
13934488298.96	1953.65
13935488194.56	1959.12
13936488095.62	1970.06
13937487971.16	1951.83
13938487864.93	1971.88
13939487753.24	1960.94
13940487656.12	1951.83
13941487549.89	1960.94
13942487429.08	1975.52
13943487335.61	2307.21
13944487214.80	1966.41
13945487112.22	1964.59
13946487005.99	1955.48
13947486892.47	1946.36
13948486782.60	1968.23
13949486667.26	2981.51
13950486570.14	2048.42
13951486449.33	1962.77
13952486354.04	1966.41
13953486249.63	1942.72
13954486134.29	2319.96
13955486028.06	1977.35
13956485910.90	1942.72
13957485808.31	1971.88
13958485698.44	1964.59
13959485592.21	1950.01
13960485484.16	1977.35
13961485379.75	1960.94
13962485271.70	1950.01
13963485152.71	1950.01
13964485044.66	1962.77
13965484938.43	2314.50
13966484839.49	1951.83
13967484720.51	3947.40
13968484617.92	1968.23
13969484504.40	1948.19
13970484394.53	1980.99
13971484291.95	1968.23
13972484178.43	1953.65
13973484074.02	1957.30
13974483960.50	1957.30
13975483861.56	1959.12
13976483751.69	2476.69
13977483641.81	1973.70
13978483531.94	1966.41
13979483416.60	1955.48
13980483314.02	1966.41
13981483198.67	1971.88
13982483099.74	1948.19
13983482991.68	1964.59
13984482874.52	1959.12
13985482775.58	1955.48
13986482662.06	1966.41
13987482559.48	2325.43
13988482445.96	1950.01
13989482337.91	1944.54
13990482237.15	1971.88
13991482114.51	1955.48
13992482013.75	1966.41
13993481909.35	1968.23
13994481795.83	1970.06
13995481695.07	1951.83
13996481577.90	1966.41
13997481475.32	1970.06
13998481350.86	2298.10
13999481246.46	1962.77
14000481152.99	1962.77
14001481034.00	1944.54
14002480933.24	1964.59
14003480816.07	1970.06
14004480715.31	1951.83
14005480609.08	1957.30
14006480497.39	1962.77
14007480389.34	1971.88
14008480266.70	1953.65
14009480173.23	2340.01
14010480061.54	1964.59
14011479942.55	1946.36
14012479841.79	1959.12
14013479730.09	1970.06
14014479629.33	1948.19
14015479519.46	1960.94
14016479409.58	1968.23
14017479307.00	3703.20
14018479193.48	1948.19
14019479085.43	1964.59
14020478979.20	2429.31
14021478860.21	1946.36
14022478761.27	1962.77
14023478642.29	1959.12
14024478545.17	1942.72
14025478442.59	1962.77
14026478323.60	1964.59
14027478219.19	1948.19
14028478109.32	1960.94
14029478001.27	1964.59
14030477884.10	1948.19
14031477786.99	2312.67
14032477673.47	1959.12
14033477563.60	1940.90
14034477459.19	1951.83
14035477352.96	1971.88
14036477241.26	1959.12
14037477118.63	1942.72
14038477016.05	1960.94
14039476918.93	1960.94
14040476810.88	1942.72
14041476697.36	1964.59
14042476591.13	2319.96
14043476483.08	1953.65
14044476378.67	1966.41
14045476263.33	1962.77
14046476155.28	1946.36
14047476045.41	1950.01
14048475937.36	1971.88
14049475825.66	1959.12
14050475715.79	1951.83
14051475609.56	1960.94
14052475499.68	1970.06
14053475398.92	2296.27
14054475292.69	1970.06
14055475181.00	1964.59
14056475074.77	1962.77
14057474968.54	1960.94
14058474847.73	1959.12
14059474748.79	1940.90
14060474631.63	1940.90
14061474527.22	1960.94
14062474419.17	1960.94
14063474309.29	1942.72
14064474206.71	2345.48
14065474087.72	1971.88
14066473988.78	1939.07
14067473882.56	3515.48
14068473765.39	1960.94
14069473668.27	1957.30
14070473543.82	1955.48
14071473441.24	1959.12
14072473342.30	1948.19
14073473219.67	1964.59
14074473126.19	1960.94
14075473005.39	2405.62
14076472897.33	1946.36
14077472785.64	2757.35
14078472684.88	2052.07
14079472580.47	1939.07
14080472463.31	1962.77
14081472357.08	1962.77
14082472249.03	1951.83
14083472142.80	1962.77
14084472034.75	1960.94
14084474006.62	4364.74
14085471928.52	2288.98
14086471815.00	2323.61
14087471699.66	1968.23
14088471597.07	1951.83
14089471492.67	1950.01
14090471384.61	1962.77
14091471276.56	1960.94
14092471155.75	1951.83
14093471062.28	1973.70
14094470954.23	1968.23
14095470840.71	1944.54
14096470739.95	1962.77
14097470619.14	2312.67
14098470518.38	1946.36
14099470406.68	1970.06
14100470294.99	1962.77
14101470188.76	1940.90
14102470071.59	1953.65
14103469978.12	1964.59
14104469860.96	1953.65
14105469756.55	1939.07
14106469650.32	1962.77
14107469529.51	1971.88
14108469430.58	2309.03
14109469324.35	1953.65
14110469207.18	1957.30
14111469093.66	1944.54
14112468992.90	1955.48
14113468890.32	1962.77
14114468769.51	1940.90
14115468665.10	1966.41
14116468562.52	1964.59
14117468456.29	3577.45
14118468340.95	1940.90
14119468234.72	2420.20
14120468128.49	1968.23
14121468025.91	1951.83
14122467908.74	1953.65
14123467806.16	1970.06
14124467692.64	1948.19
14125467582.77	1964.59
14126467476.54	1960.94
14127467368.48	1946.36
14128467256.79	1970.06
14129467145.09	1953.65
14130467042.51	2303.56
14131466930.81	1948.19
14132466820.94	1957.30
14133466722.00	1957.30
14134466621.24	1946.36
14135466498.61	1964.59
14136466392.38	1962.77
14137466284.33	1950.01
14138466176.27	1951.83
14139466057.29	1962.77
14140465960.17	1948.19
14141465850.30	4463.15
14142465734.96	1973.70
14143465636.02	1944.54
14144465522.50	1955.48
14145465419.91	1957.30
14146465306.39	1946.36
14147465196.52	1944.54
14148465095.76	1960.94
14149464974.95	1959.12
14150464876.01	1942.72
14151464760.67	1955.48
14152464658.09	2312.67
14153464557.32	1946.36
14154464434.69	1964.59
14155464328.46	1948.19
14156464218.59	1937.25
14157464110.54	1957.30
14158464009.78	1960.94
14159463899.90	1946.36
14160463790.03	1944.54
14161463676.51	1957.30
14162463575.75	1964.59
14163463471.34	2285.34
14164463356.00	1970.06
14165463244.30	1962.77
14166463136.25	1937.25
14167463028.20	3499.08
14168462931.08	1964.59
14169462813.92	1950.01
14170462705.87	1955.48
14171462592.35	1966.41
14172462487.94	1942.72
14173462372.60	1973.70
14174462264.55	2422.02
14175462161.97	1942.72
14176462046.63	1944.54
14177461945.86	1957.30
14178461845.10	1957.30
14179461731.58	1946.36
14180461619.89	1957.30
14181461508.19	1948.19
14182461400.14	1939.07
14183461293.91	1966.41
14184461191.33	1955.48
14185461075.98	2340.01
14186460964.29	1959.12
14187460865.35	1960.94
14188460757.30	1940.90
14189460640.13	1939.07
14190460533.90	1960.94
14191460424.03	1959.12
14192460325.09	1942.72
14193460209.75	1968.23
14194460094.41	1964.59
14195459999.11	1944.54
14196459885.60	2307.21
14197459777.54	1959.12
14198459665.85	1951.83
14199459559.62	1957.30
14200459447.92	1962.77
14201459341.69	1946.36
14202459230.00	1942.72
14203459114.66	1959.12
14204459013.89	1970.06
14205458913.13	3757.87
14206458794.15	2022.91
14207458698.85	2343.66
14208458579.87	1940.90
14209458475.46	1955.48
14210458361.94	1970.06
14211458250.24	1937.25
14212458153.13	1968.23
14213458037.79	1950.01
14214457929.73	1944.54
14215457816.22	1960.94
14216457719.10	1964.59
14217457614.69	4065.86
14218457493.88	1944.54
14219457393.12	1957.30
14220457281.43	1964.59
14221457175.20	1948.19
14222457065.32	1960.94
14223456957.27	1964.59
14224456851.04	1957.30
14225456739.35	1957.30
14226456625.83	1957.30
14227456526.89	1942.72
14228456411.55	2334.54
14229456307.14	1959.12
14230456195.44	1951.83
14231456089.21	1944.54
14232455988.45	2035.66
14233455867.64	1959.12
14234455768.71	1939.07
14235455649.72	1957.30
14236455548.96	1966.41
14237455446.37	1942.72
14238455331.03	1964.59
14239455226.63	2314.50
14240455102.17	1942.72
14241454997.77	1960.94
14242454898.83	1962.77
14243454779.84	1948.19
14244454682.72	1940.90
14245454567.38	1968.23
14246454464.80	1960.94
14247454342.17	1939.07
14248454248.69	1962.77
14249454140.64	1964.59
14250454023.48	2318.14
14251453915.43	1968.23
14252453801.91	1962.77
14253453706.61	1948.19
14254453596.74	1957.30
14255453485.04	1960.94
14256453376.99	1939.07
14257453259.83	1962.77
14258453151.78	1966.41
14259453045.55	1948.19
14260452935.67	1942.72
14261452833.09	2318.14
14262452725.04	1950.01
14263452618.81	1944.54
14264452505.29	1957.30
14265452391.77	1951.83
14266452296.48	1940.90
14267452181.14	3519.13
14268452067.62	1953.65
14269451963.21	1942.72
14270451860.63	1960.94
14271451750.75	1951.83
14272451644.52	2454.82
14273451536.47	1946.36
14274451412.02	1955.48
14275451309.44	1957.30
14276451210.50	1948.19
14277451100.62	1966.41
14278450983.46	1955.48
14279450891.81	1946.36
14280450769.18	1964.59
14281450664.77	1959.12
14282450553.08	1950.01
14283450446.85	2314.50
14284450333.33	1960.94
14285450225.28	1951.83
14286450119.05	1959.12
14287450007.35	1953.65
14288449902.94	1940.90
14289449785.78	1957.30
14290449685.02	1960.94
14291449576.97	1970.06
14292449463.45	1944.54
14293449362.69	1973.70
14294449252.81	2323.61
14295449148.41	1948.19
14296449040.35	1968.23
14297448926.84	1964.59
14298448820.61	1946.36
14299448708.91	1962.77
14300448600.86	1966.41
14301448496.45	1959.12
14302448386.58	1955.48
14303448283.99	1951.83
14304448165.01	1959.12
14305448055.13	2307.21
14306447959.84	1966.41
14307447842.68	1959.12
14308447732.80	1942.72
14309447619.28	1968.23
14310447518.52	1957.30
14311447417.76	1948.19
14312447307.89	1953.65
14313447192.54	1962.77
14314447084.49	1946.36
14315446974.62	1951.83
14316446868.39	2327.25
14317446756.69	3759.69
14318446650.46	1939.07
14319446544.24	1957.30
14320446430.72	1962.77
14321446335.42	1950.01
14322446214.61	1966.41
14323446112.03	1962.77
14324445993.04	1944.54
14325445892.28	1968.23
14326445789.70	1962.77
14327445668.89	2412.91
14328445568.13	1966.41
14329445463.72	1962.77
14330445355.67	1937.25
14331445234.86	1950.01
14332445128.63	1959.12
14333445029.69	2662.58
14334444908.88	2002.86
14335444806.30	1950.01
14336444700.07	1971.88
14337444590.20	1944.54
14338444489.43	2310.85
14339444374.09	1962.77
14339446347.79	3528.24
14340444271.51	2201.51
14341444156.17	1979.17
14342444053.58	1971.88
14343443943.71	1944.54
14344443832.01	1953.65
14345443727.61	1959.12
14346443604.98	1960.94
14347443507.86	1955.48
14348443394.34	1957.30
14349443282.64	2338.19
14350443181.88	1946.36
14351443082.94	1959.12
14352442958.49	1968.23
14353442843.15	1953.65
14354442740.56	1979.17
14355442637.98	1973.70
14356442528.11	1955.48
14357442425.52	1979.17
14358442321.12	1990.10
14359442205.77	1971.88
14360442095.90	2325.43
14361441982.38	1980.99
14362441881.62	1964.59
14363441775.39	1951.83
14364441656.40	1959.12
14365441559.29	1968.23
14366441443.95	1944.54
14367441343.18	3613.90
14368441226.02	1970.06
14369441114.32	1951.83
14370441008.10	1962.77
14371440901.87	2431.13
14372440795.64	1951.83
14373440676.65	1948.19
14374440579.53	1971.88
14375440467.84	1973.70
14376440359.79	1944.54
14377440259.03	1975.52
14378440140.04	1966.41
14379440035.63	1957.30
14380439934.87	1975.52
14381439815.88	1979.17
14382439713.30	2303.56
14383439590.67	1970.06
14384439489.91	1966.41
14385439385.50	1953.65
14386439268.34	1950.01
14387439173.04	1968.23
14388439057.70	1964.59
14389438951.47	1959.12
14390438841.60	1979.17
14391438726.26	1970.06
14392438625.50	1950.01
14393438517.44	2323.61
14394438413.04	1966.41
14395438297.70	1950.01
14396438189.65	1957.30
14397438088.88	1970.06
14398437964.43	1948.19
14399437867.31	1960.94
14400437757.44	1966.41
14401437642.10	1964.59
14402437548.63	1944.54
14403437422.35	1980.99
14404437321.59	2325.43
14405437208.07	1951.83
14406437101.84	1964.59
14407436995.61	1964.59
14408436891.20	1955.48
14409436775.86	1979.17
14410436673.28	1971.88
14411436563.41	1950.01
14412436442.60	1964.59
14413436338.19	1959.12
14414436239.25	1953.65
14415436134.84	2303.56
14416436023.15	1971.88
14417435911.45	3632.12
14418435801.58	1964.59
14419435695.35	1960.94
14420435598.23	1970.06
14421435473.78	1953.65
14422435369.37	1971.88
14423435259.50	1971.88
14424435160.56	1955.48
14425435045.22	1979.17
14426434942.63	2436.60
14427434818.18	1948.19
14428434721.06	1971.88
14429434611.19	1964.59
14430434494.03	1957.30
14431434393.26	1959.12
14432434294.32	1970.06
14433434169.87	1971.88
14434434070.93	1951.83
14434735866.79	92.94
14434742278.13	147.62
14435433942.83	3378.80
14435456535.61	147.62
14436433865.76	3741.47
14436439429.67	145.80
14437433759.53	3907.31
14437438576.24	147.62
14438433644.19	2986.98
14438446024.02	147.62
14439433541.61	3630.30
14439441474.68	182.24
14440433435.38	2775.57
14441433305.46	2615.20
14441446434.31	147.62
14442433211.99	2966.93
14443433100.29	1964.59
14444432983.13	1953.65
14445432867.79	1991.93
14446432765.20	1975.52
14447259055.28	147.62
14447432580.61	3271.28
14447445640.20	147.62
14448432552.74	4109.60
14448437163.51	96.59
14448438215.06	147.62
14449432446.51	3355.11
14449437516.54	147.62
14450432351.22	2935.95
14450443910.95	145.80
14451432224.94	3653.99
14451440052.32	145.80
14452432129.65	2773.75
14453432008.84	2640.71
14453435642.78	96.59
14453445172.32	147.62
14454431911.72	3019.78
14455431790.92	2010.15
14456431682.86	1942.72
14457431580.28	1937.25
14458431459.47	1982.81
14459431358.71	2345.48
14460431241.55	1950.01
14461431146.25	2994.27
14462431025.44	2115.85
14463430924.68	1942.72
14464430822.10	1953.65
14465430704.93	1966.41
14466430600.53	1946.36
14467430488.83	4187.96
14468430380.78	1964.59
14469430276.37	1950.01
14470430168.32	2438.42
14471430058.45	1957.30
14472429944.93	1948.19
14473429835.05	1942.72
14474429732.47	1962.77
14475429624.42	1966.41
14476429520.01	1946.36
14477429397.38	1959.12
14478429298.44	1966.41
