# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: slimfly100.cscs.ch
# Release : 3.10.0-1160.15.2.el7.x86_64
# Version : #1 SMP Wed Feb 3 15:06:38 UTC 2021
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 10.934632 
# Number of iterations (recorded+unrecorded): 3864123130 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
30854652782.55	1966.41
30855652667.21	2358.24
30856003838.40	92.94
30856007763.93	147.62
30856652535.47	3074.45
30856665908.52	147.62
30857652451.11	3796.14
30857658180.86	147.62
30858652352.17	3686.79
30858657538.83	182.24
30859652244.12	2965.11
30859663922.30	145.80
30860652128.78	3694.08
30860659894.19	182.24
30861652028.01	2804.73
30862651901.74	2646.18
30862666218.82	147.62
30863651817.38	3050.76
30864651691.10	1986.46
30865651583.05	1962.77
30866651475.00	2370.99
30867651370.59	1955.48
30868651257.07	1944.54
30869651156.31	1966.41
30870651040.97	2011.97
30871650932.92	1957.30
30872650821.22	1937.25
30873650713.17	1984.64
30874650603.30	1966.41
30875650500.71	1937.25
30876650392.66	1953.65
30877650275.50	2323.61
30878650172.91	1962.77
30879650064.86	1953.65
30880649949.52	1944.54
30881649846.94	1946.36
30882649735.24	1955.48
30883649632.66	1962.77
30884649511.85	1944.54
30885649411.09	1939.07
30886649304.86	1960.94
30887649194.98	1966.41
30888649092.40	2314.50
30889648980.70	1950.01
30890648872.65	1966.41
30891648757.31	1937.25
30892648649.26	1959.12
30893648552.14	1957.30
30894648438.62	1966.41
30895648323.28	3845.35
30896648226.17	1970.06
30897648114.47	1946.36
30898648002.77	1946.36
30899647892.90	2440.25
30900647783.02	1953.65
30901647678.62	1942.72
30902647563.28	1966.41
30903647460.69	1973.70
30904647352.64	1939.07
30905647246.41	1960.94
30906647125.60	1955.48
30907647023.02	1959.12
30908646924.08	1960.94
30909646803.27	1957.30
30910646702.51	2309.03
30911646585.35	1964.59
30912646480.94	1951.83
30913646374.71	1939.07
30914646268.48	1957.30
30915646154.96	1960.94
30916646045.09	1979.17
30916648035.19	4501.42
30917645946.15	2314.50
30918645834.45	1979.17
30919645719.11	1975.52
30920645623.82	1988.28
30921645504.83	2352.77
30922645393.14	1971.88
30923645294.20	1973.70
30924645186.14	1968.23
30925645072.63	1971.88
30926644962.75	1962.77
30927644854.70	1964.59
30928644748.47	1970.06
30929644636.77	1971.88
30930644537.84	1957.30
30931644424.32	1964.59
30932644318.09	2334.54
30933644213.68	1962.77
30934644092.87	1971.88
30935643993.93	1970.06
30936643880.41	1950.01
30937643772.36	1993.75
30938643658.84	1979.17
30939643554.44	1970.06
30940643453.68	1964.59
30941643336.51	1968.23
30942643233.93	1957.30
30943643120.41	2294.45
30944643014.18	1970.06
30945642902.48	4014.83
30946642792.61	1948.19
30946831363.99	147.62
30947642684.56	3358.75
30947662900.87	147.62
30948642592.91	3898.20
30948648532.24	147.62
30949642481.21	3294.97
30949647401.80	147.62
30950642384.10	3058.05
30950654377.56	147.62
30951642265.11	3590.20
30951650145.33	182.24
30952642142.48	2844.83
30953642032.60	2680.81
30953645695.71	96.59
30953655203.37	147.62
30954641942.78	3373.33
30955641818.32	2019.26
30956641706.63	1968.23
30957641605.87	1968.23
30958641505.10	1968.23
30959641391.59	1966.41
30960641276.24	1964.59
30961641170.02	1959.12
30962641058.32	1957.30
30963640944.80	1962.77
30964640849.51	1968.23
30965640735.99	2314.50
30966640622.47	1975.52
30967640516.24	1977.35
30968640411.83	1966.41
30969640296.49	1944.54
30970640195.73	1962.77
30971640087.68	2997.91
30972639981.45	2093.98
30973639869.75	1986.46
30974639761.70	1962.77
30975639655.47	1950.01
30976639536.49	2343.66
30977639441.19	1975.52
30978639322.21	1962.77
30979639215.98	1957.30
30980639117.04	1980.99
30981639003.52	1964.59
30982638899.11	1968.23
30983638785.59	1973.70
30984638675.72	1962.77
30985638556.73	1962.77
30986638461.44	1971.88
30987638351.56	2321.79
30988638234.40	1960.94
30989638137.28	1971.88
30990638014.65	1971.88
30991637915.71	1950.01
30992637807.66	1979.17
30993637692.32	1955.48
30994637591.56	1957.30
30995637490.80	4198.90
30996637368.17	1966.41
30997637263.76	1959.12
30998637153.89	2429.31
30999637045.83	1986.46
31000636950.54	1973.70
31001636829.73	1953.65
31002636727.15	1984.64
31003636617.27	1970.06
31004636505.58	1953.65
31005636388.41	1966.41
31006636285.83	1971.88
31007636175.96	1966.41
31008636073.37	1973.70
31009635963.50	2334.54
31010635846.33	1944.54
31011635745.57	1959.12
31012635633.88	1964.59
31013635529.47	1971.88
31014635419.59	1959.12
31015635307.90	1975.52
31016635201.67	1971.88
31017635104.55	1955.48
31018634989.21	1966.41
31019634886.63	1966.41
31020634769.46	2309.03
31021634665.06	1971.88
31022634553.36	1979.17
31023634438.02	1964.59
31024634333.61	1975.52
31025634225.56	1960.94
31026634117.51	1951.83
31027634011.28	1953.65
31028633895.94	1968.23
31029633793.36	1975.52
31030633687.13	1957.30
31031633573.61	2323.61
31032633458.27	1968.23
31033633357.50	1951.83
31034633251.28	1959.12
31035633139.58	1964.59
31036633033.35	1955.48
31037632918.01	1971.88
31038632819.07	1964.59
31039632712.84	1953.65
31040632595.68	1953.65
31041632491.27	1966.41
31042632374.11	2314.50
31043632275.17	1950.01
31044632167.12	1970.06
31045632053.60	3637.59
31046631949.19	1951.83
31047631842.96	1970.06
31048631731.27	1971.88
31049631634.15	1944.54
31050631520.63	1966.41
31051631405.29	1970.06
31052631293.59	1948.19
31053631196.47	2416.55
31054631075.67	1971.88
31055630978.55	1968.23
31056630863.21	1955.48
31057630749.69	1968.23
31058630647.11	1966.41
31059630531.76	1957.30
31060630432.82	1964.59
31061630326.60	1966.41
31062630209.43	1950.01
31063630101.38	1975.52
31064630006.09	2316.32
31065629883.46	1955.48
31066629780.87	1984.64
31067629671.00	1966.41
31068629568.41	1971.88
31069629445.78	1953.65
31070629341.38	1960.94
31071629233.32	1979.17
31072629130.74	1960.94
31073629022.69	1975.52
31074628903.70	1966.41
31075628799.30	2310.85
31076628683.95	1968.23
31077628581.37	1966.41
31078628478.79	1951.83
31079628372.56	1973.70
31080628264.51	1971.88
31081628152.81	1955.48
31082628039.29	1950.01
31083627944.00	1980.99
31084627817.72	1973.70
31085627720.60	1968.23
31086627618.02	2336.37
31087627504.50	1968.23
31088627390.98	1957.30
31089627277.46	1975.52
31090627183.99	1968.23
31091627057.71	1962.77
31092626962.42	1966.41
31093626858.01	1964.59
31094626740.85	1948.19
31095626632.80	3515.48
31096626515.63	1959.12
31097626414.87	2434.78
31098626312.29	1942.72
31099626196.95	2731.84
31100626096.19	2048.42
31101625977.20	1948.19
31102625880.08	1980.99
31103625766.56	1964.59
31104625662.16	1942.72
31105625548.64	1964.59
31106625442.41	1960.94
31107625334.36	1950.01
31108625226.31	2319.96
31109625118.26	1977.35
31110625013.85	1944.54
31111624900.33	1959.12
31112624788.63	1959.12
31113624691.52	1970.06
31114624567.06	1942.72
31115624464.48	1959.12
31116624354.61	1962.77
31117624246.55	1942.72
31118624131.21	1966.41
31119624028.63	2321.79
31120623924.22	1944.54
31121623810.70	1964.59
31122623706.30	1962.77
31123623598.24	1950.01
31124623490.19	1975.52
31125623383.96	1960.94
31126623263.16	2011.97
31127623167.86	1959.12
31128623045.23	1968.23
31129622942.65	1964.59
31130622838.24	2312.67
31131622724.72	1986.46
31132622616.67	1964.59
31133622512.26	1951.83
31134622407.86	1957.30
31135622296.16	1968.23
31136622182.64	1955.48
31137622080.06	1962.77
31138621961.07	1962.77
31139621865.78	1962.77
31140621757.72	1940.90
31141621640.56	2338.19
31142621539.80	1966.41
31143621437.22	1946.36
31144621314.58	1957.30
31145621202.89	3623.01
31146621096.66	1951.83
31147620990.43	1962.77
31148620880.56	1975.52
31149620774.33	1944.54
31150620673.57	1962.77
31151620554.58	1977.35
31152620448.35	2422.02
31153620345.77	1951.83
31154620241.36	1966.41
31155620124.20	1962.77
31156620016.14	1950.01
31157619908.09	1959.12
31158619798.22	1968.23
31159619697.46	1950.01
31160619589.41	1964.59
31161619472.24	1964.59
31162619366.01	1950.01
31163619257.96	2318.14
31163621587.04	4189.79
31164619148.09	2314.50
31165619036.39	1948.19
31166618926.52	1960.94
31167618831.22	1973.70
31168618710.41	1979.17
31169618607.83	1950.01
31170618499.78	1971.88
31171618389.90	1975.52
31172618283.68	1957.30
31173618171.98	4543.34
31174618062.11	1993.75
31175617948.59	1950.01
31176617853.29	1986.46
31177494597.59	94.77
31177502689.22	147.62
31177617661.41	3167.40
31177638776.18	145.80
31178617653.59	3650.34
31178623217.50	147.62
31179617534.60	3495.44
31179622826.97	147.62
31180617415.62	2990.62
31180629465.58	147.62
31181617323.97	3550.11
31181624898.02	147.62
31182617210.45	2693.56
31183617084.17	2773.75
31183629664.47	94.77
31183630699.61	147.62
31184616996.17	3376.98
31185616875.36	1970.06
31186616776.42	1999.22
31187616657.44	1980.99
31188616543.92	1959.12
31189616444.98	1997.39
31190616335.10	1973.70
31191616227.05	1957.30
31192616115.36	1979.17
31193616000.01	1971.88
31194615901.08	1955.48
31195615787.56	4654.51
31196615677.68	1971.88
31197615580.57	1979.17
31198615465.22	1951.83
31199615360.82	1962.77
31200615241.83	1962.77
31201615133.78	1960.94
31202615036.66	1966.41
31203614921.32	1971.88
31204614809.63	1957.30
31205614697.93	1975.52
31206614591.70	2319.96
31207614483.65	1960.94
31208614375.60	1960.94
31209614267.55	1957.30
31210614154.03	1971.88
31211614056.91	1955.48
31212613941.57	1975.52
31213613835.34	1968.23
31214613734.58	1960.94
31215613613.77	1971.88
31216613516.65	1968.23
31217613403.13	2329.08
31218613293.26	1968.23
31219613179.74	1973.70
31220613069.87	1946.36
31221612970.93	1982.81
31222612859.23	1957.30
31223612745.71	1957.30
31224612644.95	1953.65
31225612527.79	1971.88
31226612430.67	1979.17
31227612315.33	3985.67
31228612212.75	2453.00
31229612091.94	1979.17
31230611987.53	1959.12
31231611888.59	1966.41
31232611771.43	1970.06
31233611670.67	1953.65
31234611555.32	1960.94
31235611445.45	1977.35
31236611341.04	1946.36
31237611229.35	1957.30
31238611128.59	1962.77
31239611009.60	2345.48
31240610903.37	1960.94
31241610795.32	1964.59
31242610689.09	1966.41
31243610584.68	1950.01
31244610463.88	1977.35
31245610359.47	3615.72
31246610256.88	1953.65
31247610141.54	1959.12
31248610044.43	1964.59
31249609927.26	1955.48
31250609824.68	2398.33
31251609722.09	1962.77
31252609603.11	1962.77
31253609495.06	1960.94
31254609397.94	1975.52
31255609278.95	1970.06
31256609180.01	1950.01
31257609061.03	1973.70
31258608952.98	1970.06
31259608841.28	1959.12
31260608731.41	1979.17
31261608627.00	2312.67
31262608513.48	1957.30
31263608412.72	1971.88
31264608302.85	1975.52
31265608196.62	1953.65
31266608094.03	1951.83
31267607976.87	1966.41
31268607872.46	1970.06
31269607760.77	1950.01
31270607654.54	1955.48
31271607553.77	1975.52
31272607434.79	2307.21
31273607313.98	1980.99
31274607213.22	1960.94
31275607105.17	1951.83
31276607011.70	1977.35
31277606894.53	1968.23
31278606781.01	1960.94
31279606671.14	1960.94
31280606574.02	1975.52
31281606467.79	1971.88
31282606345.16	1964.59
31283606240.76	2336.37
31284606125.41	1975.52
31285606030.12	1942.72
31286605916.60	1959.12
31287605806.73	1964.59
31288605702.32	1968.23
31289605588.80	1966.41
31290605484.39	1973.70
31291605363.59	1964.59
31292605270.11	1955.48
31293605167.53	1971.88
31294605044.90	2307.21
31295604938.67	3524.60
31296604843.38	1988.28
31297604724.39	1970.06
31298604625.45	1946.36
31299604501.00	1971.88
31300604403.88	1970.06
31301604290.36	1955.48
31302604175.02	1975.52
31303604066.97	1968.23
31304603966.21	1955.48
31305603863.62	2440.25
31306198035.15	147.62
31306603691.79	3112.73
31306607786.81	94.77
31306618482.70	94.77
31306622603.23	145.80
31307603647.52	3859.93
31307609488.44	147.62
31308603550.40	3442.59
31308608551.17	147.62
31309603425.95	2923.19
31309615295.49	147.62
31310603328.83	3613.90
31310611032.28	147.62
31311603211.67	2888.57
31312603094.51	2691.74
31312616055.69	147.62
31313603008.32	3047.12
31314602878.40	1988.28
31315602772.17	1980.99
31316602658.65	2367.35
31317602550.60	1944.54
31318602438.91	1962.77
31319602330.86	1966.41
31320602226.45	1948.19
31321602116.57	1959.12
31322602017.64	1962.77
31323601898.65	1975.52
31324601792.42	1950.01
31325601684.37	1968.23
31326601570.85	1962.77
31327601475.56	2309.03
31328601358.39	1966.41
31329601253.99	1970.06
31330601153.22	1953.65
31331601037.88	1964.59
31332600933.48	1970.06
31333600809.02	1948.19
31334600711.91	1962.77
31335600605.68	1964.59
31336600488.51	1957.30
31337600389.57	1955.48
31338600274.23	2319.96
31339600168.00	1966.41
31340600052.66	1950.01
31341599944.61	1970.06
31342599845.67	1964.59
31343599728.51	1948.19
31344599631.39	1968.23
31345599517.87	3839.88
31346599406.18	1977.35
31347599301.77	1964.59
31348599182.78	1960.94
31349599087.49	2407.44
31350598981.26	1964.59
31351598862.27	1968.23
31352598761.51	1962.77
31353598642.53	1942.72
31354598539.94	1970.06
31355598439.18	2899.50
31356598322.02	2064.82
31357598217.61	1966.41
31358598100.45	1971.88
31359598003.33	1951.83
31360597884.34	2329.08
31361597785.40	1977.35
31362597668.24	1957.30
31363597567.48	1953.65
31364597463.07	1975.52
31365597344.08	1966.41
31366597239.68	1955.48
31367597137.09	1962.77
31368597018.11	1980.99
31369596917.35	1955.48
31370596816.58	1962.77
31371596697.60	2323.61
31372596582.26	1953.65
31373596477.85	1960.94
31374596369.80	1970.06
31375596256.28	1948.19
31376596159.16	1966.41
31377596054.76	1968.23
31378595939.42	1955.48
31379595836.83	1953.65
31380595721.49	1953.65
31381595617.08	1962.77
31382595510.85	2445.71
31383595395.51	1973.70
31384595287.46	1964.59
31385595170.30	1944.54
31386595069.54	1973.70
31387594961.49	1966.41
31388594846.14	1946.36
31389594745.38	1968.23
31390594631.86	1962.77
31391594523.81	1960.94
31392594413.94	1951.83
31393594307.71	2312.67
31394594205.12	1957.30
31395594093.43	3586.56
31396593987.20	1966.41
31397593871.86	1970.06
31398593771.10	1955.48
31399593668.51	1982.81
31400593544.06	1970.06
31400595525.05	4330.11
31401593448.76	2338.19
31402593335.25	1973.70
31403593227.19	1980.99
31404593126.43	2436.60
31405593000.16	1951.83
31406592903.04	1975.52
31407592784.05	1975.52
31408592688.76	1960.94
31409592578.89	1971.88
31410592469.01	1979.17
31411592364.60	1973.70
31412592243.80	1970.06
31413592143.03	1973.70
31414592034.98	1955.48
31415591919.64	2329.08
31416591822.52	1957.30
31417591709.01	1946.36
31418591597.31	1960.94
31419591489.26	1993.75
31420591375.74	1953.65
31421591273.16	1951.83
31422591155.99	1970.06
31423591055.23	1971.88
31424590945.36	1950.01
31425590837.30	1971.88
31426590740.19	2323.61
31427590624.85	1955.48
31428590511.33	1971.88
31429590401.45	1968.23
31430590298.87	1964.59
31431590194.46	1968.23
31432590080.94	1990.10
31433589976.54	1962.77
31434589868.49	1951.83
31435589749.50	1973.70
31436589654.21	1968.23
31437589540.69	2327.25
31438589428.99	1975.52
31439589322.76	1960.94
31440589214.71	1946.36
31441589103.01	1975.52
31442588996.78	1977.35
31443588890.56	1953.65
31444588775.21	1968.23
31445588672.63	3934.65
31446588568.22	1957.30
31447588454.70	1950.01
31448588346.65	2454.82
31449588227.67	1966.41
31450588125.08	1950.01
31451588029.79	1971.88
31452587907.16	1970.06
31453587808.22	1960.94
31454587685.59	1973.70
31455587590.29	1968.23
31456587474.95	1946.36
31457587361.43	1966.41
31458587258.85	1984.64
31459587159.91	2305.39
31460587039.10	1964.59
31461586932.87	1975.52
31462586826.64	1950.01
31463586718.59	1955.48
31464586603.25	1979.17
31465586500.67	1980.99
31466586387.15	1957.30
31467586286.39	1966.41
31468586181.98	1970.06
31469586070.28	1966.41
31470585954.94	2327.25
31471585843.24	1966.41
31472585738.84	1946.36
31473585639.90	1980.99
31474585526.38	1962.77
31475585418.33	1955.48
31476585304.81	1968.23
31477585202.23	1977.35
31478585085.06	1973.70
31479584977.01	1957.30
31480584878.07	1970.06
31481584766.37	2330.90
31482584658.32	1957.30
31483584557.56	2720.90
31484584433.11	2033.84
31485584334.17	1955.48
31486584218.83	1964.59
31487584114.42	1977.35
31488584010.01	1953.65
31489583894.67	1955.48
31490583792.09	1966.41
31491583676.75	1971.88
31492583577.81	2310.85
31493583462.47	1970.06
31494583350.77	1960.94
31495583253.65	3588.38
31496583134.67	1979.17
31497583030.26	1986.46
31498582922.21	1960.94
31499582812.34	1968.23
31500582709.75	1968.23
31501582594.41	1955.48
31502582493.65	1968.23
31503582380.13	2432.96
31504582275.72	1957.30
31505582162.20	1948.19
31506582052.33	1959.12
31507581942.46	3510.02
31508581832.58	1955.48
31509581730.00	1968.23
31510581627.41	1966.41
31511581512.07	1959.12
31512581400.38	1962.77
31513581305.08	1959.12
31514581182.45	2407.44
31515581065.29	1973.70
31516580968.17	1970.06
31517580867.41	1946.36
31518580755.71	1948.19
31519580645.84	1973.70
31520580525.03	1968.23
31521580424.27	1950.01
31522580316.22	1966.41
31523580200.88	1970.06
31524580101.94	1950.01
31525579982.95	2327.25
31526579882.19	1970.06
31527579781.43	1951.83
31528579664.26	1964.59
31529579559.86	1971.88
31530579448.16	1951.83
31531579340.11	1968.23
31532579237.52	1973.70
31533579116.72	1953.65
31534579012.31	1951.83
31535578918.84	1977.35
31536578801.67	2321.79
31537578695.44	1953.65
31538578578.28	1964.59
31539578472.05	1975.52
31540578364.00	1959.12
31541578252.30	1975.52
31542578157.01	1973.70
31543578036.20	1957.30
31544577935.44	1975.52
31545577816.45	3770.63
31546577710.22	1953.65
31547577605.82	2418.38
31548577499.59	1966.41
31549577397.00	1970.06
31550577272.55	1953.65
31551577168.14	1984.64
31552577069.21	1980.99
31553576955.69	1953.65
31554576851.28	1959.12
31555576728.65	1975.52
31556576633.35	1953.65
31557576530.77	1959.12
31558576408.14	2325.43
31558839497.22	3475.39
31559576309.20	2186.93
31560576192.04	3889.08
31561576091.27	1968.23
31562575975.93	1971.88
31563575864.24	1950.01
31564575768.94	1968.23
31565575653.60	1971.88
31566575543.73	1959.12
31567575432.03	1975.52
31568575325.80	1975.52
31569575217.75	2409.26
31570575102.41	1979.17
31571574998.00	1962.77
31572574902.71	1950.01
31573574781.90	1962.77
31574574686.61	1975.52
31575574567.62	1964.59
31576574463.21	1950.01
31577574342.40	1968.23
31578574239.82	1966.41
31579574137.24	1955.48
31580574021.89	2314.50
31581573921.13	1964.59
31582573814.90	1955.48
31583573699.56	1979.17
31584573584.22	1973.70
31585573476.17	1946.36
31586573377.23	1962.77
31587573269.18	1970.06
31588573155.66	1966.41
31589573051.25	1951.83
31590572945.02	1966.41
31591572829.68	2321.79
31592572725.28	1960.94
31593572615.40	1966.41
31594572511.00	1962.77
31595572402.94	3570.16
31596572291.25	1959.12
31597572179.55	1970.06
31598572078.79	1951.83
31599571974.38	1970.06
31600571849.93	1977.35
31601571754.64	1959.12
31602571632.00	2414.73
31603571533.07	1966.41
31604571430.48	1970.06
31605571316.96	1960.94
31606571207.09	1964.59
31607571089.92	1966.41
31608570987.34	1951.83
31609570881.11	1964.59
31610570776.71	1970.06
31611570665.01	2713.61
31612570556.96	2044.78
31613570445.26	2327.25
31614570346.32	1971.88
31615570223.69	1971.88
31616570126.57	1971.88
31617570014.88	1955.48
31618569899.54	1948.19
31619569800.60	1959.12
31620569688.90	1966.41
31621569584.49	1955.48
31622569470.98	1964.59
31623569364.75	1975.52
31624569245.76	3429.83
31625569141.35	2019.26
31626569040.59	130147.64
31626703068.20	147.62
31627568923.43	2843.00
31628568822.67	1982.81
31629568710.97	1979.17
31630568608.39	1957.30
31631568483.93	1959.12
31632568384.99	1966.41
31633568282.41	1973.70
31634568161.60	1948.19
31635568064.48	2372.82
31636567961.90	1977.35
31637567844.74	1953.65
31638567740.33	2088.51
31639567623.17	1980.99
31640567522.40	1946.36
31641567410.71	1970.06
31642567299.01	1977.35
31643567194.60	1948.19
31644567086.55	1955.48
31645566973.03	5596.71
31646566859.52	1980.99
31647566758.75	1944.54
31648566657.99	1973.70
31649566537.18	1977.35
31650566432.78	1955.48
31651566330.19	1971.88
31652566218.50	1986.46
31653566097.69	1955.48
31653568064.10	4045.81
31654565998.75	2299.92
31655565896.16	1988.28
31656565777.18	4898.72
31657565678.24	1977.35
31658565573.83	1964.59
31659565456.67	1951.83
31660565350.44	1951.83
31661565244.21	1960.94
31662565136.16	1971.88
31663565026.28	1962.77
31664564918.23	1980.99
31665564804.71	1982.81
31666564705.78	1953.65
31667564590.43	2340.01
31668564478.74	1977.35
31669564372.51	1971.88
31670564262.63	1971.88
31671564165.52	1973.70
31672564044.71	1957.30
31673563943.95	2221.55
31674563824.96	2522.26
31675563724.20	2496.74
31676563608.86	2210.62
31677563502.63	2511.32
31678563390.93	2689.92
31679563286.53	2001.04
31680563180.30	2358.24
31681563063.13	1977.35
31682562958.73	1951.83
31683562865.26	2001.04
31684562748.09	1970.06
31685562636.40	1964.59
31686562530.17	1948.19
31687562420.29	1973.70
31688562312.24	1971.88
31689562202.37	2314.50
31690562103.43	1980.99
31691561989.91	1979.17
31692561874.57	1951.83
31693561768.34	1957.30
31694561656.64	1973.70
31695561559.53	3725.06
31696561442.36	2101.27
31697561337.96	1990.10
31698561220.79	1960.94
31699561112.74	1970.06
31700561010.16	2458.47
31701560894.81	1966.41
31702560790.41	1962.77
31703560682.36	1960.94
31704560572.48	1986.46
31705560477.19	1977.35
31706560360.02	1970.06
31707560248.33	1990.10
31708560143.92	1942.72
31709560030.40	1970.06
31710559929.64	1964.59
31711559812.48	2310.85
31712559708.07	1973.70
31713559600.02	1960.94
31714559490.15	1953.65
31715559372.98	1953.65
31716559270.40	1957.30
31717559169.64	1960.94
31718559059.76	1948.19
31719558949.89	1979.17
31720558847.30	1960.94
31721558726.50	1946.36
31722558627.56	2336.37
31723558512.21	1960.94
31724558402.34	1953.65
31725558297.93	1962.77
31726558189.88	1966.41
31727558087.30	1946.36
31728557975.60	1970.06
31729557863.91	1962.77
31730557755.85	1951.83
31731557649.63	1942.72
31732557547.04	1962.77
31733557428.05	2325.43
31734557325.47	1964.59
31735557221.06	1973.70
31736557100.26	1948.19
31737556990.38	1942.72
31738556887.80	1959.12
31739556776.10	4342.87
31740556675.34	2039.31
31741556558.18	1960.94
31742556461.06	1959.12
31743556349.36	1937.25
31744556241.31	2318.14
31745556133.26	3743.29
31746556023.39	1951.83
31747555917.16	1939.07
31748555799.99	1951.83
31749555695.59	1962.77
31750555589.36	1955.48
31751555475.84	1962.77
31752555369.61	1970.06
31753555256.09	1937.25
31754555158.97	1960.94
31755555038.17	2449.36
31756554937.40	1939.07
31757554831.17	1944.54
31758554717.66	1962.77
31759554609.60	1960.94
31760554499.73	1942.72
31761554397.15	1960.94
31762554276.34	1951.83
31763554170.11	1937.25
31764554074.81	1970.06
31765553961.30	1964.59
31766553855.07	2323.61
31767553739.72	1970.06
31768553638.96	1960.94
31769553529.09	1966.41
31770553413.75	1953.65
31771553309.34	1955.48
31772553195.82	1946.36
31773553096.88	1944.54
31774552983.36	1960.94
31775552875.31	1964.59
31776552769.08	1944.54
31777552657.39	2336.37
31778552554.80	1959.12
31779552444.93	1946.36
31780552333.23	1964.59
31781552228.83	1962.77
31782552108.02	1944.54
31783552007.26	1960.94
31784551897.38	1957.30
31785551783.86	1944.54
31786551683.10	1948.19
31787551573.23	1962.77
31788551465.18	2336.37
31789551362.59	1935.43
31790551252.72	1962.77
31791551146.49	1955.48
31792551031.15	1946.36
31793550919.45	1960.94
31794550824.16	1979.17
31795550708.82	3743.29
31796550598.94	1964.59
31797550494.54	1955.48
31798550379.19	1962.77
31799550271.14	2422.02
31800550166.74	1968.23
31801550053.22	1966.41
31802549948.81	1955.48
31803549835.29	1970.06
31804549734.53	1962.77
31805549615.54	1937.25
31806549507.49	1959.12
31807549395.80	1968.23
31808549295.03	1948.19
31809549197.92	1960.94
31810549077.11	2334.54
31811548972.70	1944.54
31812548859.18	1948.19
31813548749.31	1960.94
31814548639.44	1939.07
31815548533.21	1944.54
31816548432.45	1953.65
31817548317.10	1964.59
31818548210.88	1940.90
31819548093.71	1964.59
31820547989.30	1973.70
31821547894.01	2310.85
31822547776.85	1959.12
31823547665.15	1953.65
31824547560.74	1955.48
31825547447.22	1957.30
31826547346.46	1968.23
31827547231.12	1940.90
31828547126.72	1944.54
31829547015.02	1960.94
31830546905.15	1960.94
31831546808.03	1948.19
31832546685.40	2340.01
31833546586.46	1953.65
31834546471.12	1940.90
31835546366.71	1959.12
31836546255.01	1964.59
31837546150.61	1940.90
31838546046.20	1971.88
31839545923.57	1953.65
31840545830.10	1946.36
31841545705.64	1940.90
31842545601.24	1975.52
31843545507.77	2325.43
31844545381.49	1946.36
31845545280.73	3763.34
31846545165.39	1964.59
31847545060.98	1946.36
31848544962.04	1953.65
31849544844.88	1960.94
31850544747.76	1933.61
31851544623.31	1962.77
31852544517.08	1950.01
31853544419.96	1955.48
31854544306.44	2431.13
31855544200.21	1955.48
31856544097.63	1953.65
31857543980.47	1937.25
31858543872.41	1973.70
31859543764.36	1946.36
31860543654.49	1935.43
31861543544.61	1960.94
31862543436.56	1955.48
31863543333.98	1960.94
31864543225.93	1953.65
31865543108.76	2321.79
31866543002.53	1939.07
31867542896.31	2678.98
31868542779.14	2024.73
31869542672.91	1942.72
31870542570.33	1959.12
31871542458.63	1955.48
31872542356.05	1957.30
31873542244.35	1935.43
31874542134.48	1955.48
31875542031.89	1953.65
31876541914.73	2310.85
31877541810.32	1953.65
31878541705.92	1950.01
31879541597.87	1940.90
31880541493.46	1960.94
31881541372.65	1955.48
31882541271.89	1948.19
31883541149.26	1966.41
31884541055.79	1959.12
31885540933.15	1966.41
31886540830.57	1944.54
31887540729.81	2334.54
31888540625.40	1973.70
31889540504.59	1935.43
31890540394.72	1959.12
31891540284.85	1957.30
31892540184.08	1944.54
31893540083.32	1959.12
31894539973.45	2028.37
31895539858.11	3626.65
31896539753.70	1951.83
31897539647.47	1968.23
31898539533.95	2425.67
31899539422.26	1946.36
31900539310.56	1964.59
31901539206.15	1951.83
31902539101.75	1948.19
31903538991.87	1966.41
31904538887.47	1951.83
31905538770.30	1931.79
31906538667.72	1984.64
31907538557.84	1955.48
31908538444.33	1944.54
31908540399.80	3653.99
31909538343.56	2618.84
31910538228.22	1964.59
31911538121.99	1946.36
31912538023.05	1953.65
31913537905.89	1975.52
31914537799.66	1955.48
31915537697.08	1929.96
31916537581.74	1960.94
31917537471.86	1962.77
31918537363.81	1940.90
31919537259.40	1966.41
31920537156.82	2321.79
31921537039.66	1964.59
31922536935.25	1984.64
31923536825.38	1980.99
31924536711.86	3821.65
31925536594.69	1968.23
31926536492.11	1977.35
31927536387.70	1966.41
31928536270.54	1968.23
31929536166.13	1966.41
31930536061.73	1990.10
31931535957.32	2411.09
31932535854.73	1970.06
31933535730.28	1966.41
31934535625.87	1946.36
31935535514.18	1973.70
31936535417.06	1970.06
31937535292.61	1955.48
31938535191.85	1960.94
31939535083.80	1953.65
31940534979.39	1962.77
31941534873.16	1944.54
31942534759.64	2334.54
31943534655.23	1970.06
31944534541.72	1953.65
31945534437.31	3604.78
31946534323.79	1970.06
31947534224.85	1946.36
31948534114.98	1960.94
31949534006.93	1966.41
31950533891.58	1951.83
31951533785.35	1957.30
31951807160.28	96.59
31951812882.74	147.62
31952533666.37	4375.68
31952561943.33	147.62
31953533580.19	4361.10
31953539309.93	182.24
31954533472.14	3573.80
31954538430.99	147.62
31955533351.33	3028.89
31955545840.50	182.24
