0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
26.29,0.0,0.0,23.58,0.0,0.0
22.68,0.0,0.0,23.28,0.0,0.0
22.61,0.0,0.0,22.73,0.0,0.0
22.71,0.0,0.0,22.55,0.0,0.0
22.75,0.0,0.0,22.69,0.0,0.0
22.56,0.0,0.0,22.47,0.0,0.0
22.61,0.0,0.0,22.68,0.0,0.0
22.66,0.0,0.0,22.73,0.0,0.0
22.61,0.0,0.0,22.67,0.0,0.0
22.96,0.0,0.0,24.36,0.0,0.0
22.75,0.0,0.0,22.86,0.0,0.0
22.58,0.0,0.0,22.56,0.0,0.0
22.72,0.0,0.0,22.77,0.0,0.0
26.97,0.0,0.0,22.63,0.0,0.0
23.87,0.0,0.0,31.4,0.0,0.0
22.48,0.0,0.0,25.2,0.0,0.0
22.67,0.0,0.0,22.63,0.0,0.0
22.33,0.0,0.0,22.39,0.0,0.0
22.52,0.0,0.0,22.54,0.0,0.0
33.32,0.0,0.0,25.63,0.0,0.0
27.47,0.0,0.0,22.62,0.0,0.0
22.46,0.0,0.0,22.49,0.0,0.0
22.58,0.0,0.0,22.63,0.0,0.0
22.54,0.0,0.0,22.59,0.0,0.0
22.54,0.0,0.0,22.53,0.0,0.0
22.8,0.0,0.0,22.77,0.0,0.0
22.73,0.0,0.0,22.87,0.0,0.0
22.6,0.0,0.0,22.45,0.0,0.0
