1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
98.82,98.82,9.2e-05
98.82,98.82,9.2e-05
98.82,98.82,9.2e-05
98.82,98.82,9.2e-05
0.0,98.91,9.2e-05
98.81,98.81,9.2e-05
0.0,98.86,9.2e-05
98.81,98.81,9.2e-05
98.82,98.82,9.2e-05
98.82,98.82,9.2e-05
