size,"('cn-eth', 'cn-ib')","('cn-eth', 'haicgu2')","('cn-ib', 'cn-eth')","('cn-ib', 'haicgu2')","('haicgu2', 'cn-eth')","('haicgu2', 'cn-ib')",cn-eth,cn-ib,haicgu2
128MiB,0.9887324090966744,0.9998685991566296,1.011395996327884,1.0112630980409851,1.000131418111821,0.9888623464429742,0.9794441149668187,0.9906058565043482,0.979572831663042
16MiB,0.9872563170715543,0.999974775109579,1.0129081806903466,1.0128826301924823,1.0000252255267321,0.987281221132172,0.9751776911968647,0.9877654610400289,0.9752022905677825
1B,0.5858354006284401,1.0006321737103498,1.7069641044690629,1.7080432023004193,0.9993682256807656,0.5854652848670246,6.551506786756581e-05,0.00011183186915178937,6.547367713016418e-05
256KiB,0.9111172952414905,0.9957255883373143,1.097553526008911,1.0928621304169166,1.0042927606890402,0.9150285037496078,0.7363213611094358,0.8081521061613419,0.7394822125029068
2MiB,0.9760492371220436,0.9983939554546967,1.024538478149501,1.0228930237152156,1.0016086280736465,0.9776193373261393,0.9391185016846985,0.9621630405180805,0.9406291940709891
32KiB,0.9346398058054761,1.0269823360146184,1.0699308907972267,1.0988001256051376,0.9737265821734304,0.910083623670205,0.23682216438549852,0.2533833493015037,0.23060003671000578
4B,0.5805019671496291,1.0072614644336844,1.722647047881996,1.7351559881519825,0.9927908843035438,0.576317061306427,0.00026271899308978527,0.0004525720978686491,0.0002608250214729445
4KiB,0.7627059535495196,0.9894215861012785,1.3111212720264596,1.2972516885395455,1.010691513150026,0.7708604342814975,0.11170722324510107,0.14646171663566063,0.11290154249137897
512B,0.6708457822701801,0.9929717346990268,1.490655567090164,1.4801788442922816,1.0070780114431994,0.6755940363937105,0.025463845936939424,0.037957823705425005,0.025644079329868945
64B,0.6549632609302061,1.005584817413768,1.526803195922407,1.5353301129983912,0.9944461995477106,0.6513257256754189,0.0038747471086029665,0.005915976268806116,0.0038532275363587004
8B,0.5803372188972843,1.0212673665261534,1.723136079226711,1.759782645798064,0.9791755154201252,0.5682519954312304,0.0005262183448161556,0.0009067458155036798,0.0005152601190088843
