size,"('cn-eth', 'cn-ib')","('cn-eth', 'haicgu2')","('cn-ib', 'cn-eth')","('cn-ib', 'haicgu2')","('haicgu2', 'cn-eth')","('haicgu2', 'cn-ib')",cn-eth,cn-ib,haicgu2
128MiB,0.9999460367273875,0.9999974107167365,1.0000539661848045,1.0000513767618073,1.000002589289968,0.9999486258776288,0.9797231470857707,0.9797760190061836,0.9797256838730868
16MiB,0.9988770350493801,0.9998375136503737,1.0011242274186076,1.0009615583973719,1.0001625127557308,0.9990393653089822,0.9750901756021058,0.9761863987131325,0.9752486401936289
1B,0.6965350374405527,0.9990893313430822,1.435677957672513,1.434370530755033,1.0009114987302423,0.6971699282427489,0.00015560998569496415,0.0002234058264559951,0.00015575182399933812
256KiB,0.9523825330712312,0.9999210955236141,1.04999825729186,1.0499154077291624,1.0000789107027936,0.9524576862462442,0.7696443081412827,0.8081251822829462,0.7697050413145392
2MiB,0.9929016217092834,1.0001631615694517,1.0071491254878773,1.007313453519864,0.999836865047903,0.9927396447507889,0.9471472469027448,0.95391852142635,0.9469927340819926
32KiB,1.0451032651626928,1.0011179897551763,0.9568432453843003,0.9579129863299495,0.9988832587501003,1.0439361552360809,0.32529017087612544,0.31125170279272546,0.32492690592412116
4B,0.6941980349643521,0.9960125670012168,1.4405111360641512,1.4347671944250942,1.0040033962731902,0.6969771847903843,0.0006253456314120401,0.0009008173459381118,0.0006278491377822909
4KiB,0.879642449953802,0.9322147758927424,1.1368255363898356,1.0597655626347973,1.0727141704467649,0.9436049209919526,0.1850078617390105,0.21032166165778712,0.1984605549314924
512B,0.8519786370670374,1.0225874334440128,1.1737383503447114,1.2002500872138078,0.9779114893208304,0.8331596978437578,0.05966789622937637,0.07003449808880764,0.0583499212663102
64B,0.7608708988327453,0.947314340723636,1.3142834106733527,1.245039522706039,1.0556158151644979,0.8031873541062726,0.008967014056656317,0.011785197817938164,0.009465721853008771
8B,0.687834383832802,1.0003574696101127,1.4538383417643728,1.4543580447895699,0.9996426581287468,0.687588591806971,0.001249380472317267,0.0018163972341065239,0.0012489340163613818
