0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
13.29,2.47,1.85,13.67,2.4,1.8
13.35,2.45,1.84,13.3,2.46,1.85
13.38,2.45,1.84,16.09,2.04,1.53
16.56,1.98,1.48,13.27,2.47,1.85
13.39,2.45,1.83,13.32,2.46,1.84
13.35,2.45,1.84,13.38,2.45,1.84
13.53,2.42,1.82,13.41,2.44,1.83
15.33,2.14,1.6,13.59,2.41,1.81
13.41,2.44,1.83,15.16,2.16,1.62
13.43,2.44,1.83,13.48,2.43,1.82
13.36,2.45,1.84,13.41,2.44,1.83
13.43,2.44,1.83,13.46,2.43,1.83
13.28,2.47,1.85,13.24,2.47,1.86
13.28,2.47,1.85,13.24,2.48,1.86
13.43,2.44,1.83,13.48,2.43,1.82
13.5,2.43,1.82,13.48,2.43,1.82
13.39,2.45,1.84,13.42,2.44,1.83
13.52,2.42,1.82,13.4,2.45,1.83
13.36,2.45,1.84,13.33,2.46,1.84
13.37,2.45,1.84,13.32,2.46,1.84
