0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
29.4,0.02,0.02,29.12,0.02,0.02
38.87,0.01,0.01,29.84,0.02,0.02
29.51,0.02,0.02,29.22,0.02,0.02
64.74,0.01,0.01,40.13,0.01,0.01
32.58,0.02,0.01,29.12,0.02,0.02
37.22,0.01,0.01,65.49,0.01,0.01
81.33,0.01,0.01,28.95,0.02,0.02
76.45,0.01,0.01,37.3,0.01,0.01
29.45,0.02,0.02,29.31,0.02,0.02
41.76,0.01,0.01,29.3,0.02,0.02
29.39,0.02,0.02,29.22,0.02,0.02
79.42,0.01,0.01,47.88,0.01,0.01
43.14,0.01,0.01,74.02,0.01,0.01
29.49,0.02,0.02,29.39,0.02,0.02
29.49,0.02,0.02,32.31,0.02,0.01
29.58,0.02,0.02,49.82,0.01,0.01
