0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
2129.2,7.88,7.88,1603.6,10.46,10.46
2475.3,6.78,6.78,1744.6,9.62,9.62
2253.3,7.45,7.45,2026.8,8.28,8.28
2976.3,5.64,5.64,2554.6,6.57,6.57
1700.9,9.86,9.86,1637.9,10.24,10.24
1639.4,10.23,10.23,1626.3,10.32,10.32
3394.5,4.94,4.94,2906.0,5.77,5.77
3058.8,5.48,5.48,2680.1,6.26,6.26
2725.9,6.15,6.15,2419.4,6.93,6.93
2191.7,7.65,7.65,2379.5,7.05,7.05
2459.1,6.82,6.82,2445.1,6.86,6.86
2297.6,7.3,7.3,2313.0,7.25,7.25
2219.7,7.56,7.56,2153.8,7.79,7.79
2186.4,7.67,7.67,2278.2,7.36,7.36
2692.7,6.23,6.23,2564.8,6.54,6.54
2677.6,6.27,6.27,2792.5,6.01,6.01
2371.0,7.08,7.08,2426.1,6.92,6.92
2134.2,7.86,7.86,2354.9,7.12,7.12
2058.0,8.15,8.15,2257.7,7.43,7.43
1607.9,10.43,10.43,2380.1,7.05,7.05
1630.3,10.29,10.29,1839.2,9.12,9.12
1626.4,10.32,10.32,1964.9,8.54,8.54
