0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
11.98,0.0,0.0,11.89,0.0,0.0
14.41,0.0,0.0,11.93,0.0,0.0
11.86,0.0,0.0,13.76,0.0,0.0
11.98,0.0,0.0,12.16,0.0,0.0
12.19,0.0,0.0,12.78,0.0,0.0
11.85,0.0,0.0,11.89,0.0,0.0
11.94,0.0,0.0,11.86,0.0,0.0
11.85,0.0,0.0,13.12,0.0,0.0
12.12,0.0,0.0,11.99,0.0,0.0
12.16,0.0,0.0,12.06,0.0,0.0
11.93,0.0,0.0,19.81,0.0,0.0
11.93,0.0,0.0,12.68,0.0,0.0
12.6,0.0,0.0,11.92,0.0,0.0
12.1,0.0,0.0,11.98,0.0,0.0
12.41,0.0,0.0,11.95,0.0,0.0
12.08,0.0,0.0,11.9,0.0,0.0
11.95,0.0,0.0,12.17,0.0,0.0
11.89,0.0,0.0,11.82,0.0,0.0
