1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
395.24,395.24,0.023559
395.24,395.24,0.023557
98.81,395.55,0.023575
98.81,395.5,0.023572
395.15,395.15,0.023552
296.44,395.35,0.023566
296.43,395.35,0.023564
395.24,395.24,0.023557
197.57,395.4,0.023566
197.57,395.4,0.023567
