0_groupStartEnd_s,0_initRank_s
1.59381,0.077954
1.476565,0.161214
1.521494,0.164055
1.534058,0.162052
1.509477,0.159963
1.526139,0.166856
1.531736,0.160026
1.518008,0.165789
1.493963,0.186858
1.484052,0.184783
1.487557,0.184427
1.495639,0.17712
1.486904,0.185166
1.48468,0.187009
1.495255,0.176953
1.484336,0.187308
1.494205,0.186787
1.495725,0.185585
1.503652,0.168145
1.490847,0.181153
1.482494,0.186288
1.490578,0.180751
1.495959,0.189295
1.481156,0.18823
1.501274,0.181754
1.494655,0.189603
1.494666,0.189614
1.495087,0.18979
1.506408,0.189781
1.482943,0.188703
1.489493,0.181751
1.495345,0.189442
1.484352,0.187439
1.506567,0.178126
1.482902,0.188702
1.48121,0.187644
1.502142,0.189688
1.490358,0.1897
1.495582,0.185337
1.503488,0.188465
1.49063,0.190195
1.502907,0.190032
1.490418,0.190147
1.504072,0.192706
1.492334,0.192854
1.500393,0.192011
1.507998,0.188072
1.505869,0.190805
1.492628,0.19185
1.492819,0.191591
1.469872,0.167709
1.453159,0.189544
1.453247,0.18829
1.453637,0.187823
1.44937,0.188294
1.454757,0.186564
1.453273,0.187845
1.505147,0.18811
1.49383,0.188017
1.492452,0.188578
1.497941,0.183298
1.493012,0.188069
1.50523,0.188202
1.500755,0.18068
