0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
22.84,0.0,0.0,22.9,0.0,0.0
22.95,0.0,0.0,22.94,0.0,0.0
25.73,0.0,0.0,23.26,0.0,0.0
29.99,0.0,0.0,26.66,0.0,0.0
22.89,0.0,0.0,22.87,0.0,0.0
22.78,0.0,0.0,22.79,0.0,0.0
23.77,0.0,0.0,22.86,0.0,0.0
22.88,0.0,0.0,22.82,0.0,0.0
24.58,0.0,0.0,22.63,0.0,0.0
22.81,0.0,0.0,23.08,0.0,0.0
22.92,0.0,0.0,62.58,0.0,0.0
22.73,0.0,0.0,22.79,0.0,0.0
22.94,0.0,0.0,23.06,0.0,0.0
22.8,0.0,0.0,22.75,0.0,0.0
22.79,0.0,0.0,22.93,0.0,0.0
22.86,0.0,0.0,22.82,0.0,0.0
22.9,0.0,0.0,22.96,0.0,0.0
22.73,0.0,0.0,22.78,0.0,0.0
22.69,0.0,0.0,28.65,0.0,0.0
23.11,0.0,0.0,27.88,0.0,0.0
22.96,0.0,0.0,22.92,0.0,0.0
22.76,0.0,0.0,22.76,0.0,0.0
27.26,0.0,0.0,22.95,0.0,0.0
22.69,0.0,0.0,22.68,0.0,0.0
22.94,0.0,0.0,22.96,0.0,0.0
22.79,0.0,0.0,22.88,0.0,0.0
72.61,0.0,0.0,70.19,0.0,0.0
22.82,0.0,0.0,22.79,0.0,0.0
