0_Transfer Time_s,0_Bandwidth_GB/s
3.179e-05,0.001757765
3.111e-05,0.001796186
2.7002e-05,0.002069452
2.5039e-05,0.002231693
2.642e-05,0.00211504
2.5449e-05,0.002195739
2.4166e-05,0.002312313
2.4738e-05,0.002258847
3.2782e-05,0.001704574
4.6921e-05,0.001190924
3.2141e-05,0.001738569
3.0127e-05,0.001854793
3.2933e-05,0.001696759
3.0227e-05,0.001848657
2.616e-05,0.002136061
2.592e-05,0.002155839
3.8764e-05,0.001441527
3.0459e-05,0.001834576
2.5168e-05,0.002220254
2.0138e-05,0.002774821
2.3916e-05,0.002336484
1.9797e-05,0.002822617
2.2122e-05,0.002525963
2.3465e-05,0.002381392
2.4196e-05,0.002309446
2.8896e-05,0.001933809
2.7343e-05,0.002043644
2.1932e-05,0.002547846
1.9878e-05,0.002811116
2.0259e-05,0.002758248
2.1561e-05,0.002591687
2.6031e-05,0.002146646
2.2533e-05,0.00247989
2.0539e-05,0.002720646
1.8876e-05,0.002960339
1.9668e-05,0.00284113
2.3124e-05,0.002416509
2.0088e-05,0.002781728
1.8736e-05,0.002982459
1.8605e-05,0.003003459
1.9899e-05,0.002808149
1.9016e-05,0.002938544
1.9367e-05,0.002885287
2.9096e-05,0.001920517
2.0519e-05,0.002723298
1.8686e-05,0.00299044
1.8626e-05,0.003000073
1.8555e-05,0.003011552
2.1952e-05,0.002545525
1.9196e-05,0.002910989
1.7663e-05,0.003163639
1.8856e-05,0.002963479
2.1742e-05,0.002570111
2.1943e-05,0.002546569
1.9769e-05,0.002826615
1.9748e-05,0.002829621
2.4186e-05,0.002310401
2.0569e-05,0.002716678
1.8626e-05,0.003000073
1.8716e-05,0.002985646
1.8715e-05,0.002985806
1.8385e-05,0.003039399
1.8545e-05,0.003013176
1.8555e-05,0.003011552
1.7884e-05,0.003124545
1.8445e-05,0.003029512
1.8586e-05,0.003006529
1.8505e-05,0.00301969
1.8706e-05,0.002987242
1.8856e-05,0.002963479
1.9528e-05,0.002861499
1.8014e-05,0.003101996
1.8916e-05,0.002954079
1.8815e-05,0.002969936
1.8896e-05,0.002957205
1.8284e-05,0.003056189
1.9046e-05,0.002933915
1.8796e-05,0.002972939
1.7924e-05,0.003117572
1.8656e-05,0.002995248
1.8956e-05,0.002947845
1.8705e-05,0.002987402
1.8685e-05,0.0029906
1.9077e-05,0.002929148
1.9487e-05,0.00286752
1.8876e-05,0.002960339
1.8265e-05,0.003059368
1.8255e-05,0.003061044
1.9116e-05,0.002923172
1.8956e-05,0.002947845
2.2994e-05,0.002430171
1.8506e-05,0.003019526
1.7675e-05,0.003161491
1.8255e-05,0.003061044
1.8976e-05,0.002944738
1.8266e-05,0.0030592
1.8476e-05,0.003024429
1.8615e-05,0.003001846
1.8545e-05,0.003013176
1.7493e-05,0.003194384
2.4517e-05,0.002279208
2.6381e-05,0.002118167
2.6631e-05,0.002098282
2.8034e-05,0.001993271
2.7172e-05,0.002056505
2.4777e-05,0.002255291
2.6831e-05,0.002082642
2.6521e-05,0.002106985
3.0829e-05,0.001812558
3.9526e-05,0.001413737
3.1259e-05,0.001787625
2.8225e-05,0.001979782
3.0749e-05,0.001817274
3.2563e-05,0.001716038
2.606e-05,0.002144258
2.611e-05,0.002140151
3.8243e-05,0.001461166
3.2983e-05,0.001694187
2.2643e-05,0.002467842
2.075e-05,0.002692981
2.4537e-05,0.002277351
2.0428e-05,0.00273543
2.3474e-05,0.002380479
2.4747e-05,0.002258025
2.5119e-05,0.002224585
2.8124e-05,0.001986892
2.9005e-05,0.001926542
2.2112e-05,0.002527105
2.1111e-05,0.002646931
2.052e-05,0.002723165
2.2463e-05,0.002487618
2.0289e-05,0.00275417
2.118e-05,0.002638308
2.0739e-05,0.002694409
2.057e-05,0.002716546
2.057e-05,0.002716546
2.1261e-05,0.002628256
2.0659e-05,0.002704843
1.9328e-05,0.002891109
2.073e-05,0.002695579
2.111e-05,0.002647056
1.9427e-05,0.002876376
1.8896e-05,0.002957205
2.0169e-05,0.002770557
1.9938e-05,0.002802656
1.9348e-05,0.00288812
1.9186e-05,0.002912507
1.9307e-05,0.002894254
2.2594e-05,0.002473194
2.0559e-05,0.002718
1.8425e-05,0.003032801
1.9467e-05,0.002870466
2.5849e-05,0.002161761
2.2513e-05,0.002482093
2.2152e-05,0.002522542
2.1271e-05,0.002627021
2.1922e-05,0.002549008
2.2453e-05,0.002488726
1.9728e-05,0.00283249
1.9668e-05,0.00284113
1.8715e-05,0.002985806
1.8726e-05,0.002984052
1.8876e-05,0.002960339
1.8625e-05,0.003000234
1.7383e-05,0.003214598
1.9006e-05,0.00294009
1.8796e-05,0.002972939
1.8727e-05,0.002983892
1.8996e-05,0.002941638
1.8716e-05,0.002985646
1.8716e-05,0.002985646
1.8245e-05,0.003062722
1.9007e-05,0.002939936
1.8345e-05,0.003046026
1.8886e-05,0.002958771
1.8695e-05,0.002989
1.8565e-05,0.00300993
1.8906e-05,0.002955641
1.7914e-05,0.003119312
1.8515e-05,0.003018059
1.8686e-05,0.00299044
1.8505e-05,0.00301969
1.8596e-05,0.003004913
1.9117e-05,0.002923019
1.8756e-05,0.002979279
1.7554e-05,0.003183283
1.8285e-05,0.003056022
1.8947e-05,0.002949245
1.8496e-05,0.003021159
1.8856e-05,0.002963479
2.2502e-05,0.002483306
1.8535e-05,0.003014802
1.7724e-05,0.003152751
1.8986e-05,0.002943187
1.8776e-05,0.002976105
1.8957e-05,0.00294769
1.9157e-05,0.002916916
1.8626e-05,0.003000073
1.8816e-05,0.002969779
1.7855e-05,0.003129619
3.2492e-05,0.001719788
3.0429e-05,0.001836385
3.135e-05,0.001782436
2.5179e-05,0.002219284
2.8375e-05,0.001969316
2.4978e-05,0.002237143
2.5198e-05,0.002217611
2.4788e-05,0.002254291
2.5559e-05,0.002186289
4.0939e-05,0.001364942
2.8084e-05,0.001989722
3.3233e-05,0.001681442
3.1861e-05,0.001753848
3.3904e-05,0.001648164
3.3503e-05,0.001667891
2.7413e-05,0.002038425
3.8894e-05,0.001436709
2.8285e-05,0.001975583
2.4797e-05,0.002253472
2.0068e-05,0.0027845
2.5288e-05,0.002209718
1.9207e-05,0.002909322
2.2913e-05,0.002438762
2.3435e-05,0.00238444
2.2533e-05,0.00247989
2.8896e-05,0.001933809
2.635e-05,0.002120659
2.4978e-05,0.002237143
2.036e-05,0.002744566
2.0379e-05,0.002742007
2.113e-05,0.002644551
2.2923e-05,0.002437698
2.066e-05,0.002704712
1.9698e-05,0.002836803
2.0199e-05,0.002766442
2.0008e-05,0.002792851
1.9036e-05,0.002935457
2.0079e-05,0.002782975
2.2433e-05,0.002490944
1.8747e-05,0.002980709
1.8897e-05,0.002957049
1.9187e-05,0.002912355
1.8395e-05,0.003037747
2.5519e-05,0.002189716
1.9407e-05,0.00287934
1.8805e-05,0.002971516
1.8826e-05,0.002968201
1.8886e-05,0.002958771
1.9999e-05,0.002794107
1.9979e-05,0.002796904
1.7643e-05,0.003167225
1.8927e-05,0.002952362
2.0169e-05,0.002770557
1.9517e-05,0.002863112
2.0299e-05,0.002752813
1.9076e-05,0.002929301
1.9738e-05,0.002831055
2.1701e-05,0.002574967
1.8475e-05,0.003024593
1.8786e-05,0.002974521
1.9096e-05,0.002926233
1.8676e-05,0.002992041
1.8566e-05,0.003009768
1.8806e-05,0.002971358
1.7884e-05,0.003124545
1.8785e-05,0.00297468
1.8766e-05,0.002977691
1.9006e-05,0.00294009
1.8986e-05,0.002943187
1.8836e-05,0.002966625
1.8616e-05,0.003001684
1.7644e-05,0.003167046
1.9017e-05,0.00293839
1.9247e-05,0.002903276
1.9086e-05,0.002927767
1.8655e-05,0.002995409
1.8826e-05,0.002968201
1.8565e-05,0.00300993
1.8165e-05,0.00307621
1.8756e-05,0.002979279
1.8495e-05,0.003021322
1.8685e-05,0.0029906
1.8705e-05,0.002987402
1.8706e-05,0.002987242
1.8766e-05,0.002977691
1.8125e-05,0.003082999
1.8426e-05,0.003032636
1.8345e-05,0.003046026
1.8855e-05,0.002963636
1.8515e-05,0.003018059
2.3405e-05,0.002387496
1.8886e-05,0.002958771
1.7804e-05,0.003138584
1.8315e-05,0.003051016
1.9217e-05,0.002907808
1.9226e-05,0.002906447
1.8615e-05,0.003001846
1.8636e-05,0.002998463
1.8906e-05,0.002955641
1.7834e-05,0.003133305
2.4297e-05,0.002299846
2.597e-05,0.002151689
2.5799e-05,0.00216595
3.1e-05,0.00180256
2.5158e-05,0.002221137
2.8375e-05,0.001969316
2.6741e-05,0.002089651
2.6391e-05,0.002117364
2.6952e-05,0.002073292
3.8544e-05,0.001449755
3.0648e-05,0.001823263
4.4145e-05,0.001265814
3.2293e-05,0.001730386
3.106e-05,0.001799078
2.3154e-05,0.002413378
2.6301e-05,0.002124609
3.7552e-05,0.001488053
2.7674e-05,0.0020192
2.7323e-05,0.00204514
2.2553e-05,0.002477691
2.3615e-05,0.002366265
1.9026e-05,0.002937
2.104e-05,0.002655863
2.4537e-05,0.002277351
2.2743e-05,0.002456991
2.9898e-05,0.001869
2.5179e-05,0.002219284
2.1672e-05,0.002578412
1.9858e-05,0.002813947
2.063e-05,0.002708645
2.1732e-05,0.002571294
2.2223e-05,0.002514483
2.2573e-05,0.002475495
1.9868e-05,0.00281253
1.9758e-05,0.002828189
2.0158e-05,0.002772068
2.0388e-05,0.002740796
2.0148e-05,0.002773444
1.8826e-05,0.002968201
1.8775e-05,0.002976264
2.105e-05,0.002654601
1.8816e-05,0.002969779
1.8636e-05,0.002998463
2.1121e-05,0.002645677
1.8936e-05,0.002950959
1.8986e-05,0.002943187
1.8515e-05,0.003018059
1.8555e-05,0.003011552
1.9748e-05,0.002829621
2.146e-05,0.002603884
2.0389e-05,0.002740662
1.9137e-05,0.002919964
2.2654e-05,0.002466644
1.9989e-05,0.002795505
1.9908e-05,0.002806879
2.1492e-05,0.002600007
1.9838e-05,0.002816784
2.3234e-05,0.002405068
1.8415e-05,0.003034448
1.8916e-05,0.002954079
1.9257e-05,0.002901768
1.8656e-05,0.002995248
1.8465e-05,0.003026231
1.8245e-05,0.003062722
1.7814e-05,0.003136822
1.8525e-05,0.003016429
1.8405e-05,0.003036096
1.8806e-05,0.002971358
1.8746e-05,0.002980868
1.9026e-05,0.002937
1.9097e-05,0.00292608
1.8054e-05,0.003095123
1.8565e-05,0.00300993
1.8876e-05,0.002960339
1.8916e-05,0.002954079
1.8435e-05,0.003031156
1.9206e-05,0.002909474
1.8345e-05,0.003046026
1.7503e-05,0.003192559
1.8997e-05,0.002941483
1.8666e-05,0.002993644
1.8665e-05,0.002993804
1.8616e-05,0.003001684
1.8486e-05,0.003022793
1.9186e-05,0.002912507
1.8245e-05,0.003062722
1.8685e-05,0.0029906
1.8495e-05,0.003021322
1.8826e-05,0.002968201
1.9267e-05,0.002900262
2.3504e-05,0.00237744
1.8505e-05,0.00301969
1.7804e-05,0.003138584
1.8576e-05,0.003008148
1.8426e-05,0.003032636
1.9037e-05,0.002935303
1.8616e-05,0.003001684
1.8716e-05,0.002985646
1.8465e-05,0.003026231
1.7513e-05,0.003190736
