0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
38.75,0.85,0.85,30.94,1.06,1.06
49.75,0.66,0.66,54.19,0.6,0.6
30.32,1.08,1.08,30.25,1.08,1.08
30.31,1.08,1.08,30.11,1.09,1.09
30.26,1.08,1.08,30.1,1.09,1.09
30.38,1.08,1.08,30.31,1.08,1.08
30.36,1.08,1.08,30.32,1.08,1.08
31.7,1.03,1.03,30.09,1.09,1.09
39.28,0.83,0.83,35.0,0.94,0.94
30.07,1.09,1.09,30.01,1.09,1.09
32.81,1.0,1.0,31.38,1.04,1.04
30.33,1.08,1.08,48.24,0.68,0.68
47.49,0.69,0.69,29.79,1.1,1.1
30.11,1.09,1.09,31.41,1.04,1.04
29.95,1.09,1.09,30.29,1.08,1.08
30.2,1.08,1.08,30.18,1.09,1.09
42.12,0.78,0.78,49.88,0.66,0.66
29.99,1.09,1.09,30.2,1.09,1.09
31.02,1.06,1.06,29.9,1.1,1.1
30.34,1.08,1.08,30.18,1.09,1.09
30.02,1.09,1.09,29.99,1.09,1.09
30.32,1.08,1.08,30.31,1.08,1.08
30.35,1.08,1.08,30.08,1.09,1.09
30.05,1.09,1.09,30.13,1.09,1.09
30.5,1.07,1.07,30.34,1.08,1.08
30.18,1.09,1.09,30.14,1.09,1.09
30.33,1.08,1.08,30.29,1.08,1.08
30.56,1.07,1.07,30.34,1.08,1.08
