1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
0.0,61.65,7.52565
0.0,59.48,7.260334
0.0,60.76,7.416891
0.0,58.72,7.168015
0.0,60.08,7.334314
