0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
1626.8,10.31,10.31,1820.7,9.21,9.21
1669.0,10.05,10.05,1721.7,9.74,9.74
1710.0,9.81,9.81,1713.9,9.79,9.79
1951.6,8.6,8.6,1714.4,9.79,9.79
1856.4,9.04,9.04,1602.7,10.47,10.47
2416.1,6.94,6.94,1638.4,10.24,10.24
2484.5,6.75,6.75,2446.2,6.86,6.86
2565.9,6.54,6.54,2526.3,6.64,6.64
2462.2,6.81,6.81,2266.2,7.4,7.4
2150.7,7.8,7.8,2163.0,7.76,7.76
2184.5,7.68,7.68,2541.9,6.6,6.6
1720.3,9.75,9.75,1658.5,10.12,10.12
1644.7,10.2,10.2,1606.7,10.44,10.44
1619.6,10.36,10.36,1613.0,10.4,10.4
1607.4,10.44,10.44,1605.7,10.45,10.45
1621.0,10.35,10.35,1616.6,10.38,10.38
1614.7,10.39,10.39,1601.9,10.47,10.47
1611.1,10.41,10.41,1603.2,10.46,10.46
1603.0,10.47,10.47,1600.6,10.48,10.48
1614.5,10.39,10.39,1596.7,10.51,10.51
1651.7,10.16,10.16,1737.5,9.66,9.66
1609.6,10.42,10.42,1750.3,9.59,9.59
1610.2,10.42,10.42,1759.1,9.54,9.54
