0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
22.76,0.0,0.0,22.71,0.0,0.0
22.88,0.0,0.0,29.42,0.0,0.0
24.78,0.0,0.0,23.4,0.0,0.0
22.85,0.0,0.0,22.82,0.0,0.0
24.09,0.0,0.0,22.87,0.0,0.0
22.92,0.0,0.0,25.04,0.0,0.0
22.87,0.0,0.0,22.88,0.0,0.0
41.58,0.0,0.0,23.95,0.0,0.0
33.46,0.0,0.0,22.68,0.0,0.0
22.9,0.0,0.0,22.84,0.0,0.0
41.78,0.0,0.0,27.58,0.0,0.0
22.67,0.0,0.0,22.85,0.0,0.0
22.98,0.0,0.0,23.14,0.0,0.0
23.25,0.0,0.0,25.41,0.0,0.0
22.99,0.0,0.0,22.91,0.0,0.0
22.54,0.0,0.0,22.72,0.0,0.0
22.78,0.0,0.0,23.63,0.0,0.0
27.77,0.0,0.0,33.46,0.0,0.0
22.91,0.0,0.0,22.87,0.0,0.0
22.82,0.0,0.0,22.81,0.0,0.0
23.04,0.0,0.0,22.91,0.0,0.0
24.06,0.0,0.0,23.13,0.0,0.0
22.75,0.0,0.0,22.84,0.0,0.0
28.97,0.0,0.0,31.8,0.0,0.0
22.75,0.0,0.0,23.25,0.0,0.0
22.82,0.0,0.0,22.78,0.0,0.0
22.8,0.0,0.0,22.79,0.0,0.0
