0_MainRank-Duration_s,0_MainRank-Bandwidth_Gb/s
1.935e-06,2.116795778
1.675e-06,2.445373058
1.71e-06,2.395321608
1.81e-06,2.262983561
1.885e-06,2.172944307
1.92e-06,2.133333445
1.9e-06,2.155789375
2.01e-06,2.037811041
2.145e-06,1.909557104
1.925e-06,2.12779212
1.77e-06,2.314124346
1.88e-06,2.178723335
1.97e-06,2.079187632
2.015e-06,2.032754183
1.835e-06,2.232152462
1.89e-06,2.167195797
1.95e-06,2.100512743
2.175e-06,1.883218408
1.825e-06,2.244383574
2.035e-06,2.012776375
1.955e-06,2.095140696
1.86e-06,2.201558828
1.935e-06,2.116795778
1.75e-06,2.340571404
1.94e-06,2.111340284
1.92e-06,2.133333445
1.9e-06,2.155789375
1.81e-06,2.262983561
1.925e-06,2.12779212
1.955e-06,2.095140696
1.95e-06,2.100512743
1.84e-06,2.226087093
1.765e-06,2.320679903
1.885e-06,2.172944307
1.81e-06,2.262983561
1.925e-06,2.12779212
1.96e-06,2.089796066
2.03e-06,2.017734051
1.99e-06,2.058291435
1.81e-06,2.262983561
1.9e-06,2.155789375
1.87e-06,2.190374374
1.755e-06,2.333903074
1.96e-06,2.089796066
1.92e-06,2.133333445
1.765e-06,2.320679903
1.81e-06,2.262983561
1.81e-06,2.262983561
1.92e-06,2.133333445
1.84e-06,2.226087093
1.935e-06,2.116795778
1.79e-06,2.288268089
2.005e-06,2.042892933
1.83e-06,2.238251448
1.89e-06,2.167195797
1.82e-06,2.250549555
1.83e-06,2.238251448
1.795e-06,2.281894207
1.75e-06,2.340571404
1.88e-06,2.178723335
1.94e-06,2.111340284
1.855e-06,2.208086252
1.85e-06,2.214054108
1.875e-06,2.184533358
1.775e-06,2.307605743
1.715e-06,2.388338089
1.755e-06,2.333903074
1.855e-06,2.208086252
1.84e-06,2.226087093
1.785e-06,2.294035196
1.95e-06,2.100512743
1.905e-06,2.150131226
1.985e-06,2.063476086
1.885e-06,2.172944307
1.8e-06,2.275555611
1.795e-06,2.281894207
1.95e-06,2.100512743
1.885e-06,2.172944307
1.955e-06,2.095140696
1.855e-06,2.208086252
1.86e-06,2.202150583
1.84e-06,2.226087093
1.915e-06,2.138903379
1.765e-06,2.320679903
1.83e-06,2.238251448
1.855e-06,2.208086252
1.795e-06,2.281894207
1.825e-06,2.244383574
1.79e-06,2.288268089
2.02e-06,2.027722836
1.79e-06,2.288268089
1.865e-06,2.196246624
1.78e-06,2.301123619
1.845e-06,2.22005415
1.855e-06,2.208086252
1.815e-06,2.256749392
1.845e-06,2.22005415
1.845e-06,2.22005415
1.75e-06,2.340571404
1.865e-06,2.196246624
1.95e-06,2.100512743
1.8e-06,2.275555611
1.825e-06,2.244383574
1.92e-06,2.133333445
2.03e-06,2.017734051
1.895e-06,2.161477566
1.735e-06,2.360806942
1.79e-06,2.288268089
1.99e-06,2.058291435
1.875e-06,2.184533358
1.84e-06,2.226087093
1.85e-06,2.214054108
1.84e-06,2.226087093
1.825e-06,2.244383574
1.82e-06,2.250549555
1.775e-06,2.307605743
1.955e-06,2.095140696
1.83e-06,2.237640142
1.785e-06,2.294677973
1.75e-06,2.340571404
1.965e-06,2.084478378
1.855e-06,2.208086252
1.805e-06,2.269252062
1.98e-06,2.068686962
1.98e-06,2.068686962
1.845e-06,2.22005415
1.795e-06,2.281894207
1.965e-06,2.084478378
1.85e-06,2.214054108
1.675e-06,2.445373058
1.885e-06,2.172944307
1.745e-06,2.34727788
1.915e-06,2.138903379
1.835e-06,2.232152462
1.89e-06,2.167195797
1.855e-06,2.208086252
2.045e-06,2.002933979
1.81e-06,2.262983561
