0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.7344e-05,0.532184318
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.632e-05,0.541860397
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.632e-05,0.541860397
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.3248e-05,0.573121576
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.632e-05,0.541860397
5.632e-05,0.541860397
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.632e-05,0.541860397
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.3248e-05,0.573121576
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.632e-05,0.541860397
5.7344e-05,0.532184318
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.4272e-05,0.562307961
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.3248e-05,0.573121576
5.4272e-05,0.562307961
5.3248e-05,0.573121576
5.4272e-05,0.562307961
5.632e-05,0.541860397
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.632e-05,0.541860397
5.5296e-05,0.55189485
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.5296e-05,0.55189485
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.4272e-05,0.562307961
5.5296e-05,0.55189485
