0_MainRank-Duration_s,0_MainRank-Bandwidth_Gb/s
4.52e-06,7.249557495
3.915e-06,8.369859695
4.1e-06,7.992195606
3.915e-06,8.369859695
3.885e-06,8.434492111
3.845e-06,8.522236824
3.955e-06,8.285208702
3.865e-06,8.478137016
4.07e-06,8.050116539
3.785e-06,8.657331467
3.895e-06,8.412837029
4.045e-06,8.100865364
4.305e-06,7.611614704
4.04e-06,8.110891342
4.44e-06,7.380180359
4.185e-06,7.829868793
4.405e-06,7.438819885
4.615e-06,7.100325108
4.346e-06,7.540673733
4.35e-06,7.532873631
4.65e-06,7.046881676
4.55e-06,7.201757908
4.515e-06,7.257586002
3.575e-06,9.165874481
3.66e-06,8.953005791
3.52e-06,9.309090614
3.625e-06,9.039447784
3.49e-06,9.389111519
3.81e-06,8.599396706
3.81e-06,8.600524902
3.805e-06,8.611826897
3.87e-06,8.467183113
3.93e-06,8.337913513
3.84e-06,8.533333778
4.205e-06,7.792627811
3.855e-06,8.5001297
4.105e-06,7.982460976
4.115e-06,7.96306181
4.335e-06,7.558067322
4.275e-06,7.665029526
4.175e-06,7.848622799
4.24e-06,7.728301525
4.455e-06,7.355330944
4.405e-06,7.438819885
4.435e-06,7.38850069
3.53e-06,9.282719612
3.695e-06,8.868200302
3.45e-06,9.497971535
3.575e-06,9.164592743
3.89e-06,8.423650742
3.72e-06,8.808602333
3.66e-06,8.953005791
3.825e-06,8.566797256
3.985e-06,8.222835541
4.12e-06,7.953397751
4.23e-06,7.746572495
4.47e-06,7.330648899
4.03e-06,8.131016731
4.216e-06,7.773217678
4.265e-06,7.683001518
4.025e-06,8.14111805
4.145e-06,7.90542841
4.545e-06,7.209680557
4.035e-06,8.120941162
4.445e-06,7.371878624
3.515e-06,9.322333336
3.6e-06,9.102222443
3.365e-06,9.73788929
3.51e-06,9.335612297
3.535e-06,9.268279076
3.465e-06,9.45685482
3.625e-06,9.039447784
3.565e-06,9.191584587
3.535e-06,9.269590378
3.765e-06,8.703320503
3.705e-06,8.844264984
3.71e-06,8.832345009
3.725e-06,8.796778679
4.29e-06,7.638228416
3.95e-06,8.295696259
3.945e-06,8.305157661
4.04e-06,8.110891342
4.395e-06,7.45574522
4.145e-06,7.90542841
4.42e-06,7.413574696
4.49e-06,7.297996044
4.43e-06,7.396839619
3.54e-06,9.256497383
3.685e-06,8.892266273
3.61e-06,9.077008247
3.626e-06,9.038201332
3.5e-06,9.362285614
3.565e-06,9.191584587
3.67e-06,8.928609848
3.765e-06,8.703320503
4.005e-06,8.181773186
4.085e-06,8.021542549
3.915e-06,8.369859695
4.125e-06,7.943757534
3.935e-06,8.327318192
4.001e-06,8.190976143
3.91e-06,8.380562782
4.28e-06,7.656074524
4.14e-06,7.91497612
4.54e-06,7.21762085
4.155e-06,7.886401653
4.625e-06,7.084972858
4.14e-06,7.91497612
4.55e-06,7.201757908
3.495e-06,9.375679016
3.485e-06,9.401233673
3.78e-06,8.668783188
1.0945e-05,2.993878365
3.635e-06,9.014580727
3.915e-06,8.369859695
