0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
3161.4,42.46,74.3,3092.8,43.4,75.95
3258.3,41.19,72.09,4024.5,33.35,58.36
3786.5,35.45,62.03,3135.7,42.8,74.91
3330.7,40.3,70.52,3106.3,43.21,75.61
3946.7,34.01,59.51,3163.6,42.43,74.25
3148.6,42.63,74.6,3083.4,43.53,76.18
3909.0,34.34,60.09,4012.1,33.45,58.54
3200.2,41.94,73.39,4394.7,30.54,53.45
3124.2,42.96,75.18,3140.3,42.74,74.8
3157.1,42.51,74.4,3168.3,42.36,74.14
3106.7,43.2,75.6,3079.6,43.58,76.27
3210.6,41.8,73.16,3497.0,38.38,67.17
4011.8,33.46,58.55,3992.3,33.62,58.83
3233.9,41.5,72.63,3148.8,42.63,74.59
4002.0,33.54,58.69,3845.6,34.9,61.08
3221.7,41.66,72.9,3176.3,42.26,73.95
