0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
1.6476e-05,1.359e-05,1.882e-05,1.6635e-05,1.668e-05
1.63e-05,1.412e-05,1.968e-05,1.5905e-05,1.633e-05
1.5848e-05,1.328e-05,1.86e-05,1.5865e-05,1.658e-05
1.5689e-05,1.189e-05,1.93e-05,1.573e-05,1.695e-05
1.6543e-05,1.29e-05,2.055e-05,1.638e-05,1.734e-05
1.6384e-05,1.211e-05,2.032e-05,1.6685e-05,1.718e-05
1.5328e-05,1.056e-05,1.99e-05,1.5295e-05,1.582e-05
1.6137e-05,1.188e-05,2.099e-05,1.593e-05,1.618e-05
1.6136e-05,1.073e-05,2.128e-05,1.622e-05,1.567e-05
1.5899e-05,9.84e-06,2.137e-05,1.583e-05,1.429e-05
1.5947e-05,9.67e-06,2.159e-05,1.609e-05,1.45e-05
1.6008e-05,9.41e-06,2.243e-05,1.593e-05,1.448e-05
1.6012e-05,9.14e-06,2.258e-05,1.607e-05,1.396e-05
1.5782e-05,9.89e-06,2.233e-05,1.5665e-05,1.352e-05
1.6106e-05,9.3e-06,2.219e-05,1.6445e-05,1.361e-05
1.6351e-05,9.39e-06,2.319e-05,1.6225e-05,1.34e-05
1.6074e-05,8.66e-06,2.351e-05,1.605e-05,1.228e-05
1.5612e-05,7.01e-06,2.333e-05,1.575e-05,1.206e-05
1.6093e-05,8.15e-06,2.395e-05,1.6195e-05,1.204e-05
1.6036e-05,7.59e-06,2.391e-05,1.599e-05,1.249e-05
1.6034e-05,8.32e-06,2.406e-05,1.626e-05,1.266e-05
1.5921e-05,7.38e-06,2.433e-05,1.594e-05,1.191e-05
1.581e-05,6.75e-06,2.453e-05,1.57e-05,1.147e-05
1.612e-05,7.54e-06,2.497e-05,1.605e-05,1.171e-05
1.5428e-05,6.84e-06,2.35e-05,1.5375e-05,1.166e-05
1.6294e-05,7.17e-06,2.467e-05,1.631e-05,1.25e-05
1.6104e-05,7.31e-06,2.489e-05,1.599e-05,1.215e-05
1.5587e-05,7.41e-06,2.493e-05,1.5475e-05,1.078e-05
1.5526e-05,6.07e-06,2.454e-05,1.5585e-05,1.055e-05
1.6045e-05,7.15e-06,2.477e-05,1.589e-05,1.146e-05
1.5879e-05,6.65e-06,2.473e-05,1.5645e-05,1.11e-05
1.4956e-05,5.66e-06,2.365e-05,1.502e-05,1.089e-05
1.5678e-05,6.63e-06,2.445e-05,1.565e-05,1.166e-05
1.5911e-05,7.46e-06,2.472e-05,1.566e-05,1.126e-05
1.5702e-05,7.27e-06,2.441e-05,1.5465e-05,1.118e-05
1.5828e-05,6.42e-06,2.418e-05,1.591e-05,1.151e-05
1.5965e-05,7.72e-06,2.472e-05,1.599e-05,1.164e-05
1.5816e-05,7.01e-06,2.455e-05,1.5615e-05,1.18e-05
1.4952e-05,5.29e-06,2.391e-05,1.5025e-05,1.062e-05
1.5826e-05,7.27e-06,2.429e-05,1.586e-05,1.15e-05
1.584e-05,7.38e-06,2.38e-05,1.595e-05,1.22e-05
1.6101e-05,8.11e-06,2.387e-05,1.655e-05,1.24e-05
1.5754e-05,7.83e-06,2.4e-05,1.565e-05,1.173e-05
1.5701e-05,6.75e-06,2.41e-05,1.5565e-05,1.1e-05
1.5671e-05,7.15e-06,2.399e-05,1.5555e-05,1.122e-05
1.561e-05,7.78e-06,2.456e-05,1.547e-05,1.145e-05
1.5815e-05,6.45e-06,2.456e-05,1.5825e-05,1.173e-05
