0_MainRank-Duration_s,0_MainRank-Bandwidth_Gb/s
3.101e-06,0.002579813
3.582e-06,0.002233701
3.075e-06,0.002601203
3.161e-06,0.002530845
3.477e-06,0.002301165
3.026e-06,0.002644191
3.457e-06,0.002314145
3.532e-06,0.002265006
3.01e-06,0.002657366
3.347e-06,0.002390557
3.556e-06,0.002249402
3.492e-06,0.002290951
3.492e-06,0.002290951
3.482e-06,0.00229786
3.171e-06,0.002522466
3.327e-06,0.00240493
3.332e-06,0.002401321
3.156e-06,0.002534854
3.341e-06,0.002394134
3.161e-06,0.002530845
3.441e-06,0.002324568
3.677e-06,0.002175687
3.316e-06,0.002412182
3.497e-06,0.002287675
3.517e-06,0.002274666
3.336e-06,0.002397722
3.502e-06,0.002284735
3.452e-06,0.002317833
3.026e-06,0.002643754
3.322e-06,0.00240855
3.332e-06,0.002401321
3.352e-06,0.002386991
3.492e-06,0.002290951
3.702e-06,0.002160994
3.206e-06,0.002494932
3.166e-06,0.002526848
2.851e-06,0.002806525
3.502e-06,0.002284409
3.061e-06,0.002613525
3.477e-06,0.002301165
3.551e-06,0.002252569
3.332e-06,0.002401321
3.361e-06,0.00237989
3.026e-06,0.002644191
3.186e-06,0.002510592
3.327e-06,0.00240493
3.582e-06,0.002233389
3.046e-06,0.002626395
3.381e-06,0.002365814
3.201e-06,0.002499219
3.111e-06,0.00257152
3.311e-06,0.002415824
3.251e-06,0.002460781
3.117e-06,0.002566982
3.432e-06,0.002331342
3.622e-06,0.002208725
2.876e-06,0.002782125
3.177e-06,0.002518495
3.226e-06,0.002479851
3.171e-06,0.002522863
3.542e-06,0.002258611
3.497e-06,0.002288002
3.341e-06,0.002394134
3.166e-06,0.002526848
2.99e-06,0.002675138
3.146e-06,0.002542912
3.191e-06,0.002507051
3.522e-06,0.002271437
3.016e-06,0.00265252
3.171e-06,0.002522863
3.477e-06,0.002300834
3.687e-06,0.002169786
2.845e-06,0.002811457
3.331e-06,0.002401681
3.341e-06,0.002394493
3.311e-06,0.002416188
3.652e-06,0.002190581
3.437e-06,0.00232795
3.186e-06,0.002510592
3.607e-06,0.00221791
3.376e-06,0.002369317
3.296e-06,0.002426816
3.482e-06,0.00229786
3.161e-06,0.002530845
3.867e-06,0.00206852
3.141e-06,0.00254696
3.647e-06,0.002193584
3.286e-06,0.002434571
3.336e-06,0.002397722
3.327e-06,0.00240493
3.161e-06,0.002530845
3.356e-06,0.002383435
3.341e-06,0.002394134
3.336e-06,0.002397722
3.327e-06,0.00240493
3.307e-06,0.002419477
3.372e-06,0.002372831
3.332e-06,0.002401321
3.316e-06,0.002412182
3.442e-06,0.00232423
3.181e-06,0.002514932
3.367e-06,0.002376355
3.492e-06,0.002290951
3.421e-06,0.002338156
3.202e-06,0.002498829
3.542e-06,0.002258611
3.506e-06,0.002281477
3.387e-06,0.002361972
3.477e-06,0.002301165
2.89e-06,0.002767687
3.321e-06,0.002408913
3.457e-06,0.00231448
3.166e-06,0.002526848
3.527e-06,0.002268217
3.472e-06,0.002304147
3.471e-06,0.002304479
3.407e-06,0.002348107
3.136e-06,0.00255102
3.602e-06,0.002220988
3.327e-06,0.00240493
3.367e-06,0.002376355
3.001e-06,0.002665778
3.267e-06,0.002449105
3.332e-06,0.002401321
3.046e-06,0.002626395
3.531e-06,0.002265326
3.352e-06,0.002386991
3.517e-06,0.002274989
3.321e-06,0.00240855
3.341e-06,0.002394134
3.206e-06,0.002494932
3.491e-06,0.002291279
3.426e-06,0.002334744
3.302e-06,0.002423141
3.307e-06,0.002419477
3.181e-06,0.002514932
3.517e-06,0.002274666
3.361e-06,0.00237989
3.537e-06,0.002261804
3.161e-06,0.002530845
3.502e-06,0.002284409
3.171e-06,0.002522863
3.482e-06,0.00229753
3.161e-06,0.002530845
3.457e-06,0.002314145
3.156e-06,0.002534854
3.202e-06,0.002498829
3.457e-06,0.00231448
3.186e-06,0.002510592
3.221e-06,0.002483701
3.447e-06,0.002320859
3.352e-06,0.002386991
3.256e-06,0.002456625
3.486e-06,0.002294565
3.718e-06,0.002151984
3.311e-06,0.002415824
3.191e-06,0.002507051
3.341e-06,0.002394134
3.668e-06,0.002181322
3.161e-06,0.002530845
3.492e-06,0.002290951
3.327e-06,0.00240493
3.662e-06,0.002184599
3.873e-06,0.002065849
3.642e-06,0.002196595
2.986e-06,0.002679169
3.141e-06,0.00254696
3.372e-06,0.002372831
3.412e-06,0.002345009
3.477e-06,0.002301165
3.462e-06,0.002311137
3.356e-06,0.002383435
3.131e-06,0.002555094
3.141e-06,0.002546554
3.347e-06,0.002390557
3.322e-06,0.00240855
3.547e-06,0.002255427
3.497e-06,0.002288002
3.352e-06,0.002386991
3.336e-06,0.002397722
3.532e-06,0.002265006
3.352e-06,0.002386991
3.467e-06,0.00230747
3.336e-06,0.002397722
3.021e-06,0.00264813
3.446e-06,0.002321196
3.177e-06,0.002518495
3.392e-06,0.002358838
3.667e-06,0.00218162
3.171e-06,0.002522466
3.046e-06,0.002626395
3.201e-06,0.002499219
3.347e-06,0.002390557
3.316e-06,0.002412182
3.026e-06,0.002643754
3.016e-06,0.00265252
3.392e-06,0.002358838
3.311e-06,0.002415824
3.372e-06,0.002372831
3.592e-06,0.002227172
3.222e-06,0.002483315
3.011e-06,0.002656925
9.058e-06,0.000883246
3.542e-06,0.002258611
3.181e-06,0.002514932
3.472e-06,0.002304147
3.497e-06,0.002288002
3.361e-06,0.00237989
3.392e-06,0.002358838
3.361e-06,0.00237989
3.386e-06,0.002362321
3.202e-06,0.002498829
3.446e-06,0.002321196
3.302e-06,0.002423141
3.567e-06,0.002242781
2.991e-06,0.002674691
3.291e-06,0.002430503
3.146e-06,0.002542912
3.307e-06,0.002419477
3.262e-06,0.002452859
3.482e-06,0.00229786
3.397e-06,0.002355019
3.426e-06,0.002334744
3.367e-06,0.002376355
1.03e-05,0.000776699
3.182e-06,0.002514537
3.437e-06,0.00232795
3.151e-06,0.002538876
3.316e-06,0.002412545
3.341e-06,0.002394134
3.462e-06,0.002311137
2.991e-06,0.002674691
3.226e-06,0.002479851
3.197e-06,0.002502737
3.462e-06,0.002311137
3.346e-06,0.002390914
3.361e-06,0.00237989
3.497e-06,0.002288002
3.352e-06,0.002386991
3.055e-06,0.002618229
3.602e-06,0.002221297
3.672e-06,0.002178649
3.151e-06,0.002538876
3.086e-06,0.002592352
3.372e-06,0.002372831
3.341e-06,0.002394134
3.531e-06,0.002265326
3.011e-06,0.002656925
3.492e-06,0.002290951
3.367e-06,0.002376355
3.336e-06,0.002397722
3.031e-06,0.002639393
3.291e-06,0.002430503
3.211e-06,0.002491436
3.086e-06,0.002592352
3.377e-06,0.002368967
2.986e-06,0.002679618
3.372e-06,0.002372831
3.511e-06,0.002278229
3.197e-06,0.002502737
3.672e-06,0.002178649
3.291e-06,0.002430503
3.201e-06,0.002499219
3.341e-06,0.002394134
3.176e-06,0.002518892
3.482e-06,0.00229753
3.02e-06,0.002648568
3.171e-06,0.002522863
3.016e-06,0.00265252
3.121e-06,0.002563281
