0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.0,2.0259016220098792e+40
0.0,inf
-416827.5,-2.399e-06
0.0,1.42724769270596e+44
-0.026042817,-38.398303603
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-449610.875,-2.224e-06
0.0,1.42724769270596e+44
-2.4873406074715153e+21,-0.0
0.0,2.1624965040999393e+43
0.0,2.254664454055101e+40
0.0,inf
0.0,2.2586606942648517e+40
0.0,inf
-0.0,-52772805546584.21
0.0,1.42724769270596e+44
-2.4874512271373626e+21,-0.0
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
0.0,1.78405961588245e+44
0.0,inf
-8.053e-06,-124170.637876398
0.0,1.42724769270596e+44
-0.026042817,-38.398303603
-0.026042817,-38.398303603
0.0,2.378746154509933e+44
0.0,inf
-2.48862722959006e+21,-0.0
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
-2.4887054796335853e+21,-0.0
0.0,2.1624965040999393e+43
-2.4887229310821414e+21,-0.0
0.0,2.1624965040999393e+43
-2.48988598568591e+21,-0.0
0.0,2.1624965040999393e+43
-2.4887054796335853e+21,-0.0
0.0,2.1624965040999393e+43
0.0,2.2586606942648517e+40
0.0,inf
0.0,inf
0.0,inf
0.0,2.2774017755001755e+40
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-2.4886964724343306e+21,-0.0
0.0,2.1624965040999393e+43
0.0,2.378746154509933e+44
0.0,inf
-3415953.5,-2.93e-07
0.0,1.42724769270596e+44
-0.026042817,-38.398303603
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-447785.46875,-2.233e-06
0.0,1.42724769270596e+44
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-2.4873589033450015e+21,-0.0
0.0,2.1624965040999393e+43
-2.488719553382421e+21,-0.0
0.0,2.1624965040999393e+43
0.0,2.378746154509933e+44
0.0,inf
-3415953.5,-2.93e-07
0.0,1.42724769270596e+44
-0.026042817,-38.398303603
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
-449610.875,-2.224e-06
0.0,1.42724769270596e+44
-2.4874326497888997e+21,-0.0
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
-2.488687183760099e+21,-0.0
0.0,2.1624965040999393e+43
0.0,inf
0.0,inf
