0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
58.16,4.51,4.51,57.53,4.56,4.56
58.45,4.49,4.49,57.52,4.56,4.56
80.51,3.26,3.26,57.81,4.53,4.53
60.93,4.3,4.3,58.22,4.5,4.5
57.8,4.53,4.53,57.44,4.56,4.56
58.4,4.49,4.49,58.06,4.52,4.52
84.82,3.09,3.09,64.73,4.05,4.05
58.44,4.49,4.49,57.89,4.53,4.53
58.26,4.5,4.5,57.82,4.53,4.53
58.32,4.49,4.49,58.04,4.52,4.52
57.82,4.53,4.53,57.9,4.53,4.53
58.03,4.52,4.52,61.73,4.25,4.25
58.01,4.52,4.52,57.71,4.54,4.54
68.93,3.8,3.8,57.69,4.54,4.54
57.82,4.53,4.53,57.48,4.56,4.56
65.53,4.0,4.0,112.8,2.32,2.32
57.99,4.52,4.52,57.56,4.55,4.55
57.91,4.53,4.53,57.3,4.57,4.57
58.01,4.52,4.52,57.46,4.56,4.56
58.39,4.49,4.49,58.0,4.52,4.52
57.95,4.52,4.52,57.24,4.58,4.58
58.3,4.5,4.5,57.76,4.54,4.54
104.7,2.5,2.5,119.9,2.19,2.19
58.15,4.51,4.51,58.03,4.52,4.52
58.13,4.51,4.51,69.29,3.78,3.78
58.64,4.47,4.47,57.61,4.55,4.55
57.81,4.53,4.53,57.42,4.57,4.57
