0_Transfer Time_s,0_Bandwidth_GB/s
0.064294204,15.553501526
0.063392187,15.774814647
0.064285161,15.555689438
0.064272579,15.55873462
0.063646572,15.711765278
0.064394792,15.529206151
0.064419174,15.523328505
0.064533717,15.495775642
0.064191771,15.578320779
0.063851944,15.661230299
0.064337868,15.542945874
0.064507944,15.501966704
0.063817025,15.669799713
0.064450726,15.515729024
0.064282136,15.556421461
0.063717907,15.694175265
0.064271473,15.559002359
0.064548105,15.492321579
0.064288165,15.554962566
0.064365416,15.53629359
0.07185195,13.917506762
0.071052997,14.074001692
0.071804891,13.926627923
0.07059691,14.164925915
0.06978003,14.330747637
0.070281582,14.228478807
0.070148434,14.255485732
0.070091047,14.267157402
0.069822157,14.322101221
0.070239909,14.236920495
0.069823024,14.321923382
0.070259522,14.232946247
0.070012919,14.283078242
0.070338987,14.216866672
0.069638454,14.359882257
0.070402553,14.204030357
0.069963174,14.293233752
0.070254296,14.234004992
0.070016209,14.282407092
0.070473658,14.189699079
0.07001113,14.283443218
0.069990055,14.287744166
0.070155581,14.254033475
0.070207775,14.243436713
0.069829664,14.320561531
0.070199779,14.245059091
0.070456876,14.193078898
0.069521122,14.384117679
0.070398366,14.204875153
0.070088157,14.267745691
0.069903005,14.30553665
0.069903178,14.305501246
0.070480901,14.188240868
0.069919783,14.302103884
0.070395978,14.205357016
0.06982274,14.321981635
0.070332636,14.218150447
0.069313174,14.427271791
0.070224919,14.239959465
0.070264696,14.231898193
0.070352149,14.214206875
0.070152055,14.254749914
0.070168882,14.251331523
0.069919604,14.302140498
0.069907799,14.304555633
0.070189165,14.247213227
0.070389147,14.206735592
0.070385921,14.20738673
0.070087735,14.267831597
0.070257664,14.233322645
0.069702583,14.346670625
0.0709346,14.09749262
0.070177562,14.249568829
0.070231789,14.238566527
0.070160155,14.253104201
0.070184589,14.248142138
0.069907364,14.304644644
0.07019685,14.245653473
0.0699284,14.300341492
0.070296598,14.225439473
0.069472083,14.394271149
0.070258898,14.233072657
0.070200769,14.244858201
0.070244578,14.235974199
0.070192308,14.24657528
0.070522698,14.179831861
0.070020194,14.28159425
0.069909677,14.304171367
0.070131702,14.258886801
0.069983271,14.289129183
0.070195186,14.245991171
0.070466376,14.191165443
0.070532871,14.177786695
0.069748306,14.337265768
0.070072189,14.270997014
0.070290398,14.226694235
0.069955459,14.294810073
0.069651534,14.357185586
0.070089386,14.267495509
0.069907691,14.304577732
