0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
21.31,0.0,0.0,21.27,0.0,0.0
21.41,0.0,0.0,21.34,0.0,0.0
26.63,0.0,0.0,21.31,0.0,0.0
21.17,0.0,0.0,21.18,0.0,0.0
22.72,0.0,0.0,21.36,0.0,0.0
21.34,0.0,0.0,21.23,0.0,0.0
24.0,0.0,0.0,31.05,0.0,0.0
22.84,0.0,0.0,40.19,0.0,0.0
21.3,0.0,0.0,22.11,0.0,0.0
24.9,0.0,0.0,22.52,0.0,0.0
21.37,0.0,0.0,25.34,0.0,0.0
24.93,0.0,0.0,21.4,0.0,0.0
21.28,0.0,0.0,21.23,0.0,0.0
21.34,0.0,0.0,21.71,0.0,0.0
35.67,0.0,0.0,24.61,0.0,0.0
23.28,0.0,0.0,27.24,0.0,0.0
