0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s
2.356e-06,5.05e-07,4.365e-06,2.544e-06
2.369e-06,5.14e-07,4.532e-06,2.545e-06
2.394e-06,5.01e-07,4.543e-06,2.579e-06
2.531e-06,5.29e-07,4.707e-06,2.614e-06
2.391e-06,5.11e-07,4.318e-06,2.689e-06
2.411e-06,7.04e-07,4.438e-06,2.524e-06
2.628e-06,7.52e-07,4.241e-06,2.983e-06
2.573e-06,6.19e-07,4.708e-06,2.716e-06
2.561e-06,5.58e-07,4.451e-06,2.869e-06
2.667e-06,6.42e-07,4.695e-06,2.972e-06
2.423e-06,4.12e-07,4.654e-06,2.59e-06
2.419e-06,5.04e-07,4.497e-06,2.615e-06
2.447e-06,4.94e-07,4.605e-06,2.637e-06
2.546e-06,5.07e-07,4.559e-06,2.807e-06
2.518e-06,4.39e-07,5.077e-06,2.635e-06
2.542e-06,5.08e-07,4.928e-06,2.581e-06
2.421e-06,5.04e-07,4.427e-06,2.593e-06
2.55e-06,5.8e-07,4.794e-06,2.728e-06
2.747e-06,5.05e-07,5.139e-06,2.788e-06
2.47e-06,6.52e-07,4.491e-06,2.585e-06
2.46e-06,7.34e-07,4.257e-06,2.754e-06
2.589e-06,5.74e-07,4.863e-06,2.531e-06
2.459e-06,5.37e-07,4.187e-06,2.82e-06
2.489e-06,4.42e-07,4.726e-06,2.75e-06
2.496e-06,5.29e-07,4.685e-06,2.717e-06
2.396e-06,4.88e-07,4.61e-06,2.534e-06
2.553e-06,4.37e-07,4.483e-06,2.883e-06
2.601e-06,4.24e-07,4.988e-06,2.826e-06
2.662e-06,6.8e-07,5.06e-06,2.722e-06
2.508e-06,5.97e-07,4.621e-06,2.586e-06
2.448e-06,7.58e-07,4.412e-06,2.597e-06
2.533e-06,4.69e-07,4.724e-06,2.583e-06
2.449e-06,6e-07,4.209e-06,2.555e-06
2.37e-06,4.36e-07,4.015e-06,2.656e-06
2.392e-06,4.37e-07,4.595e-06,2.571e-06
2.503e-06,5.45e-07,4.532e-06,2.536e-06
2.356e-06,5.19e-07,3.997e-06,2.633e-06
2.441e-06,5.52e-07,4.698e-06,2.518e-06
2.374e-06,4.66e-07,4.205e-06,2.523e-06
2.491e-06,5e-07,4.711e-06,2.55e-06
2.387e-06,5.07e-07,4.164e-06,2.53e-06
2.458e-06,5.37e-07,4.742e-06,2.584e-06
2.501e-06,4.51e-07,4.598e-06,2.553e-06
2.415e-06,4.23e-07,4.213e-06,2.674e-06
2.431e-06,6.43e-07,4.517e-06,2.531e-06
2.436e-06,1.138e-06,4.057e-06,2.322e-06
2.436e-06,1.529e-06,3.536e-06,2.126e-06
2.612e-06,1.703e-06,3.446e-06,2.571e-06
2.801e-06,4.44e-07,4.93e-06,3.358e-06
2.572e-06,5.2e-07,4.095e-06,3.037e-06
2.575e-06,5.06e-07,4.782e-06,2.78e-06
2.473e-06,5.78e-07,4.639e-06,2.692e-06
2.53e-06,4.66e-07,4.671e-06,2.707e-06
2.452e-06,5.15e-07,4.098e-06,2.753e-06
2.417e-06,4.47e-07,4.751e-06,2.503e-06
2.528e-06,5.11e-07,4.521e-06,2.726e-06
2.416e-06,4.32e-07,4.79e-06,2.545e-06
2.453e-06,5.09e-07,4.685e-06,2.623e-06
2.486e-06,4.44e-07,4.859e-06,2.694e-06
2.631e-06,5.16e-07,4.534e-06,2.96e-06
2.437e-06,4.62e-07,4.763e-06,2.536e-06
2.403e-06,5.1e-07,4.582e-06,2.562e-06
2.408e-06,5.04e-07,4.554e-06,2.63e-06
2.522e-06,4.78e-07,4.406e-06,2.761e-06
2.519e-06,4.18e-07,4.398e-06,2.859e-06
2.467e-06,4.99e-07,4.654e-06,2.632e-06
2.466e-06,5.22e-07,4.632e-06,2.591e-06
2.451e-06,4.66e-07,4.77e-06,2.6e-06
2.486e-06,5e-07,4.626e-06,2.568e-06
2.526e-06,4.96e-07,4.624e-06,2.88e-06
2.449e-06,4.55e-07,4.725e-06,2.63e-06
2.64e-06,5.18e-07,4.492e-06,2.832e-06
2.529e-06,6.16e-07,4.594e-06,2.732e-06
2.512e-06,4.57e-07,4.817e-06,2.694e-06
2.563e-06,5.68e-07,4.832e-06,2.685e-06
2.388e-06,4.94e-07,4.618e-06,2.583e-06
2.485e-06,5.56e-07,4.468e-06,2.579e-06
2.563e-06,5.7e-07,4.674e-06,2.757e-06
2.672e-06,6.4e-07,4.703e-06,2.777e-06
2.434e-06,6.02e-07,4.472e-06,2.683e-06
2.418e-06,5.05e-07,4.594e-06,2.607e-06
2.983e-06,4.03e-07,7.089e-06,2.501e-06
3.118e-06,5.11e-07,7.901e-06,2.605e-06
3.309e-06,5.67e-07,1.0044e-05,2.558e-06
4.56e-06,6.42e-07,1.5671e-05,2.754e-06
3.302e-06,6.08e-07,8.383e-06,2.609e-06
2.536e-06,5.34e-07,5.199e-06,2.601e-06
2.537e-06,4.91e-07,4.881e-06,2.6e-06
2.641e-06,5.89e-07,5.136e-06,2.591e-06
2.543e-06,5.2e-07,4.512e-06,2.681e-06
2.55e-06,5.6e-07,4.538e-06,2.759e-06
2.43e-06,4.56e-07,4.319e-06,2.724e-06
2.544e-06,5.23e-07,4.766e-06,2.733e-06
2.57e-06,6.31e-07,4.966e-06,2.64e-06
2.627e-06,6.03e-07,4.682e-06,2.773e-06
2.407e-06,4.56e-07,4.45e-06,2.533e-06
2.458e-06,5.4e-07,4.559e-06,2.685e-06
2.393e-06,5.05e-07,4.16e-06,2.554e-06
2.5e-06,5.1e-07,4.328e-06,2.796e-06
2.62e-06,4.6e-07,4.688e-06,2.744e-06
2.595e-06,4.68e-07,5.254e-06,2.541e-06
2.427e-06,7.81e-07,4.285e-06,2.548e-06
2.65e-06,5.15e-07,4.614e-06,2.915e-06
2.559e-06,5.16e-07,4.972e-06,2.726e-06
6.599e-06,4.89e-07,1.436e-05,6.075e-06
2.2824e-05,5.21e-07,3.9061e-05,2.8956e-05
4.9365e-05,4.54e-07,0.000132601,4.2704e-05
5.2845e-05,8.76e-07,9.0526e-05,6.7786e-05
3.7753e-05,2.12e-06,0.000119007,2.5708e-05
5.4736e-05,6.91e-07,0.000127609,5.407e-05
0.000133116,3.25e-07,0.000349192,8.5718e-05
0.000172973,2.98e-07,0.000391535,0.000127988
0.000124817,2.76e-07,0.000263734,0.000105915
0.000141784,2.86e-07,0.000299003,0.000122844
0.000166543,2.83e-07,0.000387519,0.000112632
0.000120308,2.78e-07,0.000237981,0.000121232
0.000150615,2.89e-07,0.000327741,0.000124472
0.00010753,2.76e-07,0.000236508,8.6456e-05
9.0767e-05,3.87e-07,0.000190345,8.5197e-05
7.3931e-05,2.89e-07,0.000164844,6.7114e-05
6.2805e-05,4.34e-07,0.000142487,5.9157e-05
5.3615e-05,4.31e-07,0.000131854,4.1496e-05
3.9407e-05,4.87e-07,8.8656e-05,3.4218e-05
4.0416e-05,3.08e-07,8.7786e-05,3.8267e-05
3.3627e-05,3.82e-07,7.8863e-05,2.2166e-05
7.0179e-05,2.9e-07,0.000154068,5.6845e-05
3.2364e-05,4.01e-07,7.0259e-05,2.7382e-05
7.826e-06,1.43e-06,2.3622e-05,3.409e-06
2.847e-06,5.92e-07,4.768e-06,3.517e-06
2.968e-06,5.07e-07,6.168e-06,2.938e-06
5.473e-06,5.88e-07,1.8676e-05,3.576e-06
3.727e-06,4.61e-07,1.0584e-05,2.85e-06
2.421e-06,4.37e-07,4.72e-06,2.565e-06
5.537e-06,5.16e-07,2.0194e-05,3.41e-06
5.397e-06,4.63e-07,2.1073e-05,2.551e-06
3.917e-06,5.46e-07,8.702e-06,3.634e-06
3.279e-06,5.99e-07,5.638e-06,3.53e-06
4.648e-06,4.42e-07,1.3918e-05,3.525e-06
5.167e-06,5.27e-07,2.0025e-05,2.616e-06
6.932e-06,5.51e-07,2.9867e-05,2.745e-06
5.529e-06,4.65e-07,2.1841e-05,2.728e-06
7.788e-06,4.57e-07,3.5355e-05,2.577e-06
8.937e-06,4.51e-07,4.264e-05,2.534e-06
7.671e-06,6.09e-07,3.3493e-05,2.734e-06
4.429e-06,5.01e-07,1.5194e-05,2.617e-06
4.739e-06,4.45e-07,1.7357e-05,2.468e-06
2.516e-06,5.31e-07,4.82e-06,2.709e-06
2.341e-06,5.02e-07,4.556e-06,2.456e-06
2.667e-06,5.31e-07,5.155e-06,2.436e-06
4.413e-06,8e-07,1.4266e-05,2.507e-06
3.787e-06,6.35e-07,1.1501e-05,2.557e-06
2.47e-06,5.49e-07,5.042e-06,2.607e-06
2.374e-06,5.51e-07,4.754e-06,2.402e-06
2.307e-06,4.4e-07,4.674e-06,2.207e-06
2.328e-06,1.067e-06,4.12e-06,2.42e-06
2.426e-06,9.96e-07,4.37e-06,2.49e-06
2.352e-06,1.403e-06,3.784e-06,2.218e-06
2.269e-06,1.8e-06,3.317e-06,2.035e-06
2.425e-06,1.641e-06,3.319e-06,2.316e-06
2.48e-06,1.585e-06,3.176e-06,2.515e-06
2.378e-06,1.929e-06,3.173e-06,2.072e-06
2.397e-06,1.595e-06,3.2e-06,2.343e-06
2.258e-06,1.092e-06,3.24e-06,2.564e-06
2.37e-06,8.77e-07,4.161e-06,2.638e-06
2.331e-06,7.93e-07,4.022e-06,2.589e-06
2.332e-06,5.83e-07,4.383e-06,2.566e-06
