1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
98.88,97.44,9.1e-05
98.9,97.17,9.1e-05
0.0,95.96,8.9e-05
96.92,95.7,8.9e-05
0.0,96.32,9e-05
98.89,96.66,9e-05
0.0,95.53,8.9e-05
0.0,95.69,8.9e-05
98.88,97.21,9.1e-05
98.84,97.23,9.1e-05
