0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
280.0,7.49,7.49,502.9,4.17,4.17
828.9,2.53,2.53,416.9,5.03,5.03
231.2,9.07,9.07,352.8,5.94,5.94
231.2,9.07,9.07,231.5,9.06,9.06
494.2,4.24,4.24,457.6,4.58,4.58
231.4,9.06,9.06,445.0,4.71,4.71
385.7,5.44,5.44,592.5,3.54,3.54
231.4,9.06,9.06,230.7,9.09,9.09
279.3,7.51,7.51,253.8,8.26,8.26
637.9,3.29,3.29,309.0,6.79,6.79
252.0,8.32,8.32,514.0,4.08,4.08
238.0,8.81,8.81,231.5,9.06,9.06
301.3,6.96,6.96,344.3,6.09,6.09
232.9,9.01,9.01,231.5,9.06,9.06
701.1,2.99,2.99,234.0,8.96,8.96
958.1,2.19,2.19,933.5,2.25,2.25
459.3,4.57,4.57,357.8,5.86,5.86
807.7,2.6,2.6,353.8,5.93,5.93
231.6,9.05,9.05,231.5,9.06,9.06
230.8,9.09,9.09,230.8,9.09,9.09
506.5,4.14,4.14,309.4,6.78,6.78
230.7,9.09,9.09,697.7,3.01,3.01
625.1,3.36,3.36,673.9,3.11,3.11
230.6,9.09,9.09,231.1,9.08,9.08
231.7,9.05,9.05,231.8,9.05,9.05
254.6,8.24,8.24,408.9,5.13,5.13
