0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
223.5,9.38,9.38,316.2,6.63,6.63
236.5,8.87,8.87,279.2,7.51,7.51
225.7,9.29,9.29,223.4,9.39,9.39
434.1,4.83,4.83,508.4,4.13,4.13
224.0,9.36,9.36,223.6,9.38,9.38
223.8,9.37,9.37,223.7,9.38,9.38
334.3,6.27,6.27,245.9,8.53,8.53
223.5,9.38,9.38,406.4,5.16,5.16
417.1,5.03,5.03,423.4,4.95,4.95
226.3,9.27,9.27,408.2,5.14,5.14
227.0,9.24,9.24,223.4,9.39,9.39
250.8,8.36,8.36,238.2,8.8,8.8
289.2,7.25,7.25,398.1,5.27,5.27
344.0,6.1,6.1,336.6,6.23,6.23
230.0,9.12,9.12,234.4,8.95,8.95
247.0,8.49,8.49,227.0,9.24,9.24
240.9,8.71,8.71,252.7,8.3,8.3
439.1,4.78,4.78,229.1,9.15,9.15
223.8,9.37,9.37,223.7,9.37,9.37
563.6,3.72,3.72,290.7,7.21,7.21
223.7,9.37,9.37,448.0,4.68,4.68
228.2,9.19,9.19,286.3,7.33,7.33
229.2,9.15,9.15,224.3,9.35,9.35
313.8,6.68,6.68,247.1,8.49,8.49
254.6,8.24,8.24,299.8,7.0,7.0
317.6,6.6,6.6,224.9,9.32,9.32
