size,intra-switch
128MiB,62.32345409515865
16MiB,61.46788522637523
1B,0.0005847253873635985
1GiB,62.426401554760176
256KiB,31.448935950852547
2MiB,55.70878725104652
32KiB,6.663488970359671
4B,0.0023424173579674316
4KiB,1.4468116526512043
512B,0.2533940136054202
64B,0.034252632726204116
8B,0.004658706142148127
