0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
790.5,21.22,18.57,783.8,21.4,18.73
788.3,21.28,18.62,884.1,18.98,16.6
855.6,19.61,17.16,800.3,20.96,18.34
786.6,21.33,18.66,797.4,21.04,18.41
815.8,20.57,18.0,803.8,20.87,18.26
909.0,18.46,16.15,784.5,21.39,18.71
1106.0,15.17,13.27,917.9,18.28,15.99
796.0,21.08,18.44,796.0,21.08,18.44
1005.4,16.69,14.6,919.7,18.24,15.96
826.2,20.31,17.77,790.6,21.22,18.57
788.6,21.27,18.62,782.9,21.43,18.75
1042.8,16.09,14.08,1072.8,15.64,13.68
803.8,20.87,18.26,786.1,21.34,18.68
1075.0,15.61,13.66,1113.9,15.06,13.18
786.8,21.32,18.66,813.4,20.63,18.05
