0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
47.89,0.01,0.01,43.88,0.01,0.01
27.08,0.02,0.02,22.69,0.02,0.02
22.64,0.02,0.02,22.51,0.02,0.02
43.54,0.01,0.01,44.55,0.01,0.01
26.71,0.02,0.02,45.62,0.01,0.01
47.13,0.01,0.01,41.6,0.01,0.01
29.95,0.02,0.02,33.02,0.02,0.02
23.86,0.02,0.02,82.51,0.01,0.01
23.88,0.02,0.02,35.81,0.01,0.01
92.55,0.01,0.01,150.5,0.0,0.0
53.54,0.01,0.01,72.79,0.01,0.01
65.88,0.01,0.01,44.21,0.01,0.01
25.97,0.02,0.02,38.46,0.01,0.01
58.21,0.01,0.01,80.39,0.01,0.01
26.58,0.02,0.02,22.83,0.02,0.02
93.34,0.01,0.01,80.45,0.01,0.01
37.22,0.01,0.01,27.4,0.02,0.02
22.96,0.02,0.02,22.81,0.02,0.02
22.74,0.02,0.02,22.72,0.02,0.02
29.46,0.02,0.02,28.4,0.02,0.02
22.59,0.02,0.02,22.59,0.02,0.02
83.14,0.01,0.01,51.85,0.01,0.01
43.75,0.01,0.01,68.39,0.01,0.01
22.44,0.02,0.02,22.49,0.02,0.02
22.7,0.02,0.02,22.7,0.02,0.02
69.2,0.01,0.01,59.02,0.01,0.01
65.55,0.01,0.01,54.66,0.01,0.01
22.57,0.02,0.02,22.5,0.02,0.02
