0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
33.33,0.98,0.86,32.9,1.0,0.87
37.07,0.88,0.77,32.78,1.0,0.87
32.97,0.99,0.87,35.45,0.92,0.81
32.78,1.0,0.87,32.46,1.01,0.88
32.82,1.0,0.87,34.38,0.95,0.83
32.84,1.0,0.87,32.53,1.01,0.88
41.32,0.79,0.69,35.69,0.92,0.8
38.97,0.84,0.74,38.43,0.85,0.75
42.39,0.77,0.68,32.55,1.01,0.88
32.81,1.0,0.87,35.59,0.92,0.81
32.86,1.0,0.87,32.71,1.0,0.88
32.91,1.0,0.87,32.74,1.0,0.88
33.14,0.99,0.87,32.76,1.0,0.88
33.06,0.99,0.87,32.59,1.01,0.88
32.74,1.0,0.88,34.77,0.94,0.82
