0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
12448.0,10.78,10.78,14585.0,9.2,9.2
12393.0,10.83,10.83,14501.0,9.26,9.26
12824.0,10.47,10.47,13387.0,10.03,10.03
13221.0,10.15,10.15,13064.0,10.27,10.27
12366.0,10.85,10.85,14450.0,9.29,9.29
12403.0,10.82,10.82,14392.0,9.33,9.33
12301.0,10.91,10.91,14211.0,9.44,9.44
12403.0,10.82,10.82,14498.0,9.26,9.26
12387.0,10.84,10.84,14413.0,9.31,9.31
12414.0,10.81,10.81,15410.0,8.71,8.71
13082.0,10.26,10.26,13861.0,9.68,9.68
