0_groupStartEnd_s,0_initRank_s
7.736614,0.253943
7.779712,0.164292
7.801602,0.079811
7.750456,0.196566
7.797233,0.167419
7.800504,0.166827
7.793836,0.163119
7.753462,0.163911
7.808535,0.188388
7.789772,0.175437
7.832274,0.165636
7.754431,0.165348
7.771308,0.177568
7.800313,0.196688
7.794709,0.171831
7.840058,0.166644
7.777467,0.196703
7.815163,0.163673
7.725899,0.163411
7.84862,0.16713
7.835813,0.16512
7.75178,0.197867
7.752137,0.199039
7.693887,0.252675
7.795587,0.164157
7.801797,0.165328
7.760946,0.189199
6.865998,0.822266
7.737544,0.199102
7.783664,0.164857
7.709212,0.186688
7.486724,0.376059
7.631928,0.165851
7.756083,0.193276
7.77693,0.197914
7.780812,0.191128
7.815683,0.191362
7.766125,0.193527
7.779537,0.19803
7.776743,0.198099
7.759023,0.191081
7.755163,0.196111
7.802933,0.174818
7.765489,0.194483
7.753813,0.196315
7.804096,0.193977
7.759038,0.191066
7.771537,0.195041
7.825602,0.193118
7.814839,0.192095
7.767508,0.194417
7.737622,0.198599
7.713118,0.1802
7.762437,0.200627
7.778547,0.182156
7.755506,0.194708
7.817715,0.189549
7.755852,0.193372
7.699381,0.190986
7.781713,0.194392
7.707159,0.186167
7.752298,0.198034
7.691054,0.191072
7.767827,0.192487
7.777344,0.189452
7.821283,0.190971
7.7073,0.17374
7.799969,0.197423
7.802241,0.196974
7.771831,0.196346
7.814171,0.193124
7.689198,0.191791
7.831888,0.175471
7.787475,0.179319
7.755837,0.192304
7.770169,0.196961
7.802,0.194677
7.815215,0.195034
7.755761,0.193598
7.771992,0.195464
7.771494,0.195134
7.778303,0.189262
7.714169,0.186273
7.777654,0.185768
7.758368,0.197498
7.755817,0.19314
7.812089,0.19745
7.772538,0.195043
7.78666,0.19221
7.825886,0.193693
7.753372,0.195355
7.6996,0.189371
7.762583,0.201066
7.758398,0.197059
7.766004,0.194912
7.773193,0.192113
7.812567,0.184256
7.7761,0.190367
7.789359,0.189902
7.814497,0.194081
7.76322,0.199958
7.701494,0.192089
7.759399,0.195951
7.764766,0.200339
7.817252,0.179615
7.813893,0.194018
7.780835,0.190195
7.752656,0.195259
7.75078,0.200169
7.69006,0.191099
7.759037,0.19734
7.776819,0.200719
7.757901,0.191345
7.801356,0.196558
7.771747,0.195707
7.760598,0.190603
7.774455,0.192224
7.727672,0.196802
7.782585,0.195131
7.762344,0.200256
7.689426,0.191656
7.76053,0.194888
7.768792,0.190671
7.812183,0.196838
7.766813,0.198416
7.802212,0.196952
7.801388,0.196301
7.774231,0.193316
7.742326,0.194899
7.752855,0.195148
7.765879,0.194605
7.798518,0.198577
7.806591,0.190164
7.727126,0.197137
7.784339,0.197669
7.752537,0.195514
7.766084,0.1932
7.798603,0.198365
7.814219,0.195422
7.773196,0.195407
7.740872,0.195212
7.808674,0.188046
7.77661,0.19016
7.772364,0.197604
7.766892,0.198501
7.802434,0.195671
7.737852,0.198678
7.776557,0.197361
7.755225,0.195058
7.807474,0.189358
7.762486,0.200871
7.70388,0.189195
7.758245,0.197022
7.778401,0.194582
7.80578,0.192067
7.75266,0.196008
7.784871,0.181707
7.826868,0.193064
7.777772,0.190252
7.755683,0.193801
7.814826,0.195341
7.783651,0.19641
7.703415,0.190343
7.701174,0.192504
7.768365,0.196865
7.755584,0.194573
7.737776,0.198682
7.737156,0.253272
7.736584,0.254435
7.763901,0.197479
7.75259,0.197011
7.818414,0.189454
7.75312,0.196601
7.770169,0.194325
7.698503,0.197211
6.865828,0.821647
7.822629,0.193295
7.685407,0.198423
6.878231,0.821922
6.865884,0.821449
7.771083,0.193015
7.773415,0.19143
7.752116,0.198553
7.776486,0.188202
7.770024,0.195039
7.76993,0.194812
6.86587,0.821773
6.865941,0.821379
6.877964,0.821246
7.748456,0.254016
6.865971,0.822268
7.766824,0.190116
7.736735,0.254347
7.736902,0.254431
7.766078,0.190737
7.736708,0.253746
7.736636,0.254551
7.826322,0.193613
7.686473,0.196654
7.703506,0.188444
7.708014,0.185065
7.685087,0.199068
7.685174,0.198895
7.766762,0.19039
7.767766,0.189208
7.778005,0.191836
7.765989,0.191041
7.733016,0.188197
7.738177,0.1825
7.731041,0.189688
7.73093,0.189258
7.732282,0.187495
7.732428,0.18808
7.769259,0.174353
7.751527,0.193146
7.782017,0.174845
7.728168,0.187512
7.751961,0.192903
7.753223,0.190427
7.763987,0.191948
7.751561,0.19289
7.763664,0.191982
7.486699,0.376008
7.486503,0.377173
7.486888,0.376509
7.486691,0.376331
7.48681,0.376697
7.482692,0.37686
7.48713,0.375399
7.750035,0.196469
7.750086,0.196518
7.750662,0.19649
7.751276,0.195668
7.761642,0.197331
7.753393,0.193512
7.755864,0.19068
7.608311,0.189587
7.603142,0.194613
7.602982,0.194995
7.614956,0.195827
7.603139,0.195412
7.604119,0.193146
7.603527,0.194041
7.72573,0.192111
7.726282,0.190936
7.725812,0.19153
7.727751,0.189551
7.726617,0.190521
7.759544,0.169517
7.725702,0.19114
7.813782,0.18784
7.824992,0.187733
7.812514,0.188749
7.809854,0.192425
7.809498,0.192715
7.81046,0.190611
7.809628,0.191334
7.693941,0.25266
7.693904,0.252158
7.683524,0.274793
7.694161,0.251717
7.693904,0.252957
7.694049,0.252176
7.694194,0.25272
