size,"('cn-eth', 'cn-ib')","('cn-eth', 'haicgu2')","('cn-ib', 'cn-eth')","('cn-ib', 'haicgu2')","('haicgu2', 'cn-eth')","('haicgu2', 'cn-ib')",cn-eth,cn-ib,haicgu2
128MiB,1.0246454782572068,1.001774933509499,0.975947311748132,0.9776795533352592,0.9982282112976405,1.022830022974907,0.40475439151462567,0.39501896031694983,0.40403725225650966
16MiB,0.9779281367843755,1.0044072147290604,1.0225700257364527,1.027076711415374,0.9956121235845073,0.9736371089769326,0.49925988937922083,0.5105281979316884,0.4970691986854123
1GiB,1.0129945460636531,0.9981399090606571,0.9871721460750721,0.9853359161105861,1.0018635573254389,1.0148823194705998,0.42574789305257693,0.42028646127165264,0.42654129865746526
256KiB,0.8151580901035107,0.9920831670287087,1.226755904333867,1.2170438827427101,1.0079800093726037,0.8216630593026903,0.3248753287766791,0.3985427277491973,0.3274678369452447
2MiB,0.9927303391169484,1.0004812327358448,1.0073228958525817,1.007807652605632,0.9995189987377087,0.9922528345707181,0.5528545538211777,0.5569030501404356,0.552588630082926
32KiB,0.8193346747149214,0.9525612340318742,1.2205024770225172,1.1626033456515283,1.0498012770972562,0.8601385878857896,0.21800013267655782,0.26606970192297624,0.2288568176912217
4B,0.5112585122260557,0.9608217482652385,1.9559576536846877,1.8793266523460954,1.0407757753251294,0.5321054744536453,0.0001887933062016148,0.0003692717122294853,0.00019649149963818022
4KiB,0.7414901298761941,0.9479718829743483,1.3486356186116315,1.2784686468215434,1.054883607794789,0.7821857833480262,0.07192377633371472,0.09699896658870397,0.07587121266513444
512B,0.6139662994027119,0.9285986045384148,1.6287538924739606,1.512458591687831,1.0768915601559375,0.6611751260469538,0.015446697261334323,0.025158868290265146,0.016634417913014767
64B,0.5917399250952979,0.9676319364860447,1.6899316027035916,1.6352317892530415,1.0334508011708459,0.611534099674512,0.0023540749672771176,0.003978225682335024,0.0024328206609487697
8B,0.5027782617185151,0.9543670169373619,1.9889483618125459,1.898186714905492,1.0478149205209102,0.5268185643422273,0.00037517389803180026,0.0007462015098851762,0.0003931128081477109
