0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
45.01,0.0,0.0,31.9,0.0,0.0
27.17,0.0,0.0,41.11,0.0,0.0
22.89,0.0,0.0,22.94,0.0,0.0
47.18,0.0,0.0,69.82,0.0,0.0
37.15,0.0,0.0,22.62,0.0,0.0
53.0,0.0,0.0,61.73,0.0,0.0
22.76,0.0,0.0,22.84,0.0,0.0
77.17,0.0,0.0,41.32,0.0,0.0
48.13,0.0,0.0,40.06,0.0,0.0
23.05,0.0,0.0,22.9,0.0,0.0
39.25,0.0,0.0,64.15,0.0,0.0
39.8,0.0,0.0,43.1,0.0,0.0
24.42,0.0,0.0,23.39,0.0,0.0
42.5,0.0,0.0,22.61,0.0,0.0
23.63,0.0,0.0,23.47,0.0,0.0
35.13,0.0,0.0,33.37,0.0,0.0
22.85,0.0,0.0,23.08,0.0,0.0
56.12,0.0,0.0,54.87,0.0,0.0
56.33,0.0,0.0,60.33,0.0,0.0
31.73,0.0,0.0,24.8,0.0,0.0
22.8,0.0,0.0,22.69,0.0,0.0
24.39,0.0,0.0,28.45,0.0,0.0
27.95,0.0,0.0,29.78,0.0,0.0
22.86,0.0,0.0,22.76,0.0,0.0
38.65,0.0,0.0,28.91,0.0,0.0
30.22,0.0,0.0,35.42,0.0,0.0
23.43,0.0,0.0,22.76,0.0,0.0
