0_Transfer Time_s,0_Bandwidth_GB/s
0.293362029,6.810857158
0.293268725,6.813024045
0.293290107,6.812527349
0.303577966,6.581659734
0.323961689,6.167540616
0.345793096,5.778157222
0.357509088,5.588800235
0.356890012,5.598494796
0.367937191,5.430402047
0.357222197,5.593288692
0.304340293,6.565173659
0.293457479,6.808641858
0.293042162,6.818291475
0.293091463,6.817144568
0.293606656,6.805182492
0.293115889,6.81657648
0.294205403,6.791333044
0.293441381,6.809015375
0.29337034,6.81066421
0.293099245,6.816963568
0.293089459,6.817191181
0.294135701,6.792942401
0.293839631,6.799786905
0.293148097,6.815827547
0.293896759,6.798465154
0.292931945,6.820856889
0.293453391,6.808736707
0.293274435,6.812891396
0.294057423,6.79475068
0.29319979,6.814625873
0.294021292,6.795585658
0.293704263,6.80292092
0.293837788,6.799829554
0.294466628,6.785308368
0.294424414,6.786281232
0.293716731,6.802632142
0.293238112,6.8137353
0.293897943,6.798437766
0.29320829,6.81442832
0.293503824,6.807566756
0.29402532,6.795492562
0.294067977,6.794506819
0.293377819,6.810490588
0.293812221,6.800421263
0.293705383,6.802894978
0.293520152,6.807188063
0.293870463,6.799073492
0.293597974,6.805383729
0.293447116,6.808882303
0.293130679,6.816232548
0.293597315,6.805399004
0.293376376,6.810524086
0.293790424,6.800925802
0.2929836,6.819654325
0.293774956,6.801283888
0.292887212,6.821898646
0.293779357,6.801182001
0.293682178,6.803432502
0.293526806,6.80703375
0.29418295,6.79185138
0.29283649,6.823080262
0.293460083,6.808581442
0.293587113,6.805635488
0.294823979,6.777084014
0.292369886,6.83396947
0.293518778,6.807219929
0.29469398,6.780073604
0.293381332,6.810409038
0.293931166,6.797669339
0.293415918,6.80960627
0.29411058,6.79352261
0.292748077,6.825140904
0.292679838,6.826732202
0.293531257,6.806930531
0.293522386,6.807136254
0.293178033,6.815131593
0.293527727,6.807012392
0.293529418,6.806973177
0.293629965,6.804642282
0.293418166,6.809554099
0.292719375,6.82581013
0.293701096,6.802994276
0.293806807,6.800546575
0.293476064,6.808210686
0.293951262,6.797204616
0.293921897,6.797883708
0.293396376,6.810059832
0.293098757,6.816974918
0.294792873,6.777799119
0.294177595,6.791975014
0.293893441,6.798541908
0.29325488,6.813345698
0.29339579,6.810073434
0.293399599,6.809985023
0.294006839,6.79591972
0.293676734,6.80355862
0.292936226,6.820757208
0.292604815,6.828482556
0.294485603,6.784871161
0.294458646,6.7854923
0.293429013,6.809302375
0.293903371,6.798312208
0.292672848,6.826895247
0.299544105,6.67029276
0.327374043,6.103253809
0.345070909,5.790250128
