0_MainRank-Duration_s,0_MainRank-Bandwidth_Gb/s
0.005444902,197.201309204
0.005445187,197.190994263
0.005444003,197.233886719
0.005444193,197.227005005
0.005443711,197.244445801
0.005481273,195.892791748
0.005487096,195.684890747
0.005443641,197.24697876
0.005445539,197.178237915
0.005443931,197.236495972
0.005443835,197.239974976
0.005496432,195.352523804
0.005504423,195.068908691
0.005615553,191.208572388
0.005543385,193.697875977
0.005444222,197.225952148
0.005515411,194.68031311
0.005443846,197.239547729
0.005592276,192.004440308
0.005473377,196.175369263
0.00551065,194.848480225
0.005530354,194.154266357
0.005566379,192.897735596
0.005443886,197.238113403
0.005450212,197.009170532
0.005443923,197.23677063
0.005444224,197.225860596
0.005707745,188.120147705
0.005914606,181.540725708
0.00547971,195.948654175
0.005524204,194.370407104
0.005503194,195.112487793
0.00545057,196.996246338
0.005535577,193.971054077
0.006143834,174.767379761
0.006489242,165.464904785
0.005933395,180.96585083
0.006312897,170.087020874
0.005866988,183.014160156
0.005584687,192.265350342
0.005563808,192.986862183
0.006095357,176.157333374
0.006014869,178.514572144
0.005868812,182.957275391
0.005629162,190.746307373
0.006316334,169.994476318
0.005551373,193.419158936
0.005537103,193.917617798
0.005621802,190.996017456
0.006974298,153.956970215
0.006174146,173.909362793
0.006998314,153.428649902
0.005785885,185.579544067
0.005444122,197.229568481
0.005447555,197.105255127
0.005447413,197.110397339
0.005452275,196.934631348
0.005447676,197.100906372
0.005496703,195.342895508
0.005445068,197.1953125
0.005448194,197.08215332
0.005555794,193.26524353
0.005466524,196.421325684
0.005981177,179.52015686
0.005853219,183.444671631
0.005664677,189.55039978
0.006947865,154.542709351
0.006551304,163.897415161
0.005580206,192.419754028
0.006910739,155.372955322
0.005565345,192.933547974
0.005785604,185.588531494
0.005558185,193.182098389
0.005863953,183.10887146
0.005508753,194.915588379
0.005489215,195.609359741
0.005449142,197.04788208
0.005902236,181.921203613
0.00731198,146.846939087
0.006133864,175.051452637
0.005509191,194.900085449
0.007763103,138.313476562
0.006625302,162.066848755
0.005549329,193.490386963
0.005467666,196.380279541
0.005499143,195.256225586
0.005486943,195.690368652
0.005461125,196.615493774
0.005682549,188.95425415
0.005914314,181.549682617
0.005444463,197.217208862
0.005443687,197.245330811
0.005444441,197.218032837
0.005444171,197.227798462
0.005457579,196.743255615
0.005448491,197.071426392
0.005501103,195.186660767
0.005492446,195.494293213
0.005443638,197.24710083
0.005444177,197.227554321
