0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.001622016,9.633074143
0.00160768,9.718973957
0.001625088,9.614864365
0.001605632,9.731371182
0.001608704,9.712787533
0.001600512,9.762500569
0.001616896,9.663577538
0.001575936,9.914742849
0.001614848,9.675833055
0.001609728,9.70660898
0.00160256,9.750024662
0.001614848,9.675833055
0.00161792,9.657461415
0.001610752,9.700438283
0.001619968,9.64525167
0.001616896,9.663577538
0.001611776,9.694275427
0.001640448,9.524837132
0.001616896,9.663577538
0.001649664,9.471625643
0.00161792,9.657461415
0.001601536,9.756258627
0.00160768,9.718973957
0.005346304,2.922579892
0.002537472,6.157703559
0.0016384,9.53674373
0.001611776,9.694275427
0.00183296,8.524462898
0.001665024,9.384248627
0.001610752,9.700438283
0.001646592,9.489296399
0.001624064,9.620926637
0.001618944,9.651353028
0.001655808,9.436480835
0.001611776,9.694275427
0.001599488,9.768751214
0.0016128,9.688119697
0.001626112,9.60880904
0.0016128,9.688119697
0.001620992,9.639159407
0.001624064,9.620926637
0.001619968,9.64525167
0.001618944,9.651353028
0.001595392,9.793831183
0.00162304,9.626996558
0.001595392,9.793831183
0.001611776,9.694275427
0.001613824,9.681972478
0.001604608,9.737580602
0.001606656,9.725168266
0.001590272,9.825363542
0.001634304,9.560644411
0.001603584,9.743798659
0.001604608,9.737580602
0.001606656,9.725168266
0.001610752,9.700438283
0.001603584,9.743798659
0.001604608,9.737580602
0.001610752,9.700438283
0.001595392,9.793831183
0.001614848,9.675833055
0.00160768,9.718973957
0.001604608,9.737580602
0.001606656,9.725168266
0.001603584,9.743798659
0.001599488,9.768751214
0.001608704,9.712787533
0.001601536,9.756258627
0.00160768,9.718973957
0.00162816,9.596722616
0.001601536,9.756258627
0.001606656,9.725168266
0.001611776,9.694275427
0.001609728,9.70660898
0.001603584,9.743798659
0.001564672,9.986118599
0.001608704,9.712787533
0.00160768,9.718973957
0.003597312,4.343521051
0.001626112,9.60880904
0.001616896,9.663577538
0.001609728,9.70660898
0.001603584,9.743798659
0.001611776,9.694275427
0.001605632,9.731371182
0.001604608,9.737580602
0.001605632,9.731371182
0.001610752,9.700438283
0.001603584,9.743798659
0.0016128,9.688119697
0.001606656,9.725168266
0.001601536,9.756258627
0.001609728,9.70660898
0.001613824,9.681972478
0.00160768,9.718973957
0.001609728,9.70660898
0.001625088,9.614864365
0.001625088,9.614864365
0.001605632,9.731371182
0.001615872,9.669701414
