0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
23.59,0.17,0.17,23.53,0.17,0.17
23.68,0.17,0.17,23.72,0.17,0.17
26.74,0.15,0.15,28.01,0.15,0.15
23.85,0.17,0.17,23.92,0.17,0.17
23.6,0.17,0.17,23.64,0.17,0.17
23.56,0.17,0.17,23.47,0.17,0.17
23.89,0.17,0.17,23.41,0.17,0.17
23.54,0.17,0.17,23.65,0.17,0.17
23.71,0.17,0.17,23.57,0.17,0.17
23.34,0.18,0.18,23.3,0.18,0.18
23.2,0.18,0.18,23.36,0.18,0.18
23.44,0.17,0.17,23.38,0.18,0.18
23.37,0.18,0.18,23.39,0.18,0.18
24.99,0.16,0.16,26.3,0.16,0.16
23.69,0.17,0.17,23.71,0.17,0.17
23.81,0.17,0.17,24.09,0.17,0.17
23.88,0.17,0.17,23.8,0.17,0.17
23.78,0.17,0.17,23.74,0.17,0.17
