0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
9.4095e-05,9.199e-05,9.62e-05,9.4095e-05,9.199e-05
9.4265e-05,9.21e-05,9.643e-05,9.4265e-05,9.21e-05
9.4125e-05,9.183e-05,9.642e-05,9.4125e-05,9.183e-05
9.397e-05,9.189e-05,9.605e-05,9.397e-05,9.189e-05
9.4185e-05,9.205e-05,9.632e-05,9.4185e-05,9.205e-05
9.4125e-05,9.2e-05,9.625e-05,9.4125e-05,9.2e-05
9.3975e-05,9.179e-05,9.616e-05,9.3975e-05,9.179e-05
9.41e-05,9.196e-05,9.624e-05,9.41e-05,9.196e-05
9.4215e-05,9.21e-05,9.633e-05,9.4215e-05,9.21e-05
9.4595e-05,9.243e-05,9.676e-05,9.4595e-05,9.243e-05
9.4165e-05,9.201e-05,9.632e-05,9.4165e-05,9.201e-05
9.4335e-05,9.235e-05,9.632e-05,9.4335e-05,9.235e-05
9.439e-05,9.229e-05,9.649e-05,9.439e-05,9.229e-05
9.41e-05,9.199e-05,9.621e-05,9.41e-05,9.199e-05
9.404e-05,9.179e-05,9.629e-05,9.404e-05,9.179e-05
9.419e-05,9.212e-05,9.626e-05,9.419e-05,9.212e-05
9.4135e-05,9.203e-05,9.624e-05,9.4135e-05,9.203e-05
9.413e-05,9.193e-05,9.633e-05,9.413e-05,9.193e-05
9.418e-05,9.201e-05,9.635e-05,9.418e-05,9.201e-05
9.3975e-05,9.187e-05,9.608e-05,9.3975e-05,9.187e-05
9.4095e-05,9.201e-05,9.618e-05,9.4095e-05,9.201e-05
9.42e-05,9.206e-05,9.634e-05,9.42e-05,9.206e-05
9.4195e-05,9.223e-05,9.616e-05,9.4195e-05,9.223e-05
9.4215e-05,9.211e-05,9.632e-05,9.4215e-05,9.211e-05
9.399e-05,9.188e-05,9.61e-05,9.399e-05,9.188e-05
9.434e-05,9.221e-05,9.647e-05,9.434e-05,9.221e-05
9.4185e-05,9.197e-05,9.64e-05,9.4185e-05,9.197e-05
