0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
48.19,0.68,1.19,32.23,1.02,1.78
28.47,1.15,2.01,27.83,1.18,2.06
28.79,1.14,1.99,28.24,1.16,2.03
29.13,1.13,1.97,28.17,1.16,2.04
28.2,1.16,2.03,27.87,1.18,2.06
28.5,1.15,2.01,28.03,1.17,2.05
28.43,1.15,2.02,27.97,1.17,2.05
28.48,1.15,2.01,28.05,1.17,2.04
28.3,1.16,2.03,28.01,1.17,2.05
28.33,1.16,2.02,28.33,1.16,2.02
28.39,1.15,2.02,27.91,1.17,2.05
55.94,0.59,1.03,41.89,0.78,1.37
28.71,1.14,2.0,27.89,1.17,2.06
28.34,1.16,2.02,28.1,1.17,2.04
28.3,1.16,2.03,28.08,1.17,2.04
28.24,1.16,2.03,27.83,1.18,2.06
52.1,0.63,1.1,51.67,0.63,1.11
28.41,1.15,2.02,28.14,1.16,2.04
28.45,1.15,2.02,28.13,1.16,2.04
28.48,1.15,2.01,28.08,1.17,2.04
29.13,1.13,1.97,28.13,1.16,2.04
