0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
0.0,inf
