0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
25.41,0.0,0.0,22.98,0.0,0.0
71.48,0.0,0.0,170.9,0.0,0.0
55.77,0.0,0.0,47.59,0.0,0.0
23.12,0.0,0.0,23.01,0.0,0.0
31.35,0.0,0.0,45.17,0.0,0.0
23.07,0.0,0.0,25.97,0.0,0.0
22.64,0.0,0.0,22.69,0.0,0.0
22.89,0.0,0.0,22.89,0.0,0.0
22.88,0.0,0.0,22.87,0.0,0.0
84.98,0.0,0.0,62.65,0.0,0.0
26.54,0.0,0.0,54.61,0.0,0.0
35.37,0.0,0.0,34.48,0.0,0.0
23.28,0.0,0.0,23.15,0.0,0.0
23.21,0.0,0.0,22.75,0.0,0.0
41.41,0.0,0.0,78.05,0.0,0.0
22.9,0.0,0.0,22.88,0.0,0.0
22.95,0.0,0.0,23.02,0.0,0.0
68.51,0.0,0.0,61.95,0.0,0.0
138.3,0.0,0.0,82.84,0.0,0.0
22.96,0.0,0.0,24.59,0.0,0.0
22.83,0.0,0.0,22.82,0.0,0.0
24.16,0.0,0.0,28.52,0.0,0.0
28.23,0.0,0.0,42.73,0.0,0.0
23.14,0.0,0.0,22.83,0.0,0.0
37.32,0.0,0.0,26.6,0.0,0.0
22.69,0.0,0.0,22.91,0.0,0.0
23.04,0.0,0.0,22.97,0.0,0.0
