0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
210.9,9.94,17.4,210.2,9.98,17.46
210.6,9.96,17.43,225.9,9.29,16.25
211.3,9.92,17.37,245.4,8.55,14.96
212.9,9.85,17.24,213.7,9.81,17.18
210.1,9.98,17.47,209.6,10.01,17.51
210.6,9.96,17.43,210.0,9.99,17.47
210.8,9.95,17.41,210.0,9.98,17.47
210.2,9.98,17.46,275.2,7.62,13.33
250.0,8.39,14.68,209.9,9.99,17.49
211.0,9.94,17.39,210.3,9.97,17.45
209.7,10.0,17.5,209.6,10.0,17.51
217.6,9.64,16.87,286.3,7.33,12.82
210.7,9.95,17.42,210.4,9.97,17.45
211.5,9.92,17.35,232.6,9.02,15.78
209.6,10.0,17.51,209.3,10.02,17.54
343.6,6.1,10.68,274.6,7.64,13.36
210.8,9.95,17.41,210.9,9.94,17.4
212.4,9.87,17.28,214.5,9.77,17.11
223.1,9.4,16.45,210.6,9.96,17.43
214.8,9.77,17.09,217.6,9.64,16.87
211.9,9.9,17.32,210.1,9.98,17.47
