0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
232.4,9.02,9.02,231.1,9.08,9.08
396.3,5.29,5.29,230.9,9.08,9.08
231.2,9.07,9.07,230.9,9.08,9.08
230.8,9.09,9.09,399.1,5.25,5.25
331.3,6.33,6.33,261.9,8.01,8.01
231.3,9.07,9.07,230.7,9.09,9.09
231.1,9.07,9.07,230.7,9.09,9.09
230.7,9.09,9.09,230.7,9.09,9.09
231.2,9.07,9.07,261.7,8.01,8.01
234.5,8.94,8.94,233.2,8.99,8.99
238.7,8.79,8.79,235.3,8.91,8.91
231.2,9.07,9.07,231.3,9.07,9.07
230.7,9.09,9.09,230.7,9.09,9.09
231.1,9.08,9.08,230.4,9.1,9.1
240.2,8.73,8.73,274.9,7.63,7.63
231.1,9.07,9.07,265.7,7.89,7.89
232.8,9.01,9.01,231.0,9.08,9.08
253.1,8.29,8.29,302.9,6.92,6.92
230.8,9.09,9.09,231.2,9.07,9.07
231.5,9.06,9.06,280.1,7.49,7.49
233.3,8.99,8.99,230.5,9.1,9.1
418.9,5.01,5.01,273.7,7.66,7.66
250.9,8.36,8.36,429.6,4.88,4.88
240.7,8.71,8.71,274.9,7.63,7.63
230.8,9.09,9.09,230.8,9.09,9.09
289.1,7.25,7.25,299.9,6.99,6.99
253.9,8.26,8.26,341.0,6.15,6.15
257.9,8.13,8.13,449.6,4.66,4.66
