size,nanjin2
128MiB,122.01178437135499
16MiB,119.06675933926377
1B,0.0005781873133306865
1GiB,122.3278052375178
256KiB,44.055234190133135
2MiB,101.47526707257744
32KiB,9.738788161302626
4B,0.0023097872340066576
4KiB,1.8323413834007338
512B,0.273065000614057
64B,0.035565023767942405
8B,0.004622713553993222
