0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
62.31,4.21,3.68,54.88,4.78,4.18
53.63,4.89,4.28,54.26,4.83,4.23
53.27,4.92,4.31,54.24,4.83,4.23
53.31,4.92,4.3,55.46,4.73,4.14
59.67,4.39,3.84,55.39,4.73,4.14
53.34,4.92,4.3,54.49,4.81,4.21
53.27,4.92,4.31,54.73,4.79,4.19
53.51,4.9,4.29,52.75,4.97,4.35
58.32,4.49,3.93,52.86,4.96,4.34
53.27,4.92,4.31,52.72,4.97,4.35
53.19,4.93,4.31,55.22,4.75,4.15
60.93,4.3,3.76,53.98,4.86,4.25
53.4,4.91,4.3,55.14,4.75,4.16
53.49,4.9,4.29,53.45,4.9,4.29
67.88,3.86,3.38,54.6,4.8,4.2
53.53,4.9,4.28,54.76,4.79,4.19
