0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
43.62,0.0,0.0,29.12,0.0,0.0
29.57,0.0,0.0,29.39,0.0,0.0
29.54,0.0,0.0,35.64,0.0,0.0
29.8,0.0,0.0,31.93,0.0,0.0
29.75,0.0,0.0,29.92,0.0,0.0
47.53,0.0,0.0,28.8,0.0,0.0
107.3,0.0,0.0,68.71,0.0,0.0
30.16,0.0,0.0,29.16,0.0,0.0
29.51,0.0,0.0,29.33,0.0,0.0
44.2,0.0,0.0,68.04,0.0,0.0
60.71,0.0,0.0,111.8,0.0,0.0
31.45,0.0,0.0,29.51,0.0,0.0
29.85,0.0,0.0,29.66,0.0,0.0
30.2,0.0,0.0,32.49,0.0,0.0
133.8,0.0,0.0,33.3,0.0,0.0
29.61,0.0,0.0,29.43,0.0,0.0
