0_groupStartEnd_s,0_initRank_s
1.281566,0.192315
1.390149,0.080161
1.305696,0.162342
1.320008,0.163213
1.280092,0.190492
1.280209,0.190601
1.280773,0.190005
1.28157,0.18906
1.279679,0.18779
1.279013,0.191658
1.278934,0.191516
1.286588,0.183187
1.289376,0.180574
1.303013,0.178547
1.30492,0.16495
1.286226,0.183866
1.286211,0.184502
1.291895,0.178937
1.288946,0.181799
1.279889,0.190538
1.279554,0.191266
1.279621,0.191288
1.27954,0.191254
1.280768,0.190136
1.28127,0.189761
1.289567,0.192359
1.295708,0.189435
1.293638,0.192445
1.298813,0.18343
1.30359,0.179268
1.281872,0.191458
1.283512,0.189986
