0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
6566.7,20.44,17.88,6438.6,20.85,18.24
6271.7,21.4,18.73,6539.1,20.53,17.96
5880.5,22.82,19.97,5942.7,22.59,19.76
7092.2,18.92,16.56,5814.8,23.08,20.2
6380.9,21.03,18.4,5828.0,23.03,20.15
5935.9,22.61,19.78,5899.9,22.75,19.91
6241.2,21.51,18.82,5813.5,23.09,20.2
5823.5,23.05,20.17,6319.3,21.24,18.58
5898.8,22.75,19.91,6421.8,20.9,18.29
6677.0,20.1,17.59,5867.2,22.88,20.02
6870.6,19.54,17.09,6587.1,20.38,17.83
