0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
0.000145879,0.000141354,0.000151383,0.000146194,0.000147315
0.000145826,0.00013952,0.000151102,0.000146093,0.000147856
0.000145341,0.000140922,0.000149289,0.000145707,0.000147595
0.000147629,0.000142817,0.000154578,0.000147822,0.000149299
0.000147254,0.000140663,0.000153777,0.000147384,0.000149099
0.000146247,0.000140262,0.000152465,0.000146403,0.000148417
0.000145275,0.000140613,0.000150631,0.000145326,0.000149358
0.000145235,0.000140632,0.000153426,0.000144815,0.000146924
0.00014573,0.000140793,0.000151934,0.000145518,0.000147014
0.000144669,0.000139561,0.000148537,0.000145051,0.000148387
0.000145746,0.000140632,0.000150861,0.000145922,0.000148517
0.000145004,0.000138638,0.000151313,0.000144921,0.000147185
0.000144708,0.000139539,0.000149109,0.000144796,0.000145531
0.000146447,0.000140041,0.000152395,0.000146498,0.00015025
0.000144836,0.000139561,0.000150521,0.000145316,0.000148878
0.000144493,0.000139961,0.000148587,0.000144325,0.000146904
0.000144645,0.000140502,0.0001501,0.000144279,0.000147125
0.000145844,0.00013959,0.000150901,0.000146238,0.000148006
0.00014606,0.000140853,0.000158136,0.000145992,0.000146012
0.000144822,0.000140522,0.000149689,0.000145051,0.000146113
0.000144937,0.000140311,0.000150631,0.000145227,0.000147936
0.000145095,0.00013942,0.000150741,0.000145312,0.000146423
0.000144643,0.000138969,0.000148807,0.000144955,0.000145762
0.000144986,0.000140051,0.00015006,0.000145172,0.000145932
0.000145824,0.000141264,0.000151413,0.000145822,0.000148627
0.000144855,0.00013948,0.000151303,0.000144967,0.000146202
0.000144772,0.000139891,0.000150692,0.000145021,0.000146453
0.000144617,0.000139619,0.000149629,0.000144921,0.000147825
0.000145565,0.000140131,0.0001545,0.000145451,0.000146674
0.000144513,0.000138267,0.000149258,0.000144896,0.000146453
0.000144929,0.0001392,0.000149649,0.000145212,0.000148147
0.000145005,0.000140051,0.000148587,0.000145121,0.000148376
0.000144699,0.000140532,0.000150221,0.000144605,0.000146113
0.000145626,0.000138328,0.00015002,0.000145592,0.000149269
0.000144688,0.000139811,0.000149709,0.00014449,0.000146403
0.000144199,0.000140202,0.00014988,0.00014416,0.000146703
0.000144291,0.000140684,0.000150381,0.000144064,0.000146012
0.000144893,0.000140203,0.000149769,0.000145207,0.000145802
0.000144885,0.000139701,0.000150731,0.000145176,0.000145291
0.000144308,0.0001391,0.000149038,0.000144364,0.000147195
0.000144418,0.00013946,0.000148778,0.00014492,0.000146103
0.000144733,0.000140482,0.0001501,0.00014473,0.000145782
0.000144319,0.000139351,0.000148618,0.000144839,0.000144199
0.000144855,0.000139099,0.00014944,0.000144716,0.000147565
0.000144817,0.000140732,0.000148698,0.000144645,0.000146263
0.000146519,0.000141044,0.000151915,0.000146753,0.000146342
0.000144891,0.000140102,0.000151382,0.000145145,0.000146764
0.000144479,0.000139519,0.000149719,0.000144315,0.000148777
0.000144845,0.000140452,0.00014973,0.000145281,0.000147134
0.000145032,0.000140571,0.000149609,0.000145437,0.000145952
0.000145294,0.000140563,0.000150691,0.000145101,0.000148136
0.000144679,0.00013986,0.000150411,0.000144815,0.000144218
0.000145971,0.000140603,0.000151372,0.000146323,0.000147956
0.000144971,0.0001397,0.000151282,0.000144865,0.000146823
0.000144791,0.0001396,0.000150281,0.000145191,0.000147164
0.000144959,0.00013954,0.000148769,0.000145227,0.000146062
0.000143712,0.000139269,0.000150741,0.000144104,0.000145561
0.000144586,0.00014017,0.000148747,0.000144625,0.000142615
0.000143816,0.000140282,0.000148687,0.000143653,0.000144769
0.000144811,0.000140232,0.000149729,0.000145277,0.000147485
0.000145032,0.000139901,0.000149839,0.000145257,0.000147726
0.000144357,0.000138698,0.000148948,0.000144815,0.000147796
0.000144172,0.000139551,0.00014988,0.000144325,0.000146814
0.000144106,0.00013882,0.000148948,0.000144636,0.000147245
0.000145009,0.000138739,0.000150291,0.000145015,0.000146863
0.000145005,0.000140001,0.000153127,0.000145236,0.000146753
0.000144807,0.000139028,0.000149449,0.00014481,0.000146843
0.000144602,0.00013946,0.00015012,0.00014485,0.000147214
0.000144422,0.000138749,0.000149279,0.000144669,0.000147274
0.000145058,0.000138688,0.00014994,0.000145573,0.000147966
0.00014479,0.000137957,0.00014986,0.000145456,0.000147275
0.000144538,0.000139109,0.00014946,0.00014481,0.000146994
0.000145062,0.000138689,0.000150942,0.000145231,0.000147375
