0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
43.85,0.01,0.01,40.98,0.01,0.01
24.16,0.02,0.02,29.62,0.02,0.02
85.92,0.01,0.01,57.27,0.01,0.01
22.88,0.02,0.02,22.71,0.02,0.02
22.84,0.02,0.02,22.84,0.02,0.02
26.53,0.02,0.02,22.5,0.02,0.02
22.69,0.02,0.02,23.01,0.02,0.02
47.21,0.01,0.01,25.11,0.02,0.02
40.13,0.01,0.01,26.26,0.02,0.02
22.91,0.02,0.02,22.86,0.02,0.02
22.78,0.02,0.02,22.74,0.02,0.02
22.82,0.02,0.02,22.87,0.02,0.02
38.32,0.01,0.01,46.82,0.01,0.01
37.86,0.01,0.01,22.63,0.02,0.02
42.81,0.01,0.01,96.07,0.01,0.01
82.59,0.01,0.01,92.09,0.01,0.01
24.9,0.02,0.02,37.44,0.01,0.01
60.89,0.01,0.01,25.98,0.02,0.02
51.96,0.01,0.01,28.49,0.02,0.02
64.99,0.01,0.01,44.76,0.01,0.01
22.71,0.02,0.02,22.76,0.02,0.02
24.28,0.02,0.02,41.17,0.01,0.01
41.64,0.01,0.01,52.56,0.01,0.01
22.91,0.02,0.02,22.73,0.02,0.02
25.78,0.02,0.02,39.14,0.01,0.01
23.84,0.02,0.02,24.72,0.02,0.02
39.53,0.01,0.01,35.23,0.01,0.01
22.91,0.02,0.02,26.38,0.02,0.02
