0_Avg-Duration_s,0_Min-Duration_s,0_Max-Duration_s,0_Median-Duration_s,0_MainRank-Duration_s
0.003755455,0.00370602,0.00387677,0.003719515,0.00370602
0.003722213,0.00369187,0.00377822,0.00370938,0.00369323
0.003708488,0.00367742,0.00376786,0.003694335,0.00368427
0.003736013,0.0036974,0.00381847,0.00371409,0.00381847
0.00374184,0.00369497,0.00385234,0.003710025,0.00370295
0.003750165,0.00368173,0.00385504,0.003731945,0.00368173
0.00371142,0.00368906,0.00373106,0.00371278,0.0037224
0.003689678,0.00367398,0.00372097,0.00368188,0.00367398
0.003756107,0.00365131,0.00399782,0.00368765,0.00365131
0.003695897,0.00367513,0.00373814,0.00368516,0.00373814
0.003719957,0.00364991,0.0038383,0.00369581,0.00364991
0.003699727,0.00367127,0.00373625,0.003695695,0.00367127
0.003756708,0.00367586,0.00390814,0.003721415,0.0037572
0.003672172,0.00363814,0.00371406,0.003668245,0.00363814
0.003674152,0.00364783,0.00372009,0.003664345,0.00365123
0.003669142,0.00364689,0.00369865,0.003665515,0.00365933
0.003718885,0.00362598,0.00388666,0.00368145,0.00368316
0.003676655,0.00363601,0.00375236,0.003659125,0.00363601
0.00368187,0.00364243,0.003754,0.003665525,0.00364243
0.0036573,0.00364763,0.00367104,0.003655265,0.00367104
0.003697008,0.00363596,0.00377804,0.003687015,0.00370835
0.00368259,0.00364777,0.00370199,0.0036903,0.00370174
0.00365022,0.00362302,0.00369533,0.003641265,0.0036288
0.003655482,0.00363241,0.00367308,0.00365822,0.00364758
0.003649385,0.00361356,0.00368052,0.00365173,0.00361356
0.003631273,0.00361446,0.00366169,0.00362447,0.00361446
0.003672542,0.00363156,0.00369064,0.003683985,0.00368516
0.003658818,0.00363185,0.00368626,0.00365858,0.00363977
0.0036651,0.0036126,0.00377543,0.003636185,0.0036126
0.003644202,0.003619,0.00367884,0.003639485,0.003619
0.003658383,0.00363096,0.00369273,0.00365492,0.00363096
0.003647793,0.00362905,0.00366535,0.003648385,0.00362905
0.003662988,0.00361416,0.00376837,0.00363471,0.00361591
0.003674545,0.00359693,0.00382101,0.00364012,0.00382101
0.003648337,0.00359046,0.00372574,0.003638575,0.00359046
0.003628292,0.00360455,0.00364954,0.00362954,0.00360455
0.003687853,0.00361775,0.00374157,0.003696045,0.00374157
0.003658253,0.00361396,0.00372342,0.003647815,0.00361396
0.003637635,0.00360828,0.00367998,0.00363114,0.00360828
0.003635458,0.00361655,0.00368281,0.003621235,0.00368281
0.003633952,0.00359184,0.00369174,0.003626115,0.00359988
0.003624443,0.00360418,0.00364293,0.00362533,0.00363586
0.003653683,0.00361225,0.00369863,0.003651925,0.00361644
0.00364866,0.00361481,0.00368548,0.003647175,0.00361481
0.00367007,0.00359159,0.00373064,0.003679025,0.00370225
0.003628725,0.00359278,0.00367887,0.003621625,0.00359278
0.003630408,0.00357719,0.00370496,0.00361974,0.00359581
0.003635537,0.00360243,0.00369093,0.003624395,0.00360276
0.003644482,0.00359148,0.0037004,0.003643025,0.00359148
0.003648665,0.00360364,0.00368978,0.00365062,0.00360364
0.003653633,0.00361825,0.00366866,0.00366381,0.00366783
0.003609765,0.00359437,0.00363998,0.003602355,0.00359437
0.003641915,0.00358605,0.00372286,0.003629375,0.00358605
0.003624395,0.00359664,0.00364055,0.003630195,0.00359664
0.00371626,0.00359429,0.00402815,0.0036213,0.00359429
0.003661482,0.00359011,0.00371773,0.003669045,0.00371773
0.003670178,0.003594,0.00381718,0.003634765,0.003594
0.00363583,0.00359347,0.00371102,0.003619415,0.003597
0.003638677,0.00359554,0.00367739,0.00364089,0.00362688
0.0036193,0.00359729,0.00365134,0.003614285,0.00359729
0.003674337,0.0036076,0.00374764,0.003671055,0.00374764
0.003654247,0.00361631,0.00367647,0.003662105,0.00365763
0.003632697,0.0035752,0.00370404,0.003625775,0.0035752
0.00364913,0.00357603,0.00372435,0.00364807,0.00365427
0.003645197,0.00360149,0.00367674,0.00365128,0.0036505
0.003631025,0.00361391,0.00364732,0.003631435,0.00364731
0.003613632,0.00356789,0.00367232,0.00360716,0.00359533
0.003657613,0.00360297,0.00369973,0.003663875,0.00367505
0.003622725,0.00358095,0.00365575,0.0036271,0.00358095
0.003640802,0.00357639,0.00375912,0.00361385,0.00358259
0.0036329,0.00359576,0.00367845,0.003628695,0.00359576
0.003608683,0.0035819,0.0036376,0.003607615,0.0035819
0.003641632,0.00358761,0.00372005,0.003629435,0.00358761
0.003639475,0.00362162,0.00365017,0.003643055,0.00365017
0.003617837,0.00358673,0.003646,0.00361931,0.00358673
0.00362808,0.00360282,0.00364935,0.003630075,0.00360282
0.003610045,0.00358931,0.00364075,0.00360506,0.00359897
0.00363371,0.00357149,0.00371752,0.003622915,0.00357149
0.003615805,0.00358216,0.00366422,0.00360842,0.00358216
0.00370864,0.00358452,0.00387423,0.003687905,0.00373557
0.003627643,0.00360908,0.00365229,0.0036246,0.00360908
0.00365387,0.0035897,0.00369217,0.003666805,0.00365162
0.003633703,0.00361848,0.00365026,0.003633035,0.00362616
0.003763215,0.00360403,0.00392898,0.003759925,0.00388319
0.003619382,0.00358565,0.00366103,0.003615425,0.00358565
0.00369174,0.00361249,0.00379446,0.003680005,0.00372816
0.003613385,0.00358867,0.00363479,0.00361504,0.00358867
0.003622182,0.00360431,0.00366587,0.003609275,0.00360431
0.003627365,0.00359294,0.00367675,0.003619885,0.00359294
0.003638055,0.00360783,0.00367116,0.003636615,0.0036181
0.00362611,0.00359498,0.00366365,0.003622905,0.00359498
0.003597972,0.00356705,0.00363531,0.003594765,0.00359047
0.003606435,0.0035875,0.00364469,0.003596775,0.00358851
0.003667748,0.00361004,0.00377634,0.003642305,0.00377634
0.003647318,0.00358336,0.00371661,0.00364465,0.00358336
0.003623945,0.00358913,0.00366741,0.00361962,0.00358913
0.003608683,0.00358004,0.00363808,0.003608305,0.00358004
0.003612497,0.00357615,0.00363807,0.003617885,0.003613
0.003653112,0.0035932,0.0037877,0.003615775,0.0037877
0.003620245,0.00357713,0.00365709,0.00362338,0.00357713
0.003714297,0.00368614,0.0037442,0.003713425,0.00368614
0.003746833,0.00366055,0.00385179,0.003737495,0.00366055
0.003731257,0.00369429,0.00379766,0.00371654,0.00379766
0.00370331,0.00368652,0.00371514,0.00370579,0.00370896
0.003732485,0.0036754,0.00383867,0.003707935,0.00369205
0.003699025,0.00368358,0.00371008,0.00370122,0.00370406
0.003684582,0.00366198,0.00370169,0.00368733,0.00368246
0.00373805,0.00365914,0.00380957,0.003741745,0.00370205
0.003668713,0.00365428,0.00368598,0.003667295,0.00368598
0.003673585,0.00364862,0.00370365,0.003671035,0.00364862
0.003680908,0.00365842,0.00372145,0.00367188,0.00366372
0.003684098,0.00362116,0.00378214,0.003666545,0.00365066
0.003661185,0.00361557,0.00370132,0.003663925,0.00361557
0.003669118,0.00363473,0.00368901,0.003676365,0.00366874
