0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
14945.0,8.98,8.98,12672.0,10.59,10.59
14660.0,9.16,9.16,13580.0,9.88,9.88
13313.0,10.08,10.08,14158.0,9.48,9.48
12565.0,10.68,10.68,15116.0,8.88,8.88
12621.0,10.63,10.63,14932.0,8.99,8.99
12510.0,10.73,10.73,15260.0,8.8,8.8
12495.0,10.74,10.74,12496.0,10.74,10.74
13075.0,10.26,10.26,13155.0,10.2,10.2
13117.0,10.23,10.23,13436.0,9.99,9.99
13285.0,10.1,10.1,13563.0,9.9,9.9
13013.0,10.31,10.31,13140.0,10.21,10.21
