0_time-oop_us,0_algbw-oop_GB/s,0_busbw-oop_GB/s,0_time-ip_us,0_algbw-ip_GB/s,0_busbw-ip_GB/s
36.83,0.89,0.78,47.5,0.69,0.6
32.9,1.0,0.87,33.49,0.98,0.86
33.0,0.99,0.87,33.05,0.99,0.87
33.04,0.99,0.87,32.53,1.01,0.88
32.92,1.0,0.87,34.93,0.94,0.82
32.65,1.0,0.88,32.58,1.01,0.88
32.85,1.0,0.87,32.6,1.01,0.88
32.83,1.0,0.87,45.71,0.72,0.63
32.81,1.0,0.87,32.57,1.01,0.88
35.68,0.92,0.8,32.64,1.0,0.88
37.56,0.87,0.76,35.2,0.93,0.81
32.93,0.99,0.87,32.75,1.0,0.88
33.1,0.99,0.87,32.7,1.0,0.88
32.89,1.0,0.87,32.53,1.01,0.88
32.78,1.0,0.87,32.61,1.0,0.88
32.8,1.0,0.87,33.37,0.98,0.86
