1_BW_peak_gbit/s,1_BW_average_gbit/s,1_MsgRate_mpp/s
98.88,98.82,9.2e-05
98.9,98.82,9.2e-05
98.88,98.82,9.2e-05
98.89,98.81,9.2e-05
0.0,98.92,9.2e-05
0.0,98.92,9.2e-05
98.91,98.82,9.2e-05
98.88,98.81,9.2e-05
98.85,98.76,9.2e-05
0.0,98.92,9.2e-05
