0_Transfer Time (s)_s,0_Bandwidth (GB/s)_GB/s
6.144e-05,0.496705391
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.8368e-05,0.522847751
6.0416e-05,0.505124097
5.9392e-05,0.513833134
6.0416e-05,0.505124097
5.8368e-05,0.522847751
5.9392e-05,0.513833134
6.0416e-05,0.505124097
6.0416e-05,0.505124097
6.144e-05,0.496705391
5.9392e-05,0.513833134
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.8368e-05,0.522847751
6.0416e-05,0.505124097
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.7344e-05,0.532184318
5.8368e-05,0.522847751
6.0416e-05,0.505124097
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.9392e-05,0.513833134
6.0416e-05,0.505124097
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.9392e-05,0.513833134
6.0416e-05,0.505124097
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.8368e-05,0.522847751
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.8368e-05,0.522847751
6.0416e-05,0.505124097
5.9392e-05,0.513833134
6.0416e-05,0.505124097
6.0416e-05,0.505124097
6.144e-05,0.496705391
5.8368e-05,0.522847751
5.8368e-05,0.522847751
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
6.0416e-05,0.505124097
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.9392e-05,0.513833134
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.9392e-05,0.513833134
6.0416e-05,0.505124097
5.9392e-05,0.513833134
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.9392e-05,0.513833134
6.0416e-05,0.505124097
6.144e-05,0.496705391
5.8368e-05,0.522847751
5.8368e-05,0.522847751
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
5.9392e-05,0.513833134
