0_MainRank-Duration_s,0_MainRank-Bandwidth_Gb/s
4.67e-06,0.013704496
4.75e-06,0.013473685
4.64e-06,0.013793103
4.585e-06,0.01395856
4.675e-06,0.013689839
4.64e-06,0.013793103
4.62e-06,0.013852814
4.55e-06,0.014065933
4.735e-06,0.013516367
4.835e-06,0.013236815
4.625e-06,0.013837838
4.61e-06,0.013882863
4.63e-06,0.013822894
4.545e-06,0.014081407
4.515e-06,0.014174973
4.56e-06,0.014035088
4.565e-06,0.014019716
4.53e-06,0.014128036
4.58e-06,0.013973799
4.54e-06,0.014096916
4.585e-06,0.01395856
4.545e-06,0.014081407
4.58e-06,0.013973799
4.565e-06,0.014019716
4.565e-06,0.014019716
4.62e-06,0.013852814
4.57e-06,0.014004377
4.555e-06,0.014050494
4.52e-06,0.014159292
4.56e-06,0.014035088
4.61e-06,0.013882863
4.585e-06,0.01395856
4.54e-06,0.014096916
4.545e-06,0.014081407
4.52e-06,0.014159292
4.555e-06,0.014050494
4.53e-06,0.014128036
4.62e-06,0.013852814
4.54e-06,0.014096916
4.57e-06,0.014004377
4.615e-06,0.013867822
4.62e-06,0.013852814
4.53e-06,0.014128036
4.525e-06,0.014143647
4.57e-06,0.014004377
4.55e-06,0.014065933
4.545e-06,0.014081407
4.66e-06,0.013733906
4.555e-06,0.014050494
4.565e-06,0.014019716
4.535e-06,0.014112459
4.605e-06,0.013897937
4.49e-06,0.014253899
4.54e-06,0.014096916
4.535e-06,0.014112459
4.54e-06,0.014096916
4.66e-06,0.013733906
6.185e-06,0.010347615
4.535e-06,0.014112459
4.62e-06,0.013852814
4.59e-06,0.013943355
4.565e-06,0.014019716
4.535e-06,0.014112459
4.555e-06,0.014050494
4.54e-06,0.014096916
4.585e-06,0.01395856
4.655e-06,0.013748658
4.6e-06,0.013913044
4.615e-06,0.013867822
4.595e-06,0.013928182
4.64e-06,0.013793103
4.525e-06,0.014143647
4.665e-06,0.013719186
4.595e-06,0.013928182
4.61e-06,0.013882863
4.585e-06,0.01395856
4.775e-06,0.013403142
4.575e-06,0.013989071
4.61e-06,0.013882863
4.555e-06,0.014050494
4.69e-06,0.013646056
4.57e-06,0.014004377
4.605e-06,0.013897937
4.59e-06,0.013943355
4.59e-06,0.013943355
4.595e-06,0.013928182
4.57e-06,0.014004377
4.53e-06,0.014128036
4.64e-06,0.013793103
4.595e-06,0.013928182
4.595e-06,0.013928182
4.565e-06,0.014019716
4.61e-06,0.013882863
4.52e-06,0.014159292
4.635e-06,0.013807982
4.575e-06,0.013989071
4.605e-06,0.013897937
4.58e-06,0.013973799
4.625e-06,0.013837838
4.555e-06,0.014050494
4.63e-06,0.013822894
4.585e-06,0.01395856
4.61e-06,0.013882863
4.585e-06,0.01395856
4.69e-06,0.013646056
4.605e-06,0.013897937
4.615e-06,0.013867822
4.565e-06,0.014019716
4.6e-06,0.013913044
4.565e-06,0.014019716
4.57e-06,0.014004377
4.565e-06,0.014019716
4.62e-06,0.013852814
4.595e-06,0.013928182
4.62e-06,0.013852814
4.575e-06,0.013989071
4.595e-06,0.013928182
4.56e-06,0.014035088
4.615e-06,0.013867822
4.595e-06,0.013928182
4.65e-06,0.013763441
4.62e-06,0.013852814
4.62e-06,0.013852814
4.565e-06,0.014019716
4.58e-06,0.013973799
4.54e-06,0.014096916
4.59e-06,0.013943355
4.58e-06,0.013973799
4.61e-06,0.013882863
4.655e-06,0.013748658
4.62e-06,0.013852814
4.57e-06,0.014004377
4.63e-06,0.013822894
4.59e-06,0.013943355
4.59e-06,0.013943355
4.575e-06,0.013989071
4.635e-06,0.013807982
4.605e-06,0.013897937
4.605e-06,0.013897937
4.56e-06,0.014035088
4.57e-06,0.014004377
4.515e-06,0.014174973
4.625e-06,0.013837838
4.575e-06,0.013989071
4.61e-06,0.013882863
4.55e-06,0.014065933
4.57e-06,0.014004377
4.595e-06,0.013928182
4.62e-06,0.013852814
4.595e-06,0.013928182
4.56e-06,0.014035088
4.575e-06,0.013989071
4.635e-06,0.013807982
4.615e-06,0.013867822
4.62e-06,0.013852814
4.545e-06,0.014081407
4.6e-06,0.013913044
4.58e-06,0.013973799
4.61e-06,0.013882863
4.545e-06,0.014081407
4.63e-06,0.013822894
4.55e-06,0.014065933
4.59e-06,0.013943355
4.575e-06,0.013989071
4.75e-06,0.013473685
4.575e-06,0.013989071
4.6e-06,0.013913044
4.59e-06,0.013943355
4.67e-06,0.013704496
4.565e-06,0.014019716
4.605e-06,0.013897937
4.595e-06,0.013928182
4.58e-06,0.013973799
4.545e-06,0.014081407
4.63e-06,0.013822894
4.595e-06,0.013928182
4.725e-06,0.013544973
4.57e-06,0.014004377
4.55e-06,0.014065933
4.57e-06,0.014004377
4.535e-06,0.014112459
4.55e-06,0.014065933
4.54e-06,0.014096916
4.545e-06,0.014081407
4.615e-06,0.013867822
4.54e-06,0.014096916
4.545e-06,0.014081407
4.56e-06,0.014035088
4.615e-06,0.013867822
4.575e-06,0.013989071
4.61e-06,0.013882863
4.555e-06,0.014050494
4.65e-06,0.013763441
4.585e-06,0.01395856
4.59e-06,0.013943355
4.565e-06,0.014019716
4.61e-06,0.013882863
4.59e-06,0.013943355
4.59e-06,0.013943355
4.52e-06,0.014159292
4.62e-06,0.013852814
4.635e-06,0.013807982
4.64e-06,0.013793103
4.59e-06,0.013943355
4.645e-06,0.013778256
4.635e-06,0.013807982
4.585e-06,0.01395856
4.605e-06,0.013897937
4.645e-06,0.013778256
4.61e-06,0.013882863
4.605e-06,0.013897937
4.765e-06,0.01343127
4.6e-06,0.013913044
4.62e-06,0.013852814
4.59e-06,0.013943355
4.575e-06,0.013989071
4.65e-06,0.013763441
4.585e-06,0.01395856
4.64e-06,0.013793103
4.55e-06,0.014065933
4.59e-06,0.013943355
4.585e-06,0.01395856
4.63e-06,0.013822894
4.705e-06,0.013602551
4.6e-06,0.013913044
4.57e-06,0.014004377
4.575e-06,0.013989071
4.54e-06,0.014096916
4.625e-06,0.013837838
4.55e-06,0.014065933
4.63e-06,0.013822894
4.54e-06,0.014096916
4.64e-06,0.013793103
4.59e-06,0.013943355
4.56e-06,0.014035088
4.545e-06,0.014081407
4.585e-06,0.01395856
4.635e-06,0.013807982
4.65e-06,0.013763441
4.595e-06,0.013928182
4.615e-06,0.013867822
4.55e-06,0.014065933
4.605e-06,0.013897937
4.575e-06,0.013989071
4.575e-06,0.013989071
4.545e-06,0.014081407
4.63e-06,0.013822894
4.61e-06,0.013882863
4.65e-06,0.013763441
4.89e-06,0.013087934
4.68e-06,0.013675214
4.585e-06,0.01395856
4.56e-06,0.014035088
4.595e-06,0.013928182
4.54e-06,0.014096916
4.555e-06,0.014050494
4.525e-06,0.014143647
4.565e-06,0.014019716
4.545e-06,0.014081407
4.595e-06,0.013928182
4.53e-06,0.014128036
4.595e-06,0.013928182
4.585e-06,0.01395856
4.705e-06,0.013602551
4.58e-06,0.013973799
4.59e-06,0.013943355
4.51e-06,0.014190687
4.575e-06,0.013989071
4.58e-06,0.013973799
4.515e-06,0.014174973
4.6e-06,0.013913044
4.6e-06,0.013913044
4.6e-06,0.013913044
4.56e-06,0.014035088
4.615e-06,0.013867822
4.605e-06,0.013897937
4.61e-06,0.013882863
4.605e-06,0.013897937
4.59e-06,0.013943355
4.605e-06,0.013897937
4.65e-06,0.013763441
4.63e-06,0.013822894
4.6e-06,0.013913044
4.6e-06,0.013913044
4.595e-06,0.013928182
4.715e-06,0.013573701
4.615e-06,0.013867822
4.58e-06,0.013973799
4.605e-06,0.013897937
4.6e-06,0.013913044
4.62e-06,0.013852814
4.635e-06,0.013807982
4.58e-06,0.013973799
4.595e-06,0.013928182
4.605e-06,0.013897937
4.575e-06,0.013989071
4.635e-06,0.013807982
4.63e-06,0.013822894
4.635e-06,0.013807982
4.585e-06,0.01395856
4.605e-06,0.013897937
4.67e-06,0.013704496
4.59e-06,0.013943355
4.59e-06,0.013943355
4.625e-06,0.013837838
4.575e-06,0.013989071
4.585e-06,0.01395856
4.61e-06,0.013882863
4.63e-06,0.013822894
4.615e-06,0.013867822
4.58e-06,0.013973799
4.595e-06,0.013928182
4.645e-06,0.013778256
4.585e-06,0.01395856
4.585e-06,0.01395856
4.57e-06,0.014004377
4.6e-06,0.013913044
4.61e-06,0.013882863
4.6e-06,0.013913044
4.61e-06,0.013882863
4.64e-06,0.013793103
4.575e-06,0.013989071
4.575e-06,0.013989071
4.61e-06,0.013882863
4.61e-06,0.013882863
4.615e-06,0.013867822
4.59e-06,0.013943355
4.61e-06,0.013882863
4.655e-06,0.013748658
4.615e-06,0.013867822
4.59e-06,0.013943355
4.62e-06,0.013852814
4.615e-06,0.013867822
4.57e-06,0.014004377
4.605e-06,0.013897937
4.615e-06,0.013867822
4.605e-06,0.013897937
4.655e-06,0.013748658
4.575e-06,0.013989071
4.57e-06,0.014004377
4.58e-06,0.013973799
4.6e-06,0.013913044
4.615e-06,0.013867822
4.6e-06,0.013913044
4.61e-06,0.013882863
4.63e-06,0.013822894
4.635e-06,0.013807982
4.615e-06,0.013867822
4.635e-06,0.013807982
4.605e-06,0.013897937
4.62e-06,0.013852814
4.66e-06,0.013733906
4.615e-06,0.013867822
4.745e-06,0.013487882
4.605e-06,0.013897937
4.61e-06,0.013882863
4.595e-06,0.013928182
4.62e-06,0.013852814
4.59e-06,0.013943355
4.585e-06,0.01395856
4.615e-06,0.013867822
4.585e-06,0.01395856
4.59e-06,0.013943355
4.74e-06,0.01350211
4.59e-06,0.013943355
4.58e-06,0.013973799
4.575e-06,0.013989071
4.59e-06,0.013943355
4.58e-06,0.013973799
4.61e-06,0.013882863
4.595e-06,0.013928182
4.63e-06,0.013822894
4.615e-06,0.013867822
4.645e-06,0.013778256
4.605e-06,0.013897937
4.55e-06,0.014065933
4.64e-06,0.013793103
4.625e-06,0.013837838
4.61e-06,0.013882863
4.66e-06,0.013733906
4.6e-06,0.013913044
4.595e-06,0.013928182
4.635e-06,0.013807982
4.67e-06,0.013704496
4.735e-06,0.013516367
4.645e-06,0.013778256
4.61e-06,0.013882863
4.605e-06,0.013897937
4.605e-06,0.013897937
4.66e-06,0.013733906
4.65e-06,0.013763441
4.635e-06,0.013807982
4.645e-06,0.013778256
4.71e-06,0.01358811
4.63e-06,0.013822894
4.62e-06,0.013852814
4.725e-06,0.013544973
4.625e-06,0.013837838
4.64e-06,0.013793103
4.645e-06,0.013778256
4.635e-06,0.013807982
4.565e-06,0.014019716
4.565e-06,0.014019716
4.59e-06,0.013943355
4.615e-06,0.013867822
4.655e-06,0.013748658
4.625e-06,0.013837838
4.595e-06,0.013928182
4.69e-06,0.013646056
4.655e-06,0.013748658
4.605e-06,0.013897937
4.615e-06,0.013867822
4.63e-06,0.013822894
4.65e-06,0.013763441
4.59e-06,0.013943355
4.62e-06,0.013852814
4.615e-06,0.013867822
4.62e-06,0.013852814
