app_mix,system,numnodes,allocation_mode,allocation_split,ppn,out_format,extra,path
./apps_mix/a2a_b/128MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_20:22:00
./apps_mix/a2a_b/1GiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_20:24:09
./apps_mix/a2a_b/8GiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_20:24:40
./apps_mix/a2a_b/1B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_20:25:07
./apps_mix/a2a_b/4B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_20:35:08
./apps_mix/a2a_b/8B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_20:45:10
./apps_mix/a2a_b/64B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_20:55:11
./apps_mix/a2a_b/512B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_21:05:12
./apps_mix/a2a_b/4KiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_21:15:13
./apps_mix/a2a_b/1B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:17:40
./apps_mix/a2a_b/4B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:18:07
./apps_mix/a2a_b/8B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:18:36
./apps_mix/a2a_b/64B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:19:04
./apps_mix/a2a_b/512B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:19:33
./apps_mix/a2a_b/4KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:20:04
./apps_mix/a2a_b/32KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:20:32
./apps_mix/a2a_b/256KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:20:59
./apps_mix/a2a_b/2MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:21:29
./apps_mix/a2a_b/16MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:21:59
./apps_mix/a2a_b/128MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:22:44
./apps_mix/a2a_b/1GiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:25:19
./apps_mix/a2a_b/8GiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_21:25:44
./apps_mix/a2a_b/1B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_21:26:15
./apps_mix/a2a_b/4B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_21:36:16
./apps_mix/a2a_b/8B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_21:46:17
./apps_mix/a2a_b/64B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_21:56:18
./apps_mix/a2a_b/512B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_22:06:19
./apps_mix/a2a_b/4KiB,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_22:16:20
./apps_mix/ardc_b/4B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:18:11
./apps_mix/ardc_b/8B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:18:36
./apps_mix/ardc_b/64B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:19:02
./apps_mix/ardc_b/512B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:19:30
./apps_mix/ardc_b/4KiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:19:56
./apps_mix/ardc_b/32KiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:20:22
./apps_mix/ardc_b/256KiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:20:54
./apps_mix/ardc_b/2MiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:21:21
./apps_mix/ardc_b/16MiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:21:47
./apps_mix/ardc_b/128MiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:22:19
./apps_mix/ardc_b/1GiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:23:42
./apps_mix/ardc_b/8GiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:31:19
./apps_mix/ardc_b/4B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:31:46
./apps_mix/ardc_b/8B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:32:12
./apps_mix/ardc_b/64B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:32:38
./apps_mix/ardc_b/512B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:33:08
./apps_mix/ardc_b/4KiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:33:36
./apps_mix/ardc_b/32KiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:34:03
./apps_mix/ardc_b/256KiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:34:30
./apps_mix/ardc_b/2MiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:34:58
./apps_mix/ardc_b/16MiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:35:25
./apps_mix/ardc_b/128MiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:35:59
./apps_mix/ardc_b/1GiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:37:39
./apps_mix/ardc_b/8GiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:47:13
./apps_mix/ardc_b/4B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:47:43
./apps_mix/ardc_b/8B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:48:15
./apps_mix/ardc_b/64B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:48:46
./apps_mix/ardc_b/512B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:49:14
./apps_mix/ardc_b/4KiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:49:41
./apps_mix/ardc_b/32KiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:50:08
./apps_mix/ardc_b/256KiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:50:36
./apps_mix/ardc_b/2MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:51:06
./apps_mix/ardc_b/16MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:51:34
./apps_mix/ardc_b/128MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:52:10
./apps_mix/ardc_b/1GiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_22:53:58
./apps_mix/ardc_b/8GiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:03:59
./apps_mix/ardc_b/4B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:04:30
./apps_mix/ardc_b/8B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:04:58
./apps_mix/ardc_b/64B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:05:26
./apps_mix/ardc_b/512B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:05:55
./apps_mix/ardc_b/4KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:06:23
./apps_mix/ardc_b/32KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:06:51
./apps_mix/ardc_b/256KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:07:20
./apps_mix/ardc_b/2MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:07:52
./apps_mix/ardc_b/16MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:08:21
./apps_mix/ardc_b/128MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:09:02
./apps_mix/ardc_b/1GiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:11:36
./apps_mix/ardc_b/8GiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:21:37
./apps_mix/inc_b/1B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:22:07
./apps_mix/inc_b/4B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:22:26
./apps_mix/inc_b/8B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:22:45
./apps_mix/inc_b/64B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:23:03
./apps_mix/inc_b/512B,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:23:22
./apps_mix/inc_b/4KiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:23:40
./apps_mix/inc_b/32KiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:23:59
./apps_mix/inc_b/256KiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:24:17
./apps_mix/inc_b/2MiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:24:36
./apps_mix/inc_b/16MiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:24:54
./apps_mix/inc_b/128MiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:25:14
./apps_mix/inc_b/1GiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:25:44
./apps_mix/inc_b/8GiB,haicgu,2,l,100,1,csv,cn-ib,./data/haicgu/2024-07-30_23:27:35
./apps_mix/inc_b/1B,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:27:55
./apps_mix/inc_b/4B,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:31:18
./apps_mix/inc_b/8B,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:34:27
./apps_mix/inc_b/64B,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:37:01
./apps_mix/inc_b/512B,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:39:58
./apps_mix/inc_b/4KiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:43:32
./apps_mix/inc_b/32KiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:46:53
./apps_mix/inc_b/256KiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:50:54
./apps_mix/inc_b/2MiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:55:41
./apps_mix/inc_b/16MiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-30_23:59:02
./apps_mix/inc_b/128MiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:00:50
./apps_mix/inc_b/1GiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:02:36
./apps_mix/inc_b/8GiB,haicgu,2,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:04:24
./apps_mix/inc_b/1B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:06:46
./apps_mix/inc_b/4B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:07:12
./apps_mix/inc_b/8B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:07:38
./apps_mix/inc_b/64B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:08:04
./apps_mix/inc_b/512B,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:08:31
./apps_mix/inc_b/4KiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:08:57
./apps_mix/inc_b/32KiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:09:24
./apps_mix/inc_b/256KiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:09:50
./apps_mix/inc_b/2MiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:10:16
./apps_mix/inc_b/16MiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:10:42
./apps_mix/inc_b/128MiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:11:15
./apps_mix/inc_b/1GiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:12:17
./apps_mix/inc_b/8GiB,haicgu,4,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_00:12:42
./apps_mix/inc_b/1B,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:13:09
./apps_mix/inc_b/4B,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:18:19
./apps_mix/inc_b/8B,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:24:22
./apps_mix/inc_b/64B,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:29:49
./apps_mix/inc_b/512B,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:35:22
./apps_mix/inc_b/4KiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:41:07
./apps_mix/inc_b/32KiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:46:23
./apps_mix/inc_b/256KiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_00:54:02
./apps_mix/inc_b/2MiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:02:35
./apps_mix/inc_b/16MiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:06:47
./apps_mix/inc_b/128MiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:06:48
./apps_mix/inc_b/1GiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:06:49
./apps_mix/inc_b/8GiB,haicgu,4,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:06:50
./apps_mix/inc_b/1B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:06:53
./apps_mix/inc_b/4B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:07:21
./apps_mix/inc_b/8B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:07:48
./apps_mix/inc_b/64B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:08:15
./apps_mix/inc_b/512B,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:08:43
./apps_mix/inc_b/4KiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:09:10
./apps_mix/inc_b/32KiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:09:37
./apps_mix/inc_b/256KiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:10:05
./apps_mix/inc_b/2MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:10:34
./apps_mix/inc_b/16MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:11:03
./apps_mix/inc_b/128MiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:11:41
./apps_mix/inc_b/1GiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:13:30
./apps_mix/inc_b/8GiB,haicgu,8,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_01:13:57
./apps_mix/inc_b/1B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:14:25
./apps_mix/inc_b/4B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:24:26
./apps_mix/inc_b/8B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:34:27
./apps_mix/inc_b/64B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:44:28
./apps_mix/inc_b/512B,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_01:54:29
./apps_mix/inc_b/4KiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:04:00
./apps_mix/inc_b/32KiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:06:57
./apps_mix/inc_b/256KiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:06:58
./apps_mix/inc_b/2MiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:06:59
./apps_mix/inc_b/16MiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:07:00
./apps_mix/inc_b/128MiB,haicgu,8,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:07:01
./apps_mix/inc_b/1B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:07:05
./apps_mix/inc_b/4B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:07:32
./apps_mix/inc_b/8B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:08:00
./apps_mix/inc_b/64B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:08:28
./apps_mix/inc_b/512B,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:08:57
./apps_mix/inc_b/4KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:09:25
./apps_mix/inc_b/32KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:09:52
./apps_mix/inc_b/256KiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:10:20
./apps_mix/inc_b/2MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:10:49
./apps_mix/inc_b/16MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:11:17
./apps_mix/inc_b/128MiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:11:57
./apps_mix/inc_b/1GiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:14:09
./apps_mix/inc_b/8GiB,haicgu,10,l,100,1,csv,cn-ib,./data/haicgu/2024-07-31_02:14:40
./apps_mix/inc_b/1B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:15:14
./apps_mix/inc_b/4B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:25:15
./apps_mix/inc_b/8B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:35:16
./apps_mix/inc_b/64B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:45:17
./apps_mix/inc_b/512B,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_02:55:18
./apps_mix/inc_b/4KiB,haicgu,10,l,100,128,csv,cn-ib,./data/haicgu/2024-07-31_03:05:20
./apps_mix/pingpong/1B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:29:44
./apps_mix/pingpong/8B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:29:50
./apps_mix/pingpong/64B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:29:56
./apps_mix/pingpong/512B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:02
./apps_mix/pingpong/4KiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:08
./apps_mix/pingpong/32KiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:14
./apps_mix/pingpong/256KiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:20
./apps_mix/pingpong/2MiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:27
./apps_mix/pingpong/16MiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:33
./apps_mix/pingpong/128MiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:30:40
./apps_mix/a2a_b/1B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:33:37
./apps_mix/a2a_b/4B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:33:43
./apps_mix/a2a_b/8B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:33:49
./apps_mix/a2a_b/64B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:33:55
./apps_mix/a2a_b/512B,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:01
./apps_mix/a2a_b/4KiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:07
./apps_mix/a2a_b/32KiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:13
./apps_mix/a2a_b/256KiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:19
./apps_mix/a2a_b/2MiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:26
./apps_mix/a2a_b/16MiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:32
./apps_mix/a2a_b/128MiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:34:40
./apps_mix/a2a_b/1GiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:35:12
./apps_mix/a2a_b/8GiB,nanjin,2,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:35:58
./apps_mix/a2a_b/1B,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:04
./apps_mix/a2a_b/4B,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:10
./apps_mix/a2a_b/8B,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:16
./apps_mix/a2a_b/64B,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:22
./apps_mix/a2a_b/512B,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:28
./apps_mix/a2a_b/4KiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:34
./apps_mix/a2a_b/32KiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:40
./apps_mix/a2a_b/256KiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:46
./apps_mix/a2a_b/2MiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:52
./apps_mix/a2a_b/16MiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:36:59
./apps_mix/a2a_b/128MiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:37:07
./apps_mix/a2a_b/1GiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:37:39
./apps_mix/a2a_b/8GiB,nanjin,2,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:38:24
./apps_mix/a2a_b/1B,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:38:54
./apps_mix/a2a_b/4B,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:01
./apps_mix/a2a_b/8B,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:07
./apps_mix/a2a_b/64B,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:13
./apps_mix/a2a_b/512B,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:19
./apps_mix/a2a_b/4KiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:25
./apps_mix/a2a_b/32KiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:32
./apps_mix/a2a_b/256KiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:38
./apps_mix/a2a_b/2MiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:45
./apps_mix/a2a_b/16MiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:39:52
./apps_mix/a2a_b/128MiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:40:02
./apps_mix/a2a_b/1GiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:40:46
./apps_mix/a2a_b/8GiB,nanjin,4,l,100,1,csv,nanjin,./data/nanjin/2024-07-30_14:40:52
./apps_mix/a2a_b/1B,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:40:58
./apps_mix/a2a_b/4B,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:04
./apps_mix/a2a_b/8B,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:11
./apps_mix/a2a_b/64B,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:17
./apps_mix/a2a_b/512B,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:23
./apps_mix/a2a_b/4KiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:29
./apps_mix/a2a_b/32KiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:35
./apps_mix/a2a_b/256KiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:42
./apps_mix/a2a_b/2MiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:49
./apps_mix/a2a_b/16MiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:41:56
./apps_mix/a2a_b/128MiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:42:06
./apps_mix/a2a_b/1GiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:42:50
./apps_mix/a2a_b/8GiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:42:56
./apps_mix/a2a_b/8GiB,nanjin,4,l,100,64,csv,nanjin,./data/nanjin/2024-07-30_14:43:53
